section,station,latitude,longitude,year,month,day,event_id,integrated_chlorophyll_0_100,integrated_nitrate_0_50,integrated_nitrate_50_150,integrated_phosphate_0_50,integrated_phosphate_50_150,integrated_silicate_0_50,integrated_silicate_50_150
CSL,CSL3,47.102329999999995,-59.98583,2000,10,13,18HU00050_2000050243,27.748000000000005,118.34100000000001,1149.94,30.552999999999997,116.72500000000001,190.48149999999998,1047.685
CSL,CSL4,47.270500000000006,-59.780159999999995,2000,10,13,18HU00050_2000050246,43.105000000000004,159.8625,982.8775,33.73950000000001,109.265,131.929,798.345
CSL,CSL5,47.429829999999995,-59.558,2000,10,13,18HU00050_2000050251,44.5785,115.04350000000001,1026.46,31.668000000000003,115.34750000000001,97.29050000000001,818.7500000000001
CSL,CSL6,47.560829999999996,-59.31433,2000,10,13,18HU00050_2000050259,25.296000000000003,253.72650000000002,942.6975000000002,42.125499999999995,107.60750000000002,188.54600000000005,709.9225
CSL,CSL1,46.95966,-60.22,2001,5,12,18HU01009_2001009180,39.839499999999994,51.124,145.205,26.6,28.25,28.011000000000003,142.8025
CSL,CSL2,47.02,-60.12016,2001,5,12,18HU01009_2001009185,60.2985,81.8715,943.9275,35.929,114.79500000000002,79.6585,1012.6725000000001
CSL,CSL3,47.099329999999995,-59.99,2001,5,12,18HU01009_2001009187,147.8655,87.55350000000001,751.57,33.897,107.53500000000001,65.54150000000001,713.375
CSL,CSL4,47.26883,-59.78116,2001,5,12,18HU01009_2001009190,190.16500000000002,87.2465,663.735,32.368,102.07,51.4535,548.4350000000001
CSL,CSL5,47.431000000000004,-59.5595,2001,5,12,18HU01009_2001009199,123.507,78.45,709.575,35.929500000000004,106.22,64.9345,663.625
CSL,CSL6,47.58016,-59.33983,2001,5,12,18HU01009_2001009201,267.396,74.3555,538.7950000000001,29.1355,91.83500000000001,39.576,468.48
CSL,CSL1,46.959669999999996,-60.215500000000006,2001,11,3,18HU01061_2001061223,41.493525,82.56975,214.44500000000002,42.91525,43.745,181.83025,382.605
CSL,CSL2,47.020669999999996,-60.10767,2001,11,3,18HU01061_2001061230,44.832240000000006,115.9965,865.9150000000001,52.80850000000001,140.9425,239.6215,897.5575
CSL,CSL3,47.10067,-59.98867,2001,11,3,18HU01061_2001061233,32.9346,243.94400000000002,925.89750000000015,67.66725000000001,148.70000000000002,409.523,923.8525
CSL,CSL4,47.266169999999995,-59.7785,2001,11,3,18HU01061_2001061241,37.138994999999994,106.44300000000001,800.1475,48.095,137.54000000000002,122.304,714.385
CSL,CSL5,47.43017,-59.55833,2001,11,3,18HU01061_2001061242,35.82243,104.59625,867.5175,48.608250000000005,136.46750000000003,111.09875,760.07
CSL,CSL6,47.582300000000004,-59.347500000000004,2001,11,4,18HU01061_2001061248,31.041899999999995,67.2325,370.89250000000004,45.135000000000005,120.86250000000001,94.62250000000002,347.8375
CSL,CSL1,46.96241,-60.21407,2004,4,30,18HU04009_2004009132,517.8374182460415,67.26320534653465,156.41898262342067,23.996959158415844,23.6433656751205,63.92368737623762,154.19830897171204
CSL,CSL2,47.02321,-60.111619999999995,2004,4,30,18HU04009_2004009134,505.4048250000001,51.4298874543708,768.5876125456291,19.764536023054756,95.13629397694524,76.71475997118155,1023.2328200288184
CSL,CSL3,47.10333,-59.997800000000005,2004,4,30,18HU04009_2004009140,375.0315319920714,136.38134515454547,950.9634767941674,31.93497821818182,100.51153181674135,161.72027259090908,1055.4651076685202
CSL,CSL4,47.27151,-59.784279999999995,2004,4,30,18HU04009_2004009143,243.55394395853426,77.43702655238097,731.9990085588184,26.304497523809527,84.4319193904081,64.10172063809523,696.1767853110707
CSL,CSL4,47.26801,-59.78442,2004,4,30,18HU04009_2004009144,458.5521735980149,72.26371418304034,814.9123072690585,24.055788009307133,82.66218533574208,54.21387640124095,782.3946073655796
CSL,CSL5,47.441100000000006,-59.58089,2004,4,30,18HU04009_2004009149,177.92069000000004,121.75400329961465,873.9637061972408,29.1359383911368,91.31951786672482,96.04028387764933,846.7427423802122
CSL,CSL6,47.58661,-59.34567,2004,5,1,18HU04009_2004009151,262.659844062954,123.40500957467853,643.5115743081233,29.218840113748765,78.58781177042263,122.39914422848666,581.2318830000402
CSL,CSL1,46.957159999999995,-60.21666,2004,10,26,18HU04055_2004055081,16.698465000000002,106.45327361216731,204.75149638783267,23.23307549429658,25.506764505703423,191.53183397338404,207.28536602661597
CSL,CSL2,47.01733,-60.11916,2004,10,26,18HU04055_2004055087,13.576337145311733,136.54478370503597,1221.4316490959368,26.65173618705036,116.783972602978,229.7152964028777,1334.8197248374952
CSL,CSL3,47.09733,-59.99333,2004,10,26,18HU04055_2004055090,20.710727734073362,149.19017683569982,831.4089072033364,28.636123788032453,93.27431342965326,197.12681772819468,683.6436927408354
CSL,CSL4,47.27233,-59.79016,2004,10,26,18HU04055_2004055095,28.092991199213632,48.739176279733584,811.5392241766039,20.611707906755473,93.8789091305006,81.82811167459562,615.4011307795736
CSL,CSL5,47.43683,-59.574000000000005,2004,10,26,18HU04055_2004055099,36.22547440441883,32.334317402791626,740.5593317164993,20.264219865403792,91.5034684406282,74.90739758225325,616.6118223493329
CSL,CSL6,47.57983,-59.3425,2004,10,26,18HU04055_2004055103,40.35214180419921,8.456908890436397,469.4312419677433,17.049509874651815,71.49874597077778,61.71718808727948,386.56037962849143
CSL,CSL1,46.96583,-60.20616,2005,4,8,18NE05004_2005004094,203.44951,127.17845470149253,178.7750052985075,25.681493656716416,20.457411343283585,154.54941589552237,171.42955410447763
CSL,CSL2,47.01783,-60.11898,2005,4,8,18NE05004_2005004090,259.479696773952,115.99515184106615,802.9045429910598,23.328172877591314,88.08004351346469,137.16745771964463,806.7128079915562
CSL,CSL3,47.100159999999995,-59.97933,2005,4,8,18NE05004_2005004086,256.52226808837656,126.75477027455122,684.4691200948774,29.04937231784583,79.20672573629716,146.78410912882788,653.3294859190332
CSL,CSL4,47.27766,-59.782329999999995,2005,4,8,18NE05004_2005004083,28.024010831157522,189.37352252988046,871.5015685518601,32.679974103585664,92.07141927990358,193.5968730876494,795.0582203100732
CSL,CSL5,47.443000000000005,-59.55733,2005,4,8,18NE05004_2005004080,140.91792179851092,143.38155926954732,885.3609420573029,29.934585884773668,93.68798473735384,171.66368250514407,872.0538476590469
CSL,CSL6,47.579,-59.371500000000005,2005,4,7,18NE05004_2005004077,238.74368529633347,109.80472638392857,678.3097541393859,28.647750357142858,78.6397787965713,151.48383241071429,635.0874208265687
CSL,CSL1,46.958659999999995,-60.219500000000004,2005,10,18,18HU05055_2005055006,36.1718,137.351305125,221.97290487500004,33.396855875,34.707584125,181.718113875,210.703176125
CSL,CSL2,47.01916,-60.12016,2005,10,19,18HU05055_2005055009,38.09816408545728,147.39700723205965,880.4164917259809,33.792592059645855,120.06996670867376,171.4071504473439,783.7784833972655
CSL,CSL3,47.09983,-59.987500000000004,2005,10,19,18HU05055_2005055012,34.561569999999996,74.57552395852969,866.6855405255894,26.586683011310082,114.04727345347587,84.51784655042412,695.1290470735648
CSL,CSL4,47.27083,-59.77966,2005,10,19,18HU05055_2005055015,32.78915671185662,48.777499191321496,950.7820272515585,22.819521360946744,119.57648374417028,67.00807160749507,846.1468916322908
CSL,CSL5,47.43233,-59.56483,2005,10,19,18HU05055_2005055021,41.050360000000005,28.899344980139023,783.2878394844341,20.12493155412115,108.25633458919609,55.95707253723933,628.5019920964161
CSL,CSL6,47.58333,-59.3395,2005,10,19,18HU05055_2005055024,20.217163204008223,67.65338979280263,681.0890336396297,25.096318304252996,96.0417282903416,88.26295244820065,559.0074524707182
CSL,CSL1,46.95966,-60.221329999999995,2006,4,28,18HU06008_2006008084,654.88675,49.238,140.09750000000003,21.4017,18.773000000000003,95.0988,158.074
CSL,CSL2,47.01933,-60.12016,2006,4,28,18HU06008_2006008087,239.02665000000005,18.4048,1040.2615,20.70731818181818,100.09668181818182,44.10378636363636,1053.0678636363637
CSL,CSL3,47.100159999999995,-59.990159999999996,2006,4,28,18HU06008_2006008088,137.56900000000002,122.87180000000001,1146.4454999999998,28.031900000000004,105.41250000000001,120.17070000000001,1133.4605000000001
CSL,CSL4,47.269000000000005,-59.77983,2006,4,28,18HU06008_2006008092,275.652,16.56575,850.2086029411764,18.8658,88.77472941176471,22.796400000000006,829.7900754901962
CSL,CSL5,47.427659999999996,-59.55516,2006,4,28,18HU06008_2006008093,128.39100000000002,41.5886,612.782,21.651445454545456,81.51345454545455,22.1052,509.105
CSL,CSL6,47.5805,-59.34,2006,4,28,18HU06008_2006008096,137.94095,38.444950000000006,748.0882843137256,22.938250000000004,86.14662745098039,23.874050000000004,662.0973431372549
CSL,CSL1,46.95,-60.21666,2006,10,18,18HU06052_2006052139,7.908224999999999,177.2755431125227,326.31224188747734,28.647794092558982,33.76622090744102,277.0290285571688,356.53224144283126
CSL,CSL2,47.016659999999995,-60.1,2006,10,18,18HU06052_2006052143,11.886124583333332,167.73212308717947,1180.6703145090128,30.175683123076926,116.64703780016782,228.92529013846155,1121.7362808859336
CSL,CSL3,47.08333,-59.983329999999995,2006,10,18,18HU06052_2006052145,20.940875000000002,97.70796350885368,1224.8131726053305,21.749287418452937,110.06598555566796,148.28945296365333,1113.2962340474096
CSL,CSL4,47.266659999999995,-59.766659999999995,2006,10,18,18HU06052_2006052150,11.899198075749872,172.93004572727273,1397.9785584244682,30.811666090909092,126.42536147198084,174.81369863636363,1341.8522493270093
CSL,CSL5,47.41666,-59.550000000000004,2006,10,18,18HU06052_2006052154,12.863875,87.5981337914692,1215.6468166433988,27.39108488151659,116.12562710477137,119.2614610663507,1131.8687089424643
CSL,CSL6,47.56666,-59.3335,2006,10,18,18HU06052_2006052159,6.073779999999999,140.46538211434734,894.8973185220699,29.671844768069043,98.1061534876764,136.1749942394822,705.5059646075026
CSL,CSL1,46.95,-60.2,2007,4,15,18HU07001_2007001107,402.00208,132.79637934743477,220.06872065256528,31.21546284428443,27.889882155715572,209.10860688118814,249.7674531188119
CSL,CSL2,47.016659999999995,-60.1,2007,4,15,18HU07001_2007001105,341.53679,141.5218812729913,811.5403924474888,33.2001070571152,99.20923660819645,232.8389333301065,887.4543833665641
CSL,CSL3,47.08333,-59.983329999999995,2007,4,15,18HU07001_2007001103,404.33760907062293,148.7823717961165,700.5256739311923,35.28747939320389,95.93903315336766,244.1041421601942,807.4365135532423
CSL,CSL4,47.266659999999995,-59.766659999999995,2007,4,14,18HU07001_2007001100,334.03202029011794,79.55201778431373,804.5488159018178,30.52231743137255,103.56971034235008,174.2019179411765,1023.2957898325462
CSL,CSL5,47.4,-59.550000000000004,2007,4,14,18HU07001_2007001098,230.76051500000003,119.746098575983,588.3744588939203,34.75803308714134,88.7839388360874,177.96920269394263,647.1581807587906
CSL,CSL6,47.56666,-59.3335,2007,4,14,18HU07001_2007001094,37.146100000000004,217.0876085099338,513.7378065485229,47.80966125827815,101.52696935356909,226.66788056291392,687.7532364986605
CSL,CSL1,46.95,-60.21666,2007,10,16,18HU07045_2007045163,41.29936,88.54479834424085,157.86583665575915,25.527477807591627,24.14764219240838,169.72726091623036,138.76998908376964
CSL,CSL2,47.01481,-60.122609999999995,2007,10,16,18HU07045_2007045167,48.83983500000001,90.03316444773176,870.1342691120617,25.852312001972386,98.36974329004192,136.8187396153846,819.2970885014211
CSL,CSL3,47.1,-59.983329999999995,2007,10,16,18HU07045_2007045171,24.09742011013216,165.59575425501433,961.9445969310696,31.980127707736393,101.14040805524738,163.1580147851003,879.140126766935
CSL,CSL4,47.25,-59.766659999999995,2007,10,16,18HU07045_2007045176,26.061320000000002,181.63475269040552,1063.9347682458492,33.24232083580613,106.26815865423373,165.5363221513353,945.2965464303379
CSL,CSL5,47.41666,-59.550000000000004,2007,10,17,18HU07045_2007045180,29.21186334597876,77.74181541709578,771.3713318304135,26.653518450051497,93.16601697190592,100.18624202368693,675.3567702003802
CSL,CSL6,47.56666,-59.3335,2007,10,17,18HU07045_2007045184,47.501505000000016,64.57027043419876,367.4084009793877,25.285668084153986,71.05423811964222,91.49704902417187,317.77309591089306
CSL,CSL1,46.9577,-60.218,2008,4,24,18HU08004_2008004129,155.78654000000003,117.55701545081968,134.74133454918035,27.75608549180328,22.503879508196725,145.3316556762295,174.5336543237705
CSL,CSL2,47.0187,-60.1113,2008,4,24,18HU08004_2008004125,43.00190678672317,184.0217727451879,831.4261208039147,32.51031109532539,92.26940805470488,255.64242741063248,870.4346738859999
CSL,CSL3,47.0963,-59.986200000000004,2008,4,24,18HU08004_2008004122,58.756575000000005,168.6078101792829,961.4058291099573,32.49342828685259,100.58181970426291,241.19643045816738,1033.4040546642414
CSL,CSL4,47.2633,-59.785700000000006,2008,4,24,18HU08004_2008004118,31.312204166254332,185.5983888888889,971.2552996227669,35.89834166666667,103.14139122633992,291.62596018518525,1012.765947618162
CSL,CSL5,47.4225,-59.5608,2008,4,24,18HU08004_2008004114,393.98184361788617,67.66447738872404,660.0828665491101,22.5030593768546,87.68230535290189,87.03193069732939,798.925675971647
CSL,CSL6,47.5807,-59.346000000000004,2008,4,24,18HU08004_2008004112,325.3020176194268,115.29799325000003,618.2923532953122,29.22516375,86.05925652696223,170.33161187500002,720.0537229439469
CSL,CSL1,46.9568,-60.218300000000006,2008,10,15,18HU08037_2008037152,65.53789000000002,61.780966538461534,222.50285346153845,17.07210807692308,30.336921923076925,115.97225192307693,274.91519307692306
CSL,CSL2,47.0122,-60.1083,2008,10,16,18HU08037_2008037183,36.42372927927928,88.5626001108968,1129.5491788622562,21.692426673095465,113.34637352286771,153.08645685631626,1140.6446196888533
CSL,CSL3,47.0978,-59.9728,2008,10,15,18HU08037_2008037156,34.62707677935943,122.84838566904551,586.6361248627853,25.616192774308654,85.76477927788588,210.36592289919716,470.532485936311
CSL,CSL4,47.2688,-59.7745,2008,10,16,18HU08037_2008037179,44.66197201311805,91.81168764367817,871.9901185552808,25.064702183908047,97.05353162614,102.37946862068966,759.848318242801
CSL,CSL5,47.432,-59.5593,2008,10,16,18HU08037_2008037173,48.54733975698035,113.29502084905661,814.561125412384,28.352847075471697,94.53497858111406,110.17502754716982,689.1273029502437
CSL,CSL6,47.581700000000005,-59.344,2008,10,16,18HU08037_2008037170,16.926905000000005,242.69409588372096,783.485844375031,38.45581976744187,94.87263380942268,200.01218823255812,703.0025772392836
CSL,CSL1,46.9558,-60.219500000000004,2009,4,25,18HU09005_2009005110,444.65100500000005,84.2626970189099,204.8201829810901,30.127139972191326,32.314630027808676,77.83398641268076,216.34652358731924
CSL,CSL2,47.012,-60.1088,2009,4,25,18HU09005_2009005112,460.8842885951807,138.92842225066195,1297.34890004397,37.43308712268315,147.87256158207492,88.58504253751104,1371.209236842318
CSL,CSL3,47.098200000000006,-59.971700000000006,2009,4,25,18HU09005_2009005114,340.3130193299712,105.40534565789474,981.9143443512257,35.8236037406015,123.6954519636952,65.92405415413533,988.2566760100318
CSL,CSL4,47.2678,-59.771300000000004,2009,4,25,18HU09005_2009005117,185.21739196375373,51.7161020775348,946.5582506676413,25.23306766401591,118.62793427948917,25.390715675944335,923.7081426540736
CSL,CSL5,47.433,-59.5578,2009,4,25,18HU09005_2009005119,207.820289553232,111.95213172131147,1125.4976020774156,34.15955680327869,127.11334773928297,84.66013213114755,1112.9259274313029
CSL,CSL6,47.583000000000006,-59.344300000000004,2009,4,25,18HU09005_2009005122,281.8866031497798,89.771070703125,706.0495135227834,32.3094855859375,99.02744661785398,88.4374927734375,628.7255626215073
CSL,CSL1,46.948800000000006,-60.207800000000006,2009,10,12,18HU09048_2009048160,28.35891,104.16385953811658,238.1850354618834,26.867111937219732,39.525238062780275,190.20840430493277,319.3232556950673
CSL,CSL2,47.0022,-60.0917,2009,10,12,18HU09048_2009048158,46.21801500000001,89.01996499488229,1184.3446444866977,28.897843741044014,150.07235244201715,322.84311359774824,1428.6561110661332
CSL,CSL3,47.096700000000006,-59.9752,2009,10,12,18HU09048_2009048155,38.116360511910806,141.4554636414566,1106.6642688196212,37.970771517273576,144.53344565238712,223.51053529411766,1263.6027853945052
CSL,CSL4,47.263200000000005,-59.7753,2009,10,12,18HU09048_2009048151,29.499106121241994,85.76627193457945,912.8133064261389,29.67044676635514,134.00129821262843,90.22742700934579,839.0352758527099
CSL,CSL5,47.4292,-59.56,2009,10,12,18HU09048_2009048147,45.81692,40.774610013698634,876.4081014588836,25.11163839726028,102.30628721889128,141.12212224657537,769.1460948401644
CSL,CSL6,47.575,-59.340300000000006,2009,10,11,18HU09048_2009048145,22.15721657881399,156.89443217182497,754.9999072287421,31.588624765208113,90.05884718497416,210.38469556029887,684.2759452477205
CSL,CSL1,46.96,-60.220200000000006,2010,4,18,18HU10006_2010006116,50.56429000000001,35.479843886342806,108.26246611365721,24.24069218606783,23.843912813932175,29.322904207149403,106.3784407928506
CSL,CSL2,47.022200000000005,-60.117200000000004,2010,4,18,18HU10006_2010006114,94.81010670361447,53.969946547291094,740.751557989838,26.377378654729114,95.99282035184066,58.16973528007346,770.4371011951405
CSL,CSL3,47.1057,-60.0082,2010,4,18,18HU10006_2010006112,92.37917999999999,93.32671566790354,786.2171832665227,32.28811592764379,96.99623802727425,114.40481763914659,770.3038359879026
CSL,CSL4,47.267700000000005,-59.790200000000006,2010,4,18,18HU10006_2010006109,98.86809624702524,90.59486805100182,685.7867084468131,31.586243624772315,92.90116746581172,97.04710258652096,641.4200034246034
CSL,CSL5,47.426,-59.5698,2010,4,17,18HU10006_2010006106,171.49650959935894,60.71420934232715,676.8664512560501,28.151539333895446,93.12124567421816,68.92017399662733,626.6557911139204
CSL,CSL6,47.5852,-59.355500000000006,2010,4,17,18HU10006_2010006104,396.72186165561345,42.089952688123304,391.87692500791553,25.40513078422484,74.07151321739198,54.07855218948323,357.4817230166607
CSL,CSL1,46.951800000000006,-60.217800000000004,2011,4,16,18HU11004_2011004111,398.618265,68.50599111223458,100.23553888776541,21.747086299292214,19.895343700707787,86.87201966632963,112.18459033367037
CSL,CSL2,47.008,-60.105500000000006,2011,4,16,18HU11004_2011004108,518.2939650000001,121.93475175380229,696.7748971883561,29.70057247623574,92.25693312159035,120.34661069391635,734.4375644371007
CSL,CSL3,47.096000000000004,-59.968500000000006,2011,4,16,18HU11004_2011004106,222.53246403508777,193.93350668316833,757.5941129164668,35.7205697029703,97.41762039636073,227.09749069306932,807.3725740484673
CSL,CSL4,47.267500000000005,-59.774300000000004,2011,4,16,18HU11004_2011004104,235.711780046729,204.80255032290617,717.2888557833587,35.638471806256305,89.32776319275243,248.73248976286584,779.318830304541
CSL,CSL5,47.433800000000005,-59.5623,2011,4,15,18HU11004_2011004101,349.55624,172.50108946717413,717.2532744255006,32.22397034253092,87.67913101181321,215.33983745004758,773.1945466555744
CSL,CSL6,47.577200000000005,-59.3438,2011,4,15,18HU11004_2011004099,21.920795000000002,330.82048311957567,1192.0397697618882,42.76762968177435,115.4915308435352,349.34267850530375,1284.2629774979737
CSL,CSL1,46.9538,-60.218500000000006,2011,10,7,18HU11043_2011043117,38.9483,85.3149207592191,117.31630924078091,25.67155234273319,26.97195265726681,192.169219164859,233.63764583514097
CSL,CSL2,47.0137,-60.11,2011,10,7,18HU11043_2011043119,46.31897502939736,54.087860014326644,670.3869679607925,17.102080845272205,97.19663022142976,110.48058187679082,802.4830868341672
CSL,CSL3,47.0985,-59.981,2011,10,7,18HU11043_2011043121,31.38453,89.8590560717897,648.6360752109729,24.869041698685542,88.06718170862266,155.54658822548032,626.4022625426467
CSL,CSL4,47.27,-59.776300000000006,2011,10,7,18HU11043_2011043125,27.673355000000004,106.25724433990148,1008.0418984429854,30.571204866995078,114.16636840169747,114.06699897536946,915.4330157827272
CSL,CSL5,47.4348,-59.5657,2011,10,8,18HU11043_2011043128,37.47936544316475,110.36557263380281,952.5029249772525,29.773025633802817,112.51113976016703,115.44880585915494,865.8557205649657
CSL,CSL6,47.5837,-59.342200000000005,2011,10,8,18HU11043_2011043130,39.071200000000005,102.65226649224806,803.8719083347619,28.89528453488373,103.76196317889651,130.62447498062016,785.7646465458197
CSL,CSL1,46.96,-60.221000000000004,2012,10,5,18HU12042_126,33.124359999999996,120.1,268.375,25.524500000000003,33.5325,158.61,260.8
CSL,CSL2,47.02,-60.1193,2012,10,5,18HU12042_124,45.94087666666667,85.6,1016.695,26.4315,117.253,123.54499999999999,975.55
CSL,CSL3,47.1,-59.9932,2012,10,5,18HU12042_122,34.73282666666666,94.02000000000001,1061.55,23.387999999999998,115.37722000000001,83.21000000000001,925.5594000000001
CSL,CSL4,47.2717,-59.7783,2012,10,5,18HU12042_119,35.197605,81.695,1159.2714705882354,25.181000000000004,122.0829411764706,91.875,1019.4267647058824
CSL,CSL5,47.43,-59.560500000000005,2012,10,5,18HU12042_117,26.848004999999993,189.7505,1206.7894999999999,40.0359,126.74260000000001,211.2545,1052.0505
CSL,CSL6,47.5873,-59.3412,2012,10,5,18HU12042_115,22.333972499999994,156.2185,856.3776,34.2152,107.41933,132.2665,692.9290000000001
CSL,CSL1,46.9572,-60.2173,2013,4,18,18HU13004_129,344.9537,76.67875000000001,150.08375,25.744675000000004,24.374825,82.11275,181.19475
CSL,CSL2,47.0217,-60.109300000000005,2013,4,18,18HU13004_127,228.66715,203.47750000000002,930.3778846153847,34.53475,102.75634615384615,271.65500000000003,1166.2394230769232
CSL,CSL3,47.103500000000004,-59.9795,2013,4,18,18HU13004_125,87.66515,276.37,1050.555,39.289,110.26125000000002,363.5575,1267.2425
CSL,CSL4,47.2775,-59.781000000000006,2013,4,17,18HU13004_123,40.799350000000004,219.12,1110.0875,39.0545,113.44800000000002,296.6825,1353.7275
CSL,CSL5,47.4425,-59.5512,2013,4,17,18HU13004_120,30.918100000000003,281.5225,1068.6664215686274,40.56725,110.02473529411765,364.94499999999994,1266.415049019608
CSL,CSL6,47.5863,-59.341800000000006,2013,4,17,18HU13004_118,145.52186,131.59525000000002,513.2988,28.364625,69.91245,166.84175,497.34915000000007
CSL,CSL1,46.9497,-60.209300000000006,2013,9,28,18HU13037_114,35.888650000000005,109.48500000000001,195.51000000000002,27.496000000000002,30.464500000000005,248.59000000000003,300.04499999999996
CSL,CSL2,47.0148,-60.108000000000004,2013,9,29,18HU13037_118,36.4220380952381,77.8775,1081.9587000000001,24.305,113.94737,182.7525,1173.15635
CSL,CSL3,47.101800000000004,-59.9895,2013,9,29,18HU13037_116,21.432761904761904,129.84975000000003,912.2027499999999,24.9269,94.48185000000001,136.73875,767.49625
CSL,CSL4,47.2623,-59.7745,2013,9,29,18HU13037_121,27.511300000000006,133.875,857.975,26.862499999999997,95.08000000000001,131.54500000000002,678.5250000000001
CSL,CSL5,47.432500000000005,-59.5508,2013,9,29,18HU13037_124,32.26515,92.805,1139.937794117647,22.957250000000002,111.63490196078432,78.16499999999999,1035.8100980392157
CSL,CSL6,47.578,-59.3387,2013,9,29,18HU13037_126,22.1363,122.10750000000002,772.8675000000001,24.0535,91.92550000000001,88.50750000000001,581.4300000000001
CSL,CSL1,46.957519999999995,-60.215979999999995,2014,4,19,18HU14004_171,811.6658465999999,46.011240384615384,173.23368461538462,23.005224156804736,23.654858343195265,44.74078076923077,178.71966923076926
CSL,CSL2,47.02166,-60.121719999999996,2014,4,19,18HU14004_173,714.7580776511013,90.67902526427063,1042.838267581307,26.909014075052852,104.64601641169072,98.6751257663848,1120.123900594676
CSL,CSL3,47.100139999999996,-59.99004,2014,4,19,18HU14004_175,475.3863323530078,100.79045758426966,812.5226726169388,30.926327324438205,87.198365602715,145.4832486891386,761.8219880978327
CSL,CSL4,47.26912,-59.785000000000004,2014,4,19,18HU14004_179,568.3816724073026,100.02252686265709,841.797945161733,29.456942087073607,91.59214450804835,115.9779520870736,826.2434666104873
CSL,CSL5,47.431639999999994,-59.55744,2014,4,19,18HU14004_182,389.6734141268589,142.38246467793033,707.4227904214074,31.446949089229147,81.56941885542554,166.34510187434,661.4988238919798
CSL,CSL6,47.57758,-59.34159,2014,4,20,18HU14004_184,143.80654066396818,254.38861679841898,874.7197256434415,35.94397655138341,89.0576089864073,261.3707966403162,792.6308372259628
CSL,CSL1,46.9598,-60.2165,2014,9,30,18HU14030_104,52.13698190000001,128.68906850000002,251.65523150000004,27.346368950000002,32.92661605,237.26013300000005,328.52496700000006
CSL,CSL2,47.025200000000005,-60.116,2014,9,30,18HU14030_106,66.9189149146354,110.90331038824763,1156.0371088554332,26.031465802728224,120.22899526855929,218.96935445960122,1334.2834683188348
