event_id,value,variable,latitude,longitude,year,month,day,station,station_name,sea_surface_height
18NE01004_2001004001,16.002125,Chlorophyll_A_0_100,44.26205,-63.30927,2001,2,27,HL2,NA,NA
18NE01004_2001004094,100.722,Chlorophyll_A_0_100,44.26362,-63.3179,2001,3,14,HL2,NA,NA
18NE01032_2001032000,42.323135,Chlorophyll_A_0_100,44.25597,-63.33132,2001,7,3,HL2,NA,NA
18NE01037_2001037000,22.19905,Chlorophyll_A_0_100,44.26702,-63.31948,2001,7,16,HL2,Halifax,1
18NE01037_2001037000,22.19905,Chlorophyll_A_0_100,44.26702,-63.31948,2001,7,16,HL2,North Sydney,0.8
18NE01037_2001037000,22.19905,Chlorophyll_A_0_100,44.26702,-63.31948,2001,7,16,HL2,Yarmouth,3
18NE01037_2001037111,45.59491,Chlorophyll_A_0_100,44.26967,-63.31937,2001,7,30,HL2,NA,NA
18NE02002_2002002094,30.063145,Chlorophyll_A_0_100,44.264,-63.31883,2002,3,1,HL2,NA,NA
18NE02003_2002003130,31.02119,Chlorophyll_A_0_100,44.2639,-63.31705,2002,3,19,HL2,NA,NA
18NE02037_2002037000,18.5625,Chlorophyll_A_0_100,44.2661,-63.31538,2002,7,2,HL2,NA,NA
18NE02037_2002037125,15.7555,Chlorophyll_A_0_100,44.26605,-63.31148,2002,7,16,HL2,North Sydney,0.8
18NE02037_2002037125,15.7555,Chlorophyll_A_0_100,44.26605,-63.31148,2002,7,16,HL2,Yarmouth,3
18NE02040_2002040100,32.607,Chlorophyll_A_0_100,44.26666,-63.3167,2002,7,30,HL2,NA,NA
18NE02051_2002051204,40.110085,Chlorophyll_A_0_100,44.26666,-63.31666,2002,9,28,HL2,NA,NA
18NE03002_2003002000,10.527235,Chlorophyll_A_0_100,44.26366,-63.31033,2003,2,17,HL2,NA,NA
18NE03003_2003003000,33.43775,Chlorophyll_A_0_100,44.27166,-63.29833,2003,3,4,HL2,NA,NA
18NE03003_2003003002,27.2654936781609,Chlorophyll_A_0_100,44.26733,-63.31966,2003,3,5,HL2,NA,NA
18NE03003_2003003112,213.481185,Chlorophyll_A_0_100,44.26813,-63.31203,2003,3,20,HL2,NA,NA
18NE03036_2003036000,25.865035,Chlorophyll_A_0_100,44.25999,-63.305,2003,6,26,HL2,NA,NA
18NE03036_2003036155,28.64284,Chlorophyll_A_0_100,44.26549,-63.31816,2003,7,18,HL2,NA,NA
18NE03042_2003042078,33.5285,Chlorophyll_A_0_100,44.26666,-63.32083,2003,7,31,HL2,NA,NA
18NE05004_2005004008,640.897207548145,Chlorophyll_A_0_100,44.25716,-63.33083,2005,4,1,HL2,NA,NA
18NE05004_2005004111,191.876132256228,Chlorophyll_A_0_100,44.26423,-63.31133,2005,4,10,HL2,NA,NA
18NE06030_2006030000,36.7935,Chlorophyll_A_0_100,44.27466,-63.32268,2006,7,6,HL2,NA,NA
18NE06036_2006036000,36.3635,Chlorophyll_A_0_100,44.2718,-63.32458,2006,7,20,HL2,NA,NA
18NE06036_2006036102,7.0255,Chlorophyll_A_0_100,44.26959,-63.32403,2006,8,1,HL2,NA,NA
18NE09002_2009002001,661.2075,Chlorophyll_A_0_100,44.27181,-63.32063,2009,3,27,HL2,NA,NA
18NE09027_2009027001,39.8375,Chlorophyll_A_0_100,44.272,-63.3235,2009,7,1,HL2,NA,NA
18NE09027_2009027004,34.56,Chlorophyll_A_0_100,44.2025,-63.3895,2009,7,2,HL2,NA,NA
18NE09027_2009027094,35.632,Chlorophyll_A_0_100,44.271,-63.3203,2009,7,13,HL2,NA,NA
18NE09027_2009027215,16.982,Chlorophyll_A_0_100,44.2734,-63.3209,2009,7,28,HL2,NA,NA
18NE09841_2009841001,20.339,Chlorophyll_A_0_100,44.26701,-63.33933,2009,2,11,HL2,NA,NA
18NE09841_2009841058,20.2775,Chlorophyll_A_0_100,44.26883,-63.31549,2009,2,21,HL2,NA,NA
18NE10001_2010001000,29.126,Chlorophyll_A_0_100,44.2643,-63.3193,2010,2,23,HL2,NA,NA
18NE10001_2010001069,294.1235,Chlorophyll_A_0_100,44.2662,-63.3168,2010,3,9,HL2,NA,NA
18NE10002_2010002066,94.1925,Chlorophyll_A_0_100,44.2658,-63.3188,2010,3,21,HL2,NA,NA
18NE10027_2010027001,24.94,Chlorophyll_A_0_100,44.26783,-63.31886,2010,7,2,HL2,NA,NA
18NE10027_2010027102,65.9315,Chlorophyll_A_0_100,44.26633,-63.31673,2010,7,19,HL2,NA,NA
18NE10027_2010027195,34.9615,Chlorophyll_A_0_100,44.26791,-63.32543,2010,8,1,HL2,NA,NA
18NE11002_2011002000,34.9945,Chlorophyll_A_0_100,44.26833,-63.31833,2011,2,5,HL2,NA,NA
18NE11002_2011002005,22.546,Chlorophyll_A_0_100,44.26371,-63.32051,2011,2,18,HL2,NA,NA
18NE11002_2011002068,26.3275,Chlorophyll_A_0_100,44.2675,-63.3179,2011,3,7,HL2,NA,NA
18NE11025_2011025001,39.2875,Chlorophyll_A_0_100,44.266,-63.3187,2011,7,5,HL2,NA,NA
18NE11025_2011025169,26.505,Chlorophyll_A_0_100,44.2668,-63.3182,2011,7,23,HL2,NA,NA
18NE11025_2011025281,17.5025,Chlorophyll_A_0_100,44.2663,-63.3137,2011,8,8,HL2,NA,NA
18NE12002_20120021,62.233471,Chlorophyll_A_0_100,44.2695,-63.3217,2012,2,11,HL2,NA,NA
18NE12002_2012002148,103.982907142857,Chlorophyll_A_0_100,44.2688,-63.3208,2012,3,18,HL2,NA,NA
18NE12002_201200247,51.4516757142857,Chlorophyll_A_0_100,44.2715,-63.3253,2012,2,19,HL2,NA,NA
18NE12002_201200290,25.84675,Chlorophyll_A_0_100,44.2728,-63.3243,2012,3,5,HL2,NA,NA
18NE12022_20120221,30.89385,Chlorophyll_A_0_100,44.2677,-63.3175,2012,7,4,HL2,NA,NA
18NE12022_2012022144,27.06745,Chlorophyll_A_0_100,44.268,-63.3187,2012,7,21,HL2,NA,NA
18NE12022_2012022238,34.78545,Chlorophyll_A_0_100,44.2715,-63.3247,2012,8,5,HL2,NA,NA
18NE13002_001,20.217,Chlorophyll_A_0_100,44.268,-63.324,2013,2,26,HL2,NA,NA
18NE13002_113,50.4463461538462,Chlorophyll_A_0_100,44.271,-63.321,2013,3,19,HL2,NA,NA
18NE13022_001,39.9448592592593,Chlorophyll_A_0_100,44.273,-63.323,2013,6,27,HL2,NA,NA
18NE13022_097,24.1480596153846,Chlorophyll_A_0_100,44.273,-63.322,2013,7,13,HL2,NA,NA
18NE13022_176,21.6052134615385,Chlorophyll_A_0_100,44.273,-63.319,2013,7,23,HL2,NA,NA
18NE13022_265,46.6828846153846,Chlorophyll_A_0_100,44.26,-63.327,2013,8,4,HL2,NA,NA
18NE14002_001,16.3867880878257,Chlorophyll_A_0_100,44.27066,-63.319,2014,2,18,HL2,NA,NA
18NE14002_076,29.9071458968034,Chlorophyll_A_0_100,44.26083,-63.32866,2014,3,3,HL2,NA,NA
18NE14018_001,58.0470619914208,Chlorophyll_A_0_100,44.2604,-63.3319,2014,6,28,HL2,NA,NA
18NE14018_062,40.2887347123576,Chlorophyll_A_0_100,44.25882,-63.3226,2014,7,22,HL2,NA,NA
18NE14018_142,41.9645504661584,Chlorophyll_A_0_100,44.2534,-63.3281,2014,8,3,HL2,NA,NA
18NE14018_143,39.964275791162,Chlorophyll_A_0_100,44.20988,-63.1365,2014,8,6,HL2,NA,NA
18NE14018_226,39.6145988929337,Chlorophyll_A_0_100,44.25712,-63.32994,2014,8,16,HL2,North Sydney,0.8
18NE14018_226,39.6145988929337,Chlorophyll_A_0_100,44.25712,-63.32994,2014,8,16,HL2,Yarmouth,3
18NE14101_055,166.429076339711,Chlorophyll_A_0_100,44.25444,-63.32524,2014,3,22,HL2,NA,NA
18NE15002_037,29.7104978282104,Chlorophyll_A_0_100,44.258,-63.32448,2015,3,27,HL2,NA,NA
18NE15015_002,34.8829279629454,Chlorophyll_A_0_100,44.2592,-63.3247,2015,6,25,HL2,NA,NA
18NE15017_049,49.3096838726603,Chlorophyll_A_0_100,44.2582,-63.3275,2015,7,6,HL2,NA,NA
18NE15017_138,29.7266381559748,Chlorophyll_A_0_100,44.2573,-63.3245,2015,8,4,HL2,NA,NA
18NE15017_258,33.7108196868452,Chlorophyll_A_0_100,44.2575,-63.3212,2015,8,17,HL2,NA,NA
