section,station,latitude,longitude,year,month,day,event_id,sample_id,depth,standard_depth,chlorophyll,nitrate,phosphate,silicate
CSL,CSL5,47.43,-59.550000000000004,1999,4,16,18HU99005_99003179,99003179_210452,400,500,NA,21.456,0.6960000000000001,30.528000000000002
CSL,CSL5,47.43,-59.550000000000004,1999,4,16,18HU99005_99003179,99003179_210451,470,500,NA,22.398,0.7220000000000001,32.572
CSL,CSL6,47.58,-59.34,1999,4,16,18HU99005_99003184,99003184_210485,1,0,1.61,4.309,0.34600000000000003,5.163
CSL,CSL6,47.58,-59.34,1999,4,16,18HU99005_99003184,99003184_210482,10,10,1.21,4.422000000000001,0.341,5.019
CSL,CSL6,47.58,-59.34,1999,4,16,18HU99005_99003184,99003184_210481,20,20,1.02,4.683,0.337,5.44
CSL,CSL6,47.58,-59.34,1999,4,16,18HU99005_99003184,99003184_210480,30,30,1.17,4.671,0.343,5.057
CSL,CSL6,47.58,-59.34,1999,4,16,18HU99005_99003184,99003184_210479,40,40,1.19,4.525,0.334,4.882000000000001
CSL,CSL6,47.58,-59.34,1999,4,16,18HU99005_99003184,99003184_210478,50,50,1.08,4.702,0.333,4.969
CSL,CSL6,47.58,-59.34,1999,4,16,18HU99005_99003184,99003184_210477,60,60,0.42,5.121,0.35000000000000003,5.231
CSL,CSL6,47.58,-59.34,1999,4,16,18HU99005_99003184,99003184_210476,80,80,0.19,5.976,0.378,5.684
CSL,CSL6,47.58,-59.34,1999,4,16,18HU99005_99003184,99003184_210475,100,100,0.14,6.351,0.383,5.963
CSL,CSL6,47.58,-59.34,1999,4,16,18HU99005_99003184,99003184_210474,125,100,NA,8.912,0.455,11.927000000000001
CSL,CSL6,47.58,-59.34,1999,4,16,18HU99005_99003184,99003184_210473,150,100,NA,12.485000000000001,0.538,12.554
CSL,CSL6,47.58,-59.34,1999,4,16,18HU99005_99003184,99003184_210470,252,250,NA,22.275000000000002,0.687,20.854000000000003
CSL,CSL1,46.950829999999996,-60.217659999999995,1999,10,30,18HU99054_99054112,99054112_225548,1,0,0.6900000000000001,1.5410000000000001,0.465,3.5300000000000002
CSL,CSL1,46.950829999999996,-60.217659999999995,1999,10,30,18HU99054_99054112,99054112_225547,10,10,0.613,1.457,0.45,3.11
CSL,CSL1,46.950829999999996,-60.217659999999995,1999,10,30,18HU99054_99054112,99054112_225546,20,20,0.7080000000000001,1.826,0.512,3.91
CSL,CSL1,46.950829999999996,-60.217659999999995,1999,10,30,18HU99054_99054112,99054112_225545,30,30,0.773,2.0220000000000002,0.555,4.15
CSL,CSL1,46.950829999999996,-60.217659999999995,1999,10,30,18HU99054_99054112,99054112_225544,40,40,0.6990000000000001,1.697,0.47500000000000003,3.35
CSL,CSL1,46.950829999999996,-60.217659999999995,1999,10,30,18HU99054_99054112,99054112_225543,50,50,0.736,1.8350000000000002,0.48300000000000004,3.5700000000000003
CSL,CSL1,46.950829999999996,-60.217659999999995,1999,10,30,18HU99054_99054112,99054112_225542,60,60,0.7040000000000001,1.818,0.464,3.48
CSL,CSL1,46.950829999999996,-60.217659999999995,1999,10,30,18HU99054_99054112,99054112_225541,70,60,0.341,4.596,0.731,6.38
CSL,CSL2,47.00333,-60.089000000000006,1999,10,30,18HU99054_99054118,99054118_225559,1,0,0.8140000000000001,2.462,0.605,5.07
CSL,CSL2,47.00333,-60.089000000000006,1999,10,30,18HU99054_99054118,99054118_225558,10,10,0.8280000000000001,2.12,0.547,4.46
CSL,CSL2,47.00333,-60.089000000000006,1999,10,30,18HU99054_99054118,99054118_225557,20,20,0.8550000000000001,2.3520000000000003,0.595,4.97
CSL,CSL2,47.00333,-60.089000000000006,1999,10,30,18HU99054_99054118,99054118_225556,30,30,0.8140000000000001,2.511,0.5890000000000001,5.1000000000000005
CSL,CSL2,47.00333,-60.089000000000006,1999,10,30,18HU99054_99054118,99054118_225555,40,40,0.613,2.855,0.6,5.48
CSL,CSL2,47.00333,-60.089000000000006,1999,10,30,18HU99054_99054118,99054118_225554,50,50,0.47700000000000004,3.073,0.638,5.3
CSL,CSL2,47.00333,-60.089000000000006,1999,10,30,18HU99054_99054118,99054118_225553,60,60,0.268,3.818,0.684,4.5600000000000005
CSL,CSL2,47.00333,-60.089000000000006,1999,10,30,18HU99054_99054118,99054118_225552,70,60,0.3,4.69,0.745,5.58
CSL,CSL2,47.00333,-60.089000000000006,1999,10,30,18HU99054_99054118,99054118_225551,80,80,0.254,6.522,0.87,7.15
CSL,CSL2,47.00333,-60.089000000000006,1999,10,30,18HU99054_99054118,99054118_225550,100,100,0.099,8.465,0.9550000000000001,8.620000000000001
CSL,CSL2,47.00333,-60.089000000000006,1999,10,30,18HU99054_99054118,99054118_225549,165,100,NA,8.768,0.9760000000000001,9.15
CSL,CSL3,47.095,-59.9705,1999,10,30,18HU99054_99054122,99054122_225578,1,0,1.3110000000000002,2.4090000000000003,0.5630000000000001,4.64
CSL,CSL3,47.095,-59.9705,1999,10,30,18HU99054_99054122,99054122_225573,10,10,1.325,2.474,0.5730000000000001,4.55
CSL,CSL3,47.095,-59.9705,1999,10,30,18HU99054_99054122,99054122_225574,10,10,1.3900000000000001,2.47,0.5700000000000001,4.55
CSL,CSL3,47.095,-59.9705,1999,10,30,18HU99054_99054122,99054122_225571,20,20,1.352,2.309,0.536,4.0600000000000005
CSL,CSL3,47.095,-59.9705,1999,10,30,18HU99054_99054122,99054122_225572,20,20,1.35,2.31,0.54,4.0600000000000005
CSL,CSL3,47.095,-59.9705,1999,10,30,18HU99054_99054122,99054122_225569,30,30,1.187,2.6260000000000003,0.5920000000000001,4.6000000000000005
CSL,CSL3,47.095,-59.9705,1999,10,30,18HU99054_99054122,99054122_225570,30,30,1.24,2.63,0.59,4.6000000000000005
CSL,CSL3,47.095,-59.9705,1999,10,30,18HU99054_99054122,99054122_225568,40,40,0.536,2.992,0.638,4.48
CSL,CSL3,47.095,-59.9705,1999,10,30,18HU99054_99054122,99054122_225567,50,50,0.35400000000000004,3.692,0.668,4.34
CSL,CSL3,47.095,-59.9705,1999,10,30,18HU99054_99054122,99054122_225566,60,60,0.4,4.324,0.744,5.03
CSL,CSL3,47.095,-59.9705,1999,10,30,18HU99054_99054122,99054122_225565,70,60,0.14400000000000002,5.743,0.8170000000000001,5.96
CSL,CSL3,47.095,-59.9705,1999,10,30,18HU99054_99054122,99054122_225564,80,80,0.051000000000000004,4.71,0.7140000000000001,4.4
CSL,CSL3,47.095,-59.9705,1999,10,30,18HU99054_99054122,99054122_225563,100,100,0.031,6.351,0.868,5.39
CSL,CSL3,47.095,-59.9705,1999,10,30,18HU99054_99054122,99054122_225562,150,100,NA,10.05,0.9820000000000001,9.540000000000001
CSL,CSL3,47.095,-59.9705,1999,10,30,18HU99054_99054122,99054122_225561,250,250,NA,14.238000000000001,1.177,13.64
CSL,CSL3,47.095,-59.9705,1999,10,30,18HU99054_99054122,99054122_225560,340,250,NA,20.075,1.477,25.19
CSL,CSL4,47.268159999999995,-59.777159999999995,1999,10,30,18HU99054_99054125,99054125_225592,1,0,1.421,1.748,0.5,2.6
CSL,CSL4,47.268159999999995,-59.777159999999995,1999,10,30,18HU99054_99054125,99054125_225591,10,10,1.449,1.6820000000000002,0.52,2.87
CSL,CSL4,47.268159999999995,-59.777159999999995,1999,10,30,18HU99054_99054125,99054125_225590,20,20,1.449,1.77,0.51,3.0100000000000002
CSL,CSL4,47.268159999999995,-59.777159999999995,1999,10,30,18HU99054_99054125,99054125_225589,30,30,1.463,1.669,0.506,2.86
CSL,CSL4,47.268159999999995,-59.777159999999995,1999,10,30,18HU99054_99054125,99054125_225588,40,40,1.366,1.6400000000000001,0.505,2.82
CSL,CSL4,47.268159999999995,-59.777159999999995,1999,10,30,18HU99054_99054125,99054125_225587,50,50,0.222,3.612,0.686,3.88
CSL,CSL4,47.268159999999995,-59.777159999999995,1999,10,30,18HU99054_99054125,99054125_225586,60,60,0.044000000000000004,3.556,0.665,3.95
CSL,CSL4,47.268159999999995,-59.777159999999995,1999,10,30,18HU99054_99054125,99054125_225585,70,60,0.039,6.48,0.867,6.04
CSL,CSL4,47.268159999999995,-59.777159999999995,1999,10,30,18HU99054_99054125,99054125_225584,80,80,0.043000000000000003,8.613,0.9880000000000001,7.97
CSL,CSL4,47.268159999999995,-59.777159999999995,1999,10,30,18HU99054_99054125,99054125_225583,100,100,0.018000000000000002,9.293000000000001,0.9830000000000001,8.76
CSL,CSL4,47.268159999999995,-59.777159999999995,1999,10,30,18HU99054_99054125,99054125_225582,150,100,NA,14.152000000000001,1.2550000000000001,14.65
CSL,CSL4,47.268159999999995,-59.777159999999995,1999,10,30,18HU99054_99054125,99054125_225581,200,250,NA,17.683,1.284,15.36
CSL,CSL4,47.268159999999995,-59.777159999999995,1999,10,30,18HU99054_99054125,99054125_225580,300,250,NA,16.034000000000002,1.227,15.02
CSL,CSL4,47.268159999999995,-59.777159999999995,1999,10,30,18HU99054_99054125,99054125_225579,480,500,NA,21.456,1.6300000000000001,32.2
CSL,CSL5,47.42333,-59.55533,1999,10,30,18HU99054_99054131,99054131_225606,1,0,1.131,1.8960000000000001,0.47200000000000003,2.83
CSL,CSL5,47.42333,-59.55533,1999,10,30,18HU99054_99054131,99054131_225605,10,10,1.145,1.931,0.456,2.83
CSL,CSL5,47.42333,-59.55533,1999,10,30,18HU99054_99054131,99054131_225604,20,20,1.173,2.084,0.514,3.14
CSL,CSL5,47.42333,-59.55533,1999,10,30,18HU99054_99054131,99054131_225603,30,30,1.159,2.017,0.49400000000000005,3.5500000000000003
CSL,CSL5,47.42333,-59.55533,1999,10,30,18HU99054_99054131,99054131_225602,40,40,0.44,3.0100000000000002,0.551,3.19
CSL,CSL5,47.42333,-59.55533,1999,10,30,18HU99054_99054131,99054131_225601,50,50,0.083,4.498,0.7170000000000001,3.92
CSL,CSL5,47.42333,-59.55533,1999,10,30,18HU99054_99054131,99054131_225600,60,60,0.07300000000000001,4.97,0.7110000000000001,4.17
CSL,CSL5,47.42333,-59.55533,1999,10,30,18HU99054_99054131,99054131_225599,70,60,0.037000000000000005,5.346,0.753,4.6000000000000005
CSL,CSL5,47.42333,-59.55533,1999,10,30,18HU99054_99054131,99054131_225598,80,80,0.035,7.32,0.8330000000000001,6.05
CSL,CSL5,47.42333,-59.55533,1999,10,30,18HU99054_99054131,99054131_225597,100,100,0.024,8.99,0.9550000000000001,7.8100000000000005
CSL,CSL5,47.42333,-59.55533,1999,10,30,18HU99054_99054131,99054131_225596,150,100,NA,11.657,0.9490000000000001,9.98
CSL,CSL5,47.42333,-59.55533,1999,10,30,18HU99054_99054131,99054131_225595,200,250,NA,17.109,1.239,14.75
CSL,CSL5,47.42333,-59.55533,1999,10,30,18HU99054_99054131,99054131_225594,300,250,NA,19.796,1.348,19.1
CSL,CSL5,47.42333,-59.55533,1999,10,30,18HU99054_99054131,99054131_225593,460,500,NA,20.204,1.542,31.26
CSL,CSL6,47.575500000000005,-59.33983,1999,10,31,18HU99054_99054133,99054133_225619,1,0,0.112,5.888,0.762,5.57
CSL,CSL6,47.575500000000005,-59.33983,1999,10,31,18HU99054_99054133,99054133_225618,10,10,0.113,6.390000000000001,0.812,5.97
CSL,CSL6,47.575500000000005,-59.33983,1999,10,31,18HU99054_99054133,99054133_225617,20,20,0.112,6.355,0.795,5.97
CSL,CSL6,47.575500000000005,-59.33983,1999,10,31,18HU99054_99054133,99054133_225616,30,30,0.09,6.4910000000000005,0.8350000000000001,5.97
CSL,CSL6,47.575500000000005,-59.33983,1999,10,31,18HU99054_99054133,99054133_225615,40,40,0.063,7.0440000000000005,0.865,6.36
CSL,CSL6,47.575500000000005,-59.33983,1999,10,31,18HU99054_99054133,99054133_225614,50,50,0.054,6.772,0.8380000000000001,6
CSL,CSL6,47.575500000000005,-59.33983,1999,10,31,18HU99054_99054133,99054133_225613,60,60,0.042,6.652,0.8360000000000001,5.8
CSL,CSL6,47.575500000000005,-59.33983,1999,10,31,18HU99054_99054133,99054133_225612,70,60,0.029,7.889,0.93,7.0200000000000005
CSL,CSL6,47.575500000000005,-59.33983,1999,10,31,18HU99054_99054133,99054133_225611,80,80,0.025,7.798,0.897,6.7700000000000005
CSL,CSL6,47.575500000000005,-59.33983,1999,10,31,18HU99054_99054133,99054133_225610,100,100,0.027,9.887,0.9860000000000001,8.98
CSL,CSL1,46.95783,-60.21733,2000,4,18,18PZ00002_2000002143,2000002143_228545,1,0,7.88,0.52,0.66,2.0020000000000002
CSL,CSL1,46.95783,-60.21733,2000,4,18,18PZ00002_2000002143,2000002143_228543,10,10,7.88,0.669,0.64,1.798
CSL,CSL1,46.95783,-60.21733,2000,4,18,18PZ00002_2000002143,2000002143_228544,10,10,9.734,0.561,0.626,1.9320000000000002
CSL,CSL1,46.95783,-60.21733,2000,4,18,18PZ00002_2000002143,2000002143_228542,20,20,9.93,0.9750000000000001,0.769,1.907
CSL,CSL1,46.95783,-60.21733,2000,4,18,18PZ00002_2000002143,2000002143_228541,30,30,10.22,0.738,0.6900000000000001,1.657
CSL,CSL1,46.95783,-60.21733,2000,4,18,18PZ00002_2000002143,2000002143_228539,40,40,NA,0.805,0.93,2.073
CSL,CSL1,46.95783,-60.21733,2000,4,18,18PZ00002_2000002143,2000002143_228540,40,40,10.8,0.911,0.776,2.011
CSL,CSL1,46.95783,-60.21733,2000,4,18,18PZ00002_2000002143,2000002143_228538,50,50,9.93,2.624,0.779,3.059
CSL,CSL1,46.95783,-60.21733,2000,4,18,18PZ00002_2000002143,2000002143_228537,60,60,9.64,3.362,0.9670000000000001,3.9370000000000003
CSL,CSL1,46.95783,-60.21733,2000,4,18,18PZ00002_2000002143,2000002143_228536,80,80,6.24,9.252,1.314,9.977
CSL,CSL2,47.0225,-60.116,2000,4,18,18PZ00002_2000002146,2000002146_228556,1,0,10.22,0.677,0.5820000000000001,0.935
CSL,CSL2,47.0225,-60.116,2000,4,18,18PZ00002_2000002146,2000002146_228555,10,10,11.39,0.8130000000000001,0.7000000000000001,1.237
CSL,CSL2,47.0225,-60.116,2000,4,18,18PZ00002_2000002146,2000002146_228554,20,20,11.1,0.759,0.645,2.028
CSL,CSL2,47.0225,-60.116,2000,4,18,18PZ00002_2000002146,2000002146_228553,30,30,10.51,1.235,0.786,2.3000000000000003
CSL,CSL2,47.0225,-60.116,2000,4,18,18PZ00002_2000002146,2000002146_228552,40,40,10.51,1.4420000000000002,0.889,2.605
CSL,CSL2,47.0225,-60.116,2000,4,18,18PZ00002_2000002146,2000002146_228551,50,50,9.64,1.871,0.805,2.5500000000000003
CSL,CSL2,47.0225,-60.116,2000,4,18,18PZ00002_2000002146,2000002146_228550,60,60,9.93,2.31,0.904,3.116
CSL,CSL2,47.0225,-60.116,2000,4,18,18PZ00002_2000002146,2000002146_228549,70,60,8.67,3.5380000000000003,1.08,4.498
CSL,CSL2,47.0225,-60.116,2000,4,18,18PZ00002_2000002146,2000002146_228548,80,80,2.24,6.8340000000000005,1.1320000000000001,8.261000000000001
CSL,CSL2,47.0225,-60.116,2000,4,18,18PZ00002_2000002146,2000002146_228547,100,100,1.34,14.058,1.61,16.556
CSL,CSL2,47.0225,-60.116,2000,4,18,18PZ00002_2000002146,2000002146_228546,175,100,NA,13.606,1.504,16.17
CSL,CSL3,47.10066,-59.9915,2000,4,18,18PZ00002_2000002149,2000002149_228571,1,0,1.07,0.405,0.525,0.876
CSL,CSL3,47.10066,-59.9915,2000,4,18,18PZ00002_2000002149,2000002149_228569,10,10,5.95,0.264,0.5830000000000001,0.9690000000000001
CSL,CSL3,47.10066,-59.9915,2000,4,18,18PZ00002_2000002149,2000002149_228570,10,10,6.0440000000000005,0.199,0.519,1.22
CSL,CSL3,47.10066,-59.9915,2000,4,18,18PZ00002_2000002149,2000002149_228568,20,20,11.39,1.215,0.7150000000000001,1.252
CSL,CSL3,47.10066,-59.9915,2000,4,18,18PZ00002_2000002149,2000002149_228567,30,30,10.8,1.351,0.604,1.214
CSL,CSL3,47.10066,-59.9915,2000,4,18,18PZ00002_2000002149,2000002149_228565,40,40,10.8,2.823,0.773,2.424
CSL,CSL3,47.10066,-59.9915,2000,4,18,18PZ00002_2000002149,2000002149_228566,40,40,11.778,2.591,0.8330000000000001,2.964
CSL,CSL3,47.10066,-59.9915,2000,4,18,18PZ00002_2000002149,2000002149_228564,50,50,6.24,5.599,0.9690000000000001,5.244000000000001
CSL,CSL3,47.10066,-59.9915,2000,4,18,18PZ00002_2000002149,2000002149_228563,60,60,4.58,6.7010000000000005,1.022,6.6240000000000006
CSL,CSL3,47.10066,-59.9915,2000,4,18,18PZ00002_2000002149,2000002149_228562,70,60,4.19,7.155,1.25,7.285
CSL,CSL3,47.10066,-59.9915,2000,4,18,18PZ00002_2000002149,2000002149_228561,80,80,2.92,10.39,1.375,10.782
CSL,CSL3,47.10066,-59.9915,2000,4,18,18PZ00002_2000002149,2000002149_228560,100,100,1.34,11.044,1.284,11.934000000000001
CSL,CSL3,47.10066,-59.9915,2000,4,18,18PZ00002_2000002149,2000002149_228559,150,100,NA,12.909,1.3010000000000002,14.884
CSL,CSL3,47.10066,-59.9915,2000,4,18,18PZ00002_2000002149,2000002149_228558,200,250,NA,17.773,1.566,19.384
CSL,CSL3,47.10066,-59.9915,2000,4,18,18PZ00002_2000002149,2000002149_228557,325,250,NA,22.374000000000002,1.965,30.165000000000003
CSL,CSL4,47.2715,-59.783159999999995,2000,4,18,18PZ00002_2000002153,2000002153_228584,1,0,9.49,0.3,0.642,1.298
CSL,CSL4,47.2715,-59.783159999999995,2000,4,18,18PZ00002_2000002153,2000002153_228583,10,10,9.93,0.303,0.606,1.155
CSL,CSL4,47.2715,-59.783159999999995,2000,4,18,18PZ00002_2000002153,2000002153_228582,20,20,11.1,1.363,0.7130000000000001,1.574
CSL,CSL4,47.2715,-59.783159999999995,2000,4,18,18PZ00002_2000002153,2000002153_228581,30,30,12.26,1.5710000000000002,0.744,1.6820000000000002
CSL,CSL4,47.2715,-59.783159999999995,2000,4,18,18PZ00002_2000002153,2000002153_228580,40,40,9.16,2.247,0.78,2.226
CSL,CSL4,47.2715,-59.783159999999995,2000,4,18,18PZ00002_2000002153,2000002153_228579,50,50,6.92,3.188,0.89,3.5370000000000004
CSL,CSL4,47.2715,-59.783159999999995,2000,4,18,18PZ00002_2000002153,2000002153_228578,60,60,1.53,7.21,1.123,7.285
CSL,CSL4,47.2715,-59.783159999999995,2000,4,18,18PZ00002_2000002153,2000002153_228577,70,60,0.84,6.3500000000000005,1.024,6.547000000000001
CSL,CSL4,47.2715,-59.783159999999995,2000,4,18,18PZ00002_2000002153,2000002153_228576,80,80,0.72,6.875,1.101,7.015000000000001
CSL,CSL4,47.2715,-59.783159999999995,2000,4,18,18PZ00002_2000002153,2000002153_228575,100,100,0.52,11.315000000000001,1.3920000000000001,11.987
CSL,CSL4,47.2715,-59.783159999999995,2000,4,18,18PZ00002_2000002153,2000002153_228574,200,250,NA,18.906000000000002,1.675,22.905
CSL,CSL4,47.2715,-59.783159999999995,2000,4,18,18PZ00002_2000002153,2000002153_228573,300,250,NA,20.31,1.6920000000000002,23.186
CSL,CSL4,47.2715,-59.783159999999995,2000,4,18,18PZ00002_2000002153,2000002153_228572,450,500,NA,21.204,1.6980000000000002,27.3
