year,month,day,station_name,integrated_chlorophyll_0_100,integrated_nitrate_0_50,integrated_nitrate_50_150,sea_surface_height
2000,9,12,HL2,48.292525,59.844,1125.2245,NA
2000,9,30,HL2,55.89,67.111,1076.3525,NA
2000,10,16,HL2,41.6595,272.5275,1407.799,NA
2000,10,25,HL2,64.1035,68.089,949.911,NA
2000,11,22,HL2,41.966355,161.752,1219.21375,NA
2000,12,8,HL2,40.254875,166.9275,1086.78825,NA
2001,1,5,HL2,22.86735,301.413,839.0755,NA
2001,1,20,HL2,26.84745,277.7835,634.336,NA
2001,2,13,HL2,40.27365,287.9075,942.35625,NA
2001,2,27,HL2,16.002125,309.15225,829.855386363636,NA
2001,3,14,HL2,100.722,344.706,828.02425,NA
2001,3,30,HL2,64.07097,307.67125,779.6345,NA
2001,4,10,HL2,278.35282,143.184,419.19225,NA
2001,5,1,HL2,130.5455,61.2705,779.56,NA
2001,5,6,HL2,218.4785,107.5985,717.47074,NA
2001,5,16,HL2,23.587,137.303,698.62,NA
2001,5,25,HL2,33.836,72.202,588.57374,NA
2001,5,30,HL2,67.892755,21.12675,701.645,NA
2001,5,30,HL2,67.892755,21.12675,717.574202822581,NA
2001,5,30,HL2,67.892755,21.4234971774194,701.645,NA
2001,5,30,HL2,67.892755,21.4234971774194,717.574202822581,NA
2001,6,15,HL2,32.21555,76.07375,897.061035,NA
2001,7,3,HL2,42.323135,79.16675,921.835620370371,NA
2001,7,16,HL2,22.19905,122.19425,1040.81504807692,NA
2001,7,30,HL2,45.59491,55.89475,872.78325,NA
2001,8,15,HL2,30.08799,118.929,1134.74775,NA
2001,8,30,HL2,51.58295,56.11725,1036.4455,NA
2001,9,18,HL2,46.5187,36.7045,1020.44125,NA
2001,10,12,HL2,45.290205,144.42,874.75975,NA
2001,10,23,HL2,34.369155,121.24,1031.3115,NA
2001,10,28,HL2,24.50565,96.95075,1110.97379,NA
2001,11,7,HL2,19.93071375,152.788,1066.99125,NA
2001,11,23,HL2,31.86522,81.57175,830.407,NA
2001,12,8,HL2,34.38479,117.383,881.00475,NA
2002,1,11,HL2,27.550775,187.1635,650.20075,NA
2002,3,1,HL2,30.063145,252.812,866.441379807692,NA
2002,3,13,HL2,209.576705,158.86275,908.1185,NA
2002,3,18,HL2,33.77425,250.31675,763.62275,NA
2002,3,19,HL2,31.02119,242.27525,737.426,NA
2002,3,29,HL2,356.87966,32.008,678.998,NA
2002,4,12,HL2,66.372065,101.29,992.91725,NA
2002,4,18,HL2,78.3455,56.6675,1110.4295,NA
2002,5,4,HL2,4.68317,27.2705,658.631,NA
2002,5,22,HL2,24.41416,60.286,947.7125,NA
2002,6,5,HL2,31.486555,80.9395,1157.576,NA
2002,6,23,HL2,39.3262532115869,NA,NA,NA
2002,7,2,HL2,18.5625,29.897,1123.1365,NA
2002,7,16,HL2,15.7555,78.6845,1130.80846153846,NA
2002,7,30,HL2,32.607,23.57,1402.529,NA
2002,8,13,HL2,32.627385,48.94,1487.03,NA
2002,8,28,HL2,43.570805,22.96,1386.7615,NA
2002,9,28,HL2,40.110085,138.5875,1290.4200462963,NA
2002,10,3,HL2,37.535,75.0075,1141.795,NA
2002,10,18,HL2,22.2795,50.0895,1053.63909,NA
2002,10,22,HL2,32.38,51.46,1184.562,NA
2002,10,31,HL2,58.777,55.015,1204.41659090909,NA
2002,11,21,HL2,51.692865,51.2195,784.2805,NA
2002,12,12,HL2,30.39444,195.219561468005,389.070088531995,NA
2002,12,12,HL2,30.39444,195.219561468005,690.419939576547,NA
2002,12,12,HL2,30.39444,165.172610423453,389.070088531995,NA
2002,12,12,HL2,30.39444,165.172610423453,690.419939576547,NA
2002,12,12,HL2,35.9249150010953,195.219561468005,389.070088531995,NA
2002,12,12,HL2,35.9249150010953,195.219561468005,690.419939576547,NA
2002,12,12,HL2,35.9249150010953,165.172610423453,389.070088531995,NA
2002,12,12,HL2,35.9249150010953,165.172610423453,690.419939576547,NA
2003,1,15,HL2,23.7755,265.468,956.9,NA
2003,2,17,HL2,10.527235,403.44875,1323.30425,NA
2003,3,4,HL2,33.43775,NA,732.306696078431,NA
2003,3,5,HL2,27.2654936781609,327.476607142857,915.333398604269,NA
2003,3,20,HL2,213.481185,285.437,901.47,NA
2003,4,12,HL2,643.045,15.455,971.52485,NA
2003,4,18,HL2,663.625,45.955,931.918575949367,NA
2003,5,5,HL2,39.56059,34.0765,1189.60425,NA
2003,5,16,HL2,15.6199568591339,48.7164042944785,1001.35677070552,NA
2003,5,29,HL2,18.175,78.22,1139.862,NA
2003,6,26,HL2,25.865035,39.13,1038.59825,NA
2003,7,13,HL2,69.692886,90.197421587346,1132.74123459226,NA
2003,7,18,HL2,28.64284,122.3125,1040.69359375,NA
2003,7,31,HL2,33.5285,79.8335,1275.3566875,NA
2003,8,13,HL2,39.1635,24.6,1296.875,NA
2003,9,3,HL2,73.07,35.239,1049.2005,NA
2003,9,16,HL2,45.39,61.5315,1175.4855,NA
2003,10,19,HL2,46.794455,147.8791,1254.60114260758,NA
2003,10,20,HL2,48.6048216524823,236.603930540685,1178.62163029507,NA
2003,10,20,HL2,48.6048216524823,236.603930540685,899.364498762542,NA
2003,10,20,HL2,48.6048216524823,236.603930540685,1081.22378184211,NA
2003,10,20,HL2,48.6048216524823,236.603930540685,945.459573219512,NA
2003,10,20,HL2,48.6048216524823,252.617941237458,1178.62163029507,NA
2003,10,20,HL2,48.6048216524823,252.617941237458,899.364498762542,NA
2003,10,20,HL2,48.6048216524823,252.617941237458,1081.22378184211,NA
2003,10,20,HL2,48.6048216524823,252.617941237458,945.459573219512,NA
2003,10,20,HL2,48.6048216524823,206.826928157895,1178.62163029507,NA
2003,10,20,HL2,48.6048216524823,206.826928157895,899.364498762542,NA
2003,10,20,HL2,48.6048216524823,206.826928157895,1081.22378184211,NA
2003,10,20,HL2,48.6048216524823,206.826928157895,945.459573219512,NA
2003,10,20,HL2,48.6048216524823,125.134816780488,1178.62163029507,NA
2003,10,20,HL2,48.6048216524823,125.134816780488,899.364498762542,NA
2003,10,20,HL2,48.6048216524823,125.134816780488,1081.22378184211,NA
2003,10,20,HL2,48.6048216524823,125.134816780488,945.459573219512,NA
2003,10,20,HL2,145.448725,236.603930540685,1178.62163029507,NA
2003,10,20,HL2,145.448725,236.603930540685,899.364498762542,NA
2003,10,20,HL2,145.448725,236.603930540685,1081.22378184211,NA
2003,10,20,HL2,145.448725,236.603930540685,945.459573219512,NA
2003,10,20,HL2,145.448725,252.617941237458,1178.62163029507,NA
2003,10,20,HL2,145.448725,252.617941237458,899.364498762542,NA
2003,10,20,HL2,145.448725,252.617941237458,1081.22378184211,NA
2003,10,20,HL2,145.448725,252.617941237458,945.459573219512,NA
2003,10,20,HL2,145.448725,206.826928157895,1178.62163029507,NA
2003,10,20,HL2,145.448725,206.826928157895,899.364498762542,NA
2003,10,20,HL2,145.448725,206.826928157895,1081.22378184211,NA
2003,10,20,HL2,145.448725,206.826928157895,945.459573219512,NA
2003,10,20,HL2,145.448725,125.134816780488,1178.62163029507,NA
2003,10,20,HL2,145.448725,125.134816780488,899.364498762542,NA
2003,10,20,HL2,145.448725,125.134816780488,1081.22378184211,NA
2003,10,20,HL2,145.448725,125.134816780488,945.459573219512,NA
2003,10,20,HL2,37.70034,236.603930540685,1178.62163029507,NA
2003,10,20,HL2,37.70034,236.603930540685,899.364498762542,NA
2003,10,20,HL2,37.70034,236.603930540685,1081.22378184211,NA
2003,10,20,HL2,37.70034,236.603930540685,945.459573219512,NA
2003,10,20,HL2,37.70034,252.617941237458,1178.62163029507,NA
2003,10,20,HL2,37.70034,252.617941237458,899.364498762542,NA
2003,10,20,HL2,37.70034,252.617941237458,1081.22378184211,NA
2003,10,20,HL2,37.70034,252.617941237458,945.459573219512,NA
2003,10,20,HL2,37.70034,206.826928157895,1178.62163029507,NA
2003,10,20,HL2,37.70034,206.826928157895,899.364498762542,NA
2003,10,20,HL2,37.70034,206.826928157895,1081.22378184211,NA
2003,10,20,HL2,37.70034,206.826928157895,945.459573219512,NA
2003,10,20,HL2,37.70034,125.134816780488,1178.62163029507,NA
2003,10,20,HL2,37.70034,125.134816780488,899.364498762542,NA
2003,10,20,HL2,37.70034,125.134816780488,1081.22378184211,NA
2003,10,20,HL2,37.70034,125.134816780488,945.459573219512,NA
2003,10,20,HL2,47.36878,236.603930540685,1178.62163029507,NA
2003,10,20,HL2,47.36878,236.603930540685,899.364498762542,NA
2003,10,20,HL2,47.36878,236.603930540685,1081.22378184211,NA
2003,10,20,HL2,47.36878,236.603930540685,945.459573219512,NA
2003,10,20,HL2,47.36878,252.617941237458,1178.62163029507,NA
2003,10,20,HL2,47.36878,252.617941237458,899.364498762542,NA
2003,10,20,HL2,47.36878,252.617941237458,1081.22378184211,NA
2003,10,20,HL2,47.36878,252.617941237458,945.459573219512,NA
2003,10,20,HL2,47.36878,206.826928157895,1178.62163029507,NA
2003,10,20,HL2,47.36878,206.826928157895,899.364498762542,NA
2003,10,20,HL2,47.36878,206.826928157895,1081.22378184211,NA
2003,10,20,HL2,47.36878,206.826928157895,945.459573219512,NA
2003,10,20,HL2,47.36878,125.134816780488,1178.62163029507,NA
2003,10,20,HL2,47.36878,125.134816780488,899.364498762542,NA
2003,10,20,HL2,47.36878,125.134816780488,1081.22378184211,NA
2003,10,20,HL2,47.36878,125.134816780488,945.459573219512,NA
2003,10,31,HL2,53.07,29.15,1304.8365,NA
2003,11,12,HL2,47.85,58.9925,961.7525,NA
2003,12,22,HL2,25.7969018502203,187.725311498423,832.445973146902,NA
2004,1,13,HL2,23.3625,237.958,727.295,NA
2004,2,10,HL2,24.5125,297.737,781.1505,NA
2004,2,17,HL2,14.8255,342.1745,937.697944444444,NA
2004,3,19,HL2,30.0275,354.7245,712.444,NA
2004,4,6,HL2,659.7925,112.156,802.85,NA
2004,4,18,HL2,86.4884802133399,50.8805892474227,553.025051989539,NA
2004,5,8,HL2,34.0035000813197,62.9712344078947,853.636415592105,NA
2004,5,16,HL2,15.870259,56.4305159677419,951.781914032258,NA
2004,5,28,HL2,22.509,112.3455,837.377,NA
2004,6,10,HL2,20.0953484848485,144.19725,817.106,NA
2004,7,5,HL2,47.708,13.76,855.71085,NA
2004,7,6,HL2,58.3636440677966,56.4,1097.91461440678,NA
2004,7,18,HL2,76.5075,4.4495,900.0735,NA
2004,7,30,HL2,58.19,24.2935,1035.49865686275,NA
2004,8,18,HL2,42.764,19.7355,985.3165,NA
2004,9,15,HL2,32.5095,59.7355,1060.995,NA
2004,10,19,HL2,28.2865,31.315,981.2245,NA
2004,10,29,HL2,30.1435,16.27,872.3985,NA
2004,11,23,HL2,38.404,93.375,636.0075,NA
2004,12,16,HL2,20.944,191.4775,784.659,NA
2005,2,19,HL2,28.0225,265.7695,655.761,NA
2005,3,4,HL2,27.9425,275.189,763.291731481482,NA
2005,3,16,HL2,32.9895,273.0395,736.986,NA
2005,4,1,HL2,640.897207548145,78.4571133384853,381.165561661515,NA
2005,4,10,HL2,191.876132256228,43.85425,597.154747836299,NA
2005,4,27,HL2,8.289,58.567,342.932,NA
2005,5,31,HL2,30.6555,42.3295,291.398,NA
2005,6,17,HL2,26.4955517037037,28.9258035840534,637.741011415947,NA
2005,7,1,HL2,34.699,39.659,957.1745,NA
2005,7,13,HL2,26.909,66.959,771.687298387097,NA
2005,7,27,HL2,33.2345,85.809,925.933945121951,NA
2005,8,17,HL2,32.966,111.483,1023.4375,NA
2005,10,5,HL2,20.602,127.484,977.649,NA
2005,10,17,HL2,34.2215,84.1200576923077,963.365442307692,NA
2005,10,28,HL2,47.4941538461538,57.964,854.2215,NA
2006,1,25,HL2,17.9365,219.1955,830.789,NA
2006,2,18,HL2,22.319,258.92,846.6895,NA
2006,3,3,HL2,27.113,279.1525,773.266129213483,NA
2006,3,15,HL2,21.5675,300.026,822.025444444444,NA
2006,3,31,HL2,253.6835,155.463,899.607,NA
2006,4,12,HL2,211.225,82.6345,873.6445,NA
2006,4,21,HL2,36.7122272727273,105.341,991.313,NA
2006,5,6,HL2,20.01525,24.888,832.426958333333,NA
2006,5,30,HL2,49.9295,11.465,1033.703,NA
2006,6,8,HL2,36.412285,NA,NA,NA
2006,7,6,HL2,36.7935,14.8445,885.5727,NA
2006,7,20,HL2,36.3635,80.0325,989.976617283951,NA
2006,8,1,HL2,7.0255,134.4545,1010.44156410256,NA
2006,8,25,HL2,28.4925,77.1795,1323.669,NA
2006,10,5,HL2,26.0091017699758,76.4444126231156,1125.36163237688,NA
2006,10,13,HL2,2.07417932235294,62.6424711922031,1138.4202238078,NA
2006,11,12,HL2,22.7955,224.2195,1226.8995,NA
2006,12,13,HL2,26.945,208.9035,990.6055,NA
2007,1,15,HL2,24.0275,244.246,936.922,NA
2007,2,20,HL2,23.9725,286.8485,714.35425,NA
2007,3,4,HL2,30.698,301.581,691.387353448276,NA
2007,3,18,HL2,77.66,242.0865,578.03965,NA
2007,4,4,HL2,728.274,84.5815,798.34643902439,NA
2007,4,7,HL2,937.587,44.3775,692.125822033898,NA
2007,4,22,HL2,139.2025,63.7065,754.952038461539,NA
2007,5,7,HL2,30.6535,33.2155,744.097,NA
2007,5,27,HL2,31.7140238095238,NA,NA,NA
2007,6,20,HL2,20.7125,29.9605,800.2565,NA
2007,7,7,HL2,27.8615,71.2605,764.1165,NA
2007,7,19,HL2,22.79,NA,NA,NA
2007,8,2,HL2,68.9295,NA,NA,NA
2007,8,2,HL2,65.797,NA,NA,NA
2007,8,9,HL2,40.016,83.3785,989.1935,NA
2007,8,29,HL2,21.345,90.884,1030.9645,NA
2007,9,11,HL2,24.383,135.7215,925.8315,NA
2007,9,29,HL2,34.8774347826087,118.759083333333,1101.28453484848,NA
2007,10,11,HL2,19.6585,113.771431818182,939.074818181818,NA
2007,10,18,HL2,29.2059285714286,108.443181818182,1022.96736920223,NA
2007,11,6,HL2,29.9165,98.091,954.377,NA
2007,12,11,HL2,19.552,153.4225,769.0435,NA
2008,1,4,HL2,20.1245,206.8105,678.741,NA
2008,2,5,HL2,33.29,NA,NA,NA
2008,3,3,HL2,20.9975,298.516,877.316,NA
2008,3,19,HL2,49.9115,314.221,767.215708333333,NA
2008,3,22,HL2,46.1945,308.974,729.1455,NA
2008,4,15,HL2,234.327958525858,128.511665857213,926.951772354892,NA
2008,4,19,HL2,88.1218489570685,38.5107860176991,643.031408817068,NA
2008,5,11,HL2,9.4142,68.9305,744.506490909091,NA
2008,6,3,HL2,47.1807,NA,NA,NA
2008,6,19,HL2,24.13,55.37,759.949,NA
2008,7,6,HL2,26.518,50.77,895.990381578947,NA
2008,7,6,HL2,20.6816228070175,50.77,895.990381578947,NA
2008,7,18,HL2,41.866,NA,NA,NA
2008,8,1,HL2,33.506,NA,NA,NA
2008,9,28,HL2,34.354,105.612,980.2835,NA
2008,10,6,HL2,34.224,123.956,1429.6245,NA
2008,10,9,HL2,21.7074504761905,202.39625,1303.964,NA
2008,10,20,HL2,28.328015741985,264.767695,1471.05541901961,NA
2008,11,13,HL2,30.3575,83.8245,1077.043,NA
2009,1,27,HL2,26.6085,309.4535,782.1715,NA
2009,2,11,HL2,20.339,321.4465,888.281,NA
2009,2,21,HL2,20.2775,335.9075,783.0425,NA
2009,3,17,HL2,49.866,315.524,1024.251,NA
2009,3,27,HL2,661.2075,140.7455,720.56,NA
2009,4,10,HL2,466.001335615385,161.650822857143,962.569510437118,NA
2009,4,24,HL2,87.0097403307313,51.5942522655965,847.355482734403,NA
2009,4,29,HL2,47.1248326880364,51.1083243912176,954.732105608782,NA
2009,6,4,HL2,23.6175,58.47,1088.4965,NA
2009,6,16,HL2,34.819,26.32,864.8545,NA
2009,7,1,HL2,39.8375,4.19,902.945728070176,NA
2009,7,2,HL2,34.56,64.4575,1021.103,NA
2009,7,13,HL2,35.632,81.415,854.824345360825,NA
2009,7,28,HL2,16.982,54.65,1028.1661,NA
2009,8,25,HL2,28.193,128.182,1210.804,NA
2009,9,27,HL2,31.430415,65.2778193601896,1170.69804407337,NA
2009,10,5,HL2,35.6560600116505,36.9361177560414,1197.22978561288,NA
2009,10,19,HL2,35.2502048076923,45.2240937421665,829.021231257833,NA
2009,11,9,HL2,70.4055,51.9855,940.78,NA
2010,1,6,HL2,31.5185,192.371,605.541,NA
2010,2,16,HL2,23.1805,240.75975,639.7645,NA
2010,2,23,HL2,29.126,229.053,746.127,NA
2010,3,9,HL2,294.1235,184.1335,839.944014705882,NA
2010,3,21,HL2,94.1925,213.0735,615.781516666667,NA
2010,4,10,HL2,26.10836,50.6213388511327,903.007714917631,NA
2010,4,25,HL2,7.84851,39.2997019557522,457.604822011184,NA
2010,5,11,HL2,18.5465,94.0275,584.402,NA
2010,6,23,HL2,24.8765,30.5135,728.803,NA
2010,7,2,HL2,24.94,43.325,851.013203703704,NA
2010,7,19,HL2,65.9315,34.024,1057.305,NA
2010,8,1,HL2,34.9615,93.237,920.86625,NA
2010,8,31,HL2,6.011,53.143,1355.412,NA
2010,10,13,HL2,33.731,113.1675,1149.4205,NA
2010,11,7,HL2,39.24875,113.721148811833,1066.44427618817,NA
2010,11,22,HL2,23.068,89.713,1104.1685,NA
2011,1,17,HL2,35.736,234.636,680.7995,NA
2011,2,5,HL2,34.9945,199.272,555.21,NA
2011,2,18,HL2,22.546,224.1665,552.730084745763,NA
2011,3,7,HL2,26.3275,207.758,585.384,NA
2011,3,31,HL2,27.596,225.6585,615.7995,NA
2011,4,7,HL2,38.5569072603457,245.593252818182,599.00541140691,NA
2011,4,23,HL2,125.176140908199,120.876863566398,752.612968658282,NA
2011,5,6,HL2,27.01,56.2466818181818,834.938818181818,NA
2011,5,28,HL2,30.6856,18.567,683.46275,NA
2011,6,16,HL2,69.5915,1.1785,763.5495,NA
2011,7,5,HL2,39.2875,60.414,1048.78954716981,NA
2011,7,23,HL2,26.505,62.1535,1048.97067,NA
2011,8,8,HL2,17.5025,91.7445,1115.18826415094,NA
2011,8,31,HL2,29.0675,100.8345,1174.1465,NA
2011,9,24,HL2,34.4378310375747,50.3762332631579,961.577076736842,NA
2011,9,30,HL2,36.9899753487817,67.5590937038789,842.386016453135,NA
2011,10,14,HL2,39.935307127733,75.0528685841957,848.377195216725,NA
2011,11,7,HL2,55.3955,60.977,1005.0155,NA
2011,11,22,HL2,56.395,93.5295,1050.545,NA
2011,12,6,HL2,42.175,77.4815,921.562,NA
2012,1,23,HL2,46.0083,123.5465,919.62775,NA
2012,2,11,HL2,62.233471,169.946659090909,933.263340909091,NA
2012,2,19,HL2,51.4516757142857,180.759090909091,898.619635281385,NA
2012,3,5,HL2,25.84675,252.7655,919.0758125,NA
2012,3,18,HL2,103.982907142857,119.46575,937.611774647887,NA
2012,3,29,HL2,395.99555,20.16625,610.3295,NA
2012,4,18,HL2,19.71595,9.405,870.6695,NA
2012,5,2,HL2,33.559,29.0345,1208.235,NA
2012,5,15,HL2,30.92635,5.75,1115.2285,NA
2012,6,1,HL2,29.29605,58.23025,1102.7135,NA
2012,6,18,HL2,47.7991,0.36,1164.28025,NA
2012,7,4,HL2,30.89385,64.9135,1346.655235,NA
2012,7,21,HL2,27.06745,28.64,1166.86764423077,NA
2012,8,5,HL2,34.78545,52.5799772727273,1205.1807305586,NA
2012,8,21,HL2,36.39675,54.3995,1349.20075,NA
2012,9,25,HL2,30.6270172727273,61.0490909090909,1205.72590909091,NA
2012,10,3,HL2,29.434555,51.533,1307.65526923077,NA
2012,10,15,HL2,40.50854,60.635,1265.22,NA
2012,11,19,HL2,38.67685,63.74325,1029.85175,NA
2012,12,13,HL2,62.5539,58.36275,1033.65825,NA
2013,1,9,HL2,31.9414,182.639,805.63325,NA
2013,1,29,HL2,23.8492,220.145,865.08,NA
2013,2,15,HL2,18.623,266.4425,659.995,NA
2013,2,26,HL2,20.217,288.779326923077,830.250950854701,NA
2013,3,19,HL2,50.4463461538462,282.3575,857.8225,NA
2013,4,5,HL2,62.0906642857143,234.4225,738.5775,NA
2013,4,12,HL2,151.0604,146.0725,525.225,NA
2013,4,25,HL2,58.33775,142.785,751.042095588235,NA
2013,4,26,HL2,92.51545,117.49,807.1125,NA
2013,4,26,HL2,92.51545,117.49,710.43,NA
2013,4,26,HL2,92.51545,58.61,807.1125,NA
2013,4,26,HL2,92.51545,58.61,710.43,NA
2013,4,26,HL2,105.30025,117.49,807.1125,NA
2013,4,26,HL2,105.30025,117.49,710.43,NA
2013,4,26,HL2,105.30025,58.61,807.1125,NA
2013,4,26,HL2,105.30025,58.61,710.43,NA
2013,5,7,HL2,11.4316607134196,47.2157343243243,910.949315675676,NA
2013,5,21,HL2,26.0016,27.275,806.39,NA
2013,5,28,HL2,24.5279163066339,55.4938673427992,832.703932657201,NA
2013,6,4,HL2,16.29225,75.235,726.2225,NA
2013,6,16,HL2,27.6494,135.955,761.89,NA
2013,6,27,HL2,39.9448592592593,39.27,897.0959,NA
2013,7,13,HL2,24.1480596153846,137.2625,838.158909090909,NA
2013,7,23,HL2,21.6052134615385,145.18,1065.4425,NA
2013,8,4,HL2,46.6828846153846,66.9697727272727,970.435681818182,NA
2013,8,21,HL2,54.65785,139,1171.1575,NA
2013,9,22,HL2,73.0187,154.624090909091,1190.66590909091,NA
2013,10,9,HL2,41.21145,107.7675,937.6925,NA
2013,10,23,HL2,30.8456,77.55,1095.4625,NA
2013,11,22,HL2,38.5205,74.61,1115.625,NA
2013,12,5,HL2,30.7341,151.2325,1107.9825,NA
2014,1,10,HL2,23.0667168641906,NA,1214.062775,NA
2014,2,3,HL2,25.3822771625342,273.929202495155,952.219672504845,NA
2014,2,18,HL2,16.3867880878257,325.608561895161,1377.99018810484,NA
2014,3,3,HL2,29.9071458968034,294.836416805608,987.347853845372,NA
2014,3,22,HL2,166.429076339711,190.503230173445,1187.59334482656,NA
2014,4,5,HL2,908.013405980808,76.9208086711712,350.356095387774,NA
2014,4,13,HL2,308.945450252744,115.100745454545,645.613879545455,NA
2014,4,23,HL2,62.0508255595017,64.3927729048964,1126.51985218201,NA
2014,5,2,HL2,28.0473430814786,52.1121128810976,496.854514718036,NA
2014,5,7,HL2,16.7950670577,66.0509623655914,586.214562634409,NA
2014,5,24,HL2,15.6106792428543,50.369072826087,953.792689902437,NA
2014,6,17,HL2,32.7126272394219,30.1356556508577,593.979444349142,NA
2014,6,28,HL2,58.0470619914208,27.6709131422925,882.565340409799,NA
2014,7,22,HL2,40.2887347123576,111.72531472332,1035.46136503766,NA
2014,8,3,HL2,41.9645504661584,37.1162575628141,841.737992437186,NA
2014,8,6,HL2,39.964275791162,9.15562207488299,825.090198808914,NA
2014,8,16,HL2,39.6145988929337,53.3009996786132,1098.13511119007,NA
2014,9,2,HL2,29.4128223567509,54.0893065281899,1106.65036847181,NA
2014,9,20,HL2,20.5478334616524,75.0893909808343,1049.77870901917,NA
2014,9,28,HL2,26.8727114282828,16.7977688878236,993.138981112176,NA
2014,10,8,HL2,22.8251711320426,10.8937068160598,929.77714318394,NA
2014,11,6,HL2,36.36445334375,8.77464060987415,896.309509390126,NA
2014,12,5,HL2,34.7195506540637,198.309781569343,960.275993430657,NA
2014,12,16,HL2,59.6831152946716,152.951110662824,975.225914337176,NA
2015,1,30,HL2,25.0451837115538,292.851179302671,774.096895697329,NA
2015,2,18,HL2,79.6368798079757,286.782139710445,610.294260289555,NA
2015,3,27,HL2,29.7104978282104,314.157767092034,791.505585257273,NA
2015,4,13,HL2,356.516056247414,155.754361198428,773.171738801572,NA
2015,4,18,HL2,544.374869491234,95.1431994052676,934.656275594732,NA
2015,4,22,HL2,359.752055711539,130.948348988971,795.285744568452,NA
2015,4,27,HL2,296.433883822594,184.491112315271,1027.19442794051,NA
2015,5,5,HL2,141.790696519963,109.642899647225,980.118075352775,NA
2015,5,19,HL2,14.9584875808057,33.7393259044527,1057.27722409555,NA
2015,6,5,HL2,30.8858466526357,27.6085212371134,981.930678762887,NA
2015,6,25,HL2,34.8829279629454,55.4672593812375,920.560400300563,NA
2015,7,6,HL2,49.3096838726603,75.1016414850136,1205.21669714015,NA
2015,8,4,HL2,29.7266381559748,29.4631539156627,1334.4275007354,NA
2015,8,17,HL2,33.7108196868452,62.5269615251727,1242.3679553731,NA
2015,9,10,HL2,36.543110080893,55.3523548087141,995.154470191286,NA
2015,9,20,HL2,25.5409812503705,53.4872121757925,1053.92360602809,NA
2015,10,4,HL2,35.1890473282148,61.2353751240079,1002.77479987599,NA
2015,10,11,HL2,40.3533467980327,7.23611688191882,1099.87668413352,NA
2015,10,28,HL2,41.2198806117647,7.55119800598206,839.781026994018,NA
2015,11,19,HL2,34.2318847957697,64.0664199313622,1000.20578006864,NA
2015,12,8,HL2,29.4808881018898,83.838572781655,969.824377218345,NA
2015,12,17,HL2,58.4361836419531,154.736715909091,824.868159090909,NA
2016,1,8,HL2,46.7232600873815,84.8713286741214,690.448796325879,NA
2016,2,3,HL2,22.7365013146032,233.455908879222,912.367441120778,NA
2016,2,23,HL2,29.7471110968703,284.17532373416,776.64777041584,NA
2016,3,11,HL2,53.0753774835391,282.733021552966,803.385672617347,NA
2016,3,14,HL2,44.4967578480497,274.493004498735,1060.37952465127,NA
2016,3,25,HL2,61.6703823576079,44.1544668804214,601.149175380044,NA
2016,4,10,HL2,154.606998131271,29.9820170993536,961.724779350646,NA
2016,4,25,HL2,15.4133985203518,60.9033303800098,NA,NA
2016,5,13,HL2,26.3110357267526,51.7894157117785,958.881567388221,NA
