station,latitude,longitude,date,Acartia_abundance,Calanus_finmarchicus_abundance,Calanus_glacialis_abundance,Calanus_hyperboreus_abundance,Centropages_spp_abundance,Centropages_typicus_abundance,Eurytemora_abundance,Metridia_spp_abundance,Metridia_longa_abundance,Metridia_lucens_abundance,Microcalanus_spp_abundance,Oithona_spp_abundance,Oithona_atlantica_abundance,Oithona_similis_abundance,Paracalanus_spp_abundance,Pseudocalanus_abundance,Temora_longicornis_abundance,other_copepods,copepods,non_copepods,Arctic_Calanus_species,warm_offshore_copepods,warm_shelf_copepods,zooplankton_meso_dry_weight
HL2,44.26,-63.31,1999-06-27,NA,32958.46013162036,0,4889.441887657967,8488.61438829508,8488.61438829508,NA,0,5659.076258863387,36783.99568261202,2829.5381294316935,0,22636.305035453548,166942.7496364699,NA,113181.52517726774,87715.6820123825,22636.305035453548,504721.6933755078,104692.91078897266,4889.441887657967,0,8488.61438829508,1.5469650861228954
HL2,44.26,-63.31,1999-07-05,NA,32958.146650639275,0,1810.8871786065536,12732.800474577329,12732.800474577329,NA,0,5659.022433145479,7073.7780414318495,1414.7556082863698,0,4244.26682485911,128742.76035405966,NA,65078.75798117302,36783.64581544562,9903.28925800459,306402.11062022886,79226.3140640367,1810.8871786065536,0,12732.800474577329,2.1146635028178027
HL2,44.26,-63.31,1999-07-17,NA,34916.11815700754,0,4165.034515973672,2829.5071440038528,0,NA,0,5659.0142880077055,15562.28929202119,1414.7535720019264,0,26880.317868036604,93373.73575212715,NA,46686.867876063574,11318.028576015411,4244.26071600578,247049.9277572644,65078.664312088615,4165.034515973672,0,0,1.207407288489324
HL2,44.26,-63.31,1999-07-31,NA,18382.608695652172,0,905.5472263868066,8489.505247376312,0,NA,0,1414.9175412293853,14149.175412293853,2829.8350824587706,0,16979.010494752623,216482.38380809594,NA,29713.26836581709,21223.76311844078,14149.175412293851,350378.86056971515,55181.78410794603,905.5472263868066,0,5659.670164917541,1.3279850074962518
HL2,44.26,-63.31,1999-08-13,NA,19031.25,0,1812.5,76682.6923076923,76682.6923076923,NA,0,1742.7884615384614,6971.153846153846,0,0,22656.249999999996,264903.8461538461,NA,40084.13461538461,5228.365384615384,10456.73076923077,453055.28846153844,41826.92307692307,1812.5,0,80168.26923076922,1.0467187500000001
HL2,44.26,-63.31,1999-08-27,NA,11595.29411764706,0,1087.0588235294117,172683.82352941178,172683.82352941178,NA,0,5661.764705882353,5661.764705882353,0,0,8492.64705882353,288750,NA,50955.882352941175,5661.764705882353,19816.176470588238,578858.8235294118,62279.41176470589,1087.0588235294117,0,181176.4705882353,1.8937470588235294
HL2,44.26,-63.31,1999-09-10,NA,11057.401812688822,0,543.8066465256798,13016.64845407212,13016.64845407212,NA,0,0,3856.7847271324804,1446.29427267468,0,11088.25609050588,26515.3949990358,NA,964.1961817831201,0,4338.88281802404,73791.86218422574,30854.277817059843,543.8066465256798,0,13980.84463585524,0.7712990936555891
HL2,44.26,-63.33,1999-10-24,NA,12359.24196649272,0,0,170969.51386981597,170969.51386981597,NA,0,6179.62098324636,14419.11562757484,22658.610271903322,0,2059.87366108212,135951.66163141993,NA,14419.11562757484,0,18538.86294973908,461411.70008239493,20659.91485855534,0,6179.620983246361,234825.59736336168,NA
HL2,44.27,-63.300000000000004,1999-11-05,NA,25482.38255033557,0,0,188286.4932885906,188286.4932885906,NA,0,5662.751677852349,11325.503355704697,8494.127516778522,0,0,120333.47315436241,NA,12741.191275167785,0,32560.822147651004,436031.87919463083,35403.523489932886,0,2831.3758389261743,219431.62751677854,NA
HL2,44.26,-63.32,1999-11-12,NA,7397.733537519142,0,217.58039816232775,165.45176110260337,165.45176110260337,NA,0,2.2664624808575806,27.197549770290966,38.52986217457887,0,36.26339969372129,401.16385911179174,NA,56.661562021439515,2.2664624808575806,43.06278713629403,8390.444104134764,95.19142419601837,217.58039816232775,2.2664624808575806,167.71822358346094,1.2547136294027565
HL2,44.26,-63.31,1999-11-24,NA,2379.1540785498487,0,0,56646.525679758306,56646.525679758306,NA,0,0,14161.631419939577,11329.305135951661,0,14161.631419939577,269070.99697885197,NA,67975.83081570997,5664.652567975831,45317.220543806645,492371.6012084592,65143.50453172205,0,5664.652567975831,62311.17824773413,2.1181268882175224
HL2,44.26,-63.31,1999-12-10,NA,19667.673716012083,0,815.7099697885196,29739.42598187311,29739.42598187311,NA,0,0,9913.141993957703,22658.610271903322,0,15577.794561933533,281816.46525679756,NA,24074.77341389728,0,36820.2416918429,459493.9577039275,59478.85196374622,815.7099697885196,11329.305135951661,48149.54682779456,1.6101208459214502
HL2,44.26,-63.31,1999-12-23,NA,8927.49244712991,0,90.63444108761328,192598.18731117825,192598.18731117825,NA,0,5664.652567975831,5664.652567975831,22658.610271903322,0,8496.978851963746,484327.7945619335,NA,56646.525679758306,0,150113.2930513595,1000332.3262839878,70808.15709969788,90.63444108761328,19826.283987915405,257741.6918429003,2.5953172205438064
HL2,44.26,-63.31,2000-01-10,NA,4670.185492384256,142.96486201176293,23.82747700196049,11318.051575931233,0,NA,0,2829.5128939828082,19806.590257879656,19806.590257879656,0,8488.538681948425,178259.3123209169,NA,41027.93696275072,2829.5128939828082,2829.5128939828082,292032.536570653,15609.856733524355,166.79233901372345,1414.7564469914041,0,1.4939828080229227
HL2,44.26,-63.31,2000-01-31,NA,3299.4152046783624,36.25730994152047,217.5438596491228,7309.941520467834,7309.941520467834,NA,0,730.9941520467835,4385.9649122807,5116.959064327484,0,730.9941520467835,89181.28654970758,NA,8771.9298245614,3654.970760233917,8040.935672514619,137325.1461988304,8065.862573099414,253.80116959064327,0,13157.894736842103,1.1303216374269005
HL2,44.26,-63.33,2000-02-15,NA,3400,0,198.33333333333334,2266.6666666666665,2266.6666666666665,NA,0,1813.3333333333333,6346.666666666667,14506.666666666666,0,2266.6666666666665,60293.333333333336,NA,7253.333333333333,0,3173.333333333333,101518.33333333333,482.79999999999995,198.33333333333334,0,2266.6666666666665,0.8926133333333334
HL2,44.26,-63.31,2000-03-02,NA,7288.894385357407,244.12564927034379,279.00074202325004,17228.29581993569,17228.29581993569,NA,0,9067.524115755627,0,10881.028938906751,0,6347.266881028939,194045.0160771704,NA,75260.4501607717,5440.514469453376,27202.57234726688,356911.6992332426,11810.450160771703,523.1263912935938,906.7524115755626,20855.30546623794,1.7491254019292606
HL2,44.26,-63.31,2000-03-17,NA,4494.773519163763,452.9616724738676,0,11777.003484320558,0,NA,0,905.9233449477352,5435.540069686412,9059.233449477351,0,3623.693379790941,113240.4181184669,NA,69756.09756097561,8153.310104529617,19024.39024390244,245923.3449477352,9072.822299651569,452.9616724738676,0,0,1.7534146341463415
HL2,44.26,-63.31,2000-04-06,NA,30265.372168284786,724.9190938511326,5980.582524271845,45307.443365695784,45307.443365695784,NA,0,5227.7819268110525,38337.06746328105,10455.563853622105,0,31366.69156086631,160318.64575553892,NA,128951.95419467261,20911.12770724421,41822.25541448841,524897.1869554393,125546.05426935521,6705.501618122978,0,50535.22529250684,5.901294498381876
HL2,44.26,-63.31,2000-04-12,NA,62518.59389214896,2515.115846235877,3233.7203737318423,11913.706640064682,11913.706640064682,NA,0,5956.853320032341,25018.78394413583,4765.4826560258725,0,41697.97324022639,70290.86917638163,NA,41697.97324022639,9530.965312051745,25018.783944135834,305350.19224940386,29793.321017208153,5748.836219967719,3574.1119920194046,13105.07730407115,4.305375305586575
HL2,44.26,-63.31,2000-04-23,NA,138995.59993230665,1193.0952783888984,2982.7381959722456,10462.527825871875,10462.527825871875,NA,0,1743.7546376453126,10462.527825871875,1743.7546376453126,0,15693.791738807813,122062.82463517187,NA,113344.05144694532,19181.30101409844,74981.44941874844,512847.41658747406,66269.4768736087,4175.833474361144,0,10462.527825871875,7.4140610932475886
HL2,44.26,-63.31,2000-05-02,NA,116802.22302012269,452.7217946516384,452.7217946516384,31342.278091267268,31342.278091267268,NA,0,0,31342.278091267268,20894.852060844845,0,27859.80274779313,40048.46644995262,NA,36565.99110647848,34824.75343474141,60943.31851079747,401529.4071025685,64459.747988870484,905.4435893032768,10447.426030422423,31342.278091267268,5.515962346035563
HL2,44.26,-63.33,2000-05-08,NA,151678.6429496996,0,0,15690.894098244786,15690.894098244786,NA,0,1743.432677582754,27894.922841324063,29638.35551890682,0,8717.16338791377,85428.20120155496,NA,69737.30710331016,6973.730710331016,61020.143715396385,458522.7942042643,38371.38414418659,0,3486.865355165508,15690.894098244786,5.569604900459419
HL2,44.26,-63.31,2000-05-20,NA,137144.22006678325,0,1192.5584353633326,4770.23374145333,0,NA,0,9540.46748290666,33391.63619017332,2385.116870726665,0,0,20273.49340117666,NA,34584.19462553665,1192.5584353633326,5962.792176816663,250437.27142629988,5989.982509142947,1192.5584353633326,3577.6753060899982,0,5.2549848942598185
HL2,44.26,-63.31,2000-06-08,NA,67002.68614372377,0,1358.1625569673738,2716.3251139347476,0,NA,0,7243.533637159327,18108.834092898316,5432.650227869495,0,4527.208523224579,114085.6547852594,NA,201008.05843117132,4527.208523224579,78773.42830410767,513838.16738598974,7266.169679775449,1358.1625569673738,9054.417046449158,9054.417046449158,4.331180394168955
HL2,44.26,-63.32,2000-06-14,NA,86922.40364591192,0,452.7208523224579,1810.8834092898317,0,NA,0,3621.7668185796633,13581.625569673739,1810.8834092898317,0,1810.8834092898317,122234.63012706365,NA,133099.93058280263,6338.091932514411,66097.24443907886,437781.0641958168,18108.834092898316,452.7208523224579,2716.3251139347476,0,NA
HL2,44.26,-63.31,2000-06-29,NA,49346.67561702858,0,452.7217946516384,5432.6615358196605,0,NA,0,0,30785.08203631141,5432.6615358196605,0,9054.435893032767,126762.10250245874,NA,108653.23071639321,1810.8871786065536,9054.435893032767,347690.33829245827,8158.046739622524,452.7217946516384,0,905.4435893032768,3.736765693054623
HL2,44.26,-63.32,2000-07-15,NA,96883.46335745181,0,0,7243.623428594527,0,NA,0,9054.52928574316,60665.34621447916,12676.341000040422,0,8149.076357168843,230890.49678645056,NA,55232.62864303327,905.4529285743158,25352.682000080844,514297.26343021146,11875.015158252152,0,0,7243.623428594527,10.032418448603421
HL2,44.26,-63.31,2000-07-29,NA,55684.66483566231,0,150.90695077415265,5432.650227869495,0,NA,0,1810.8834092898317,34406.7847765068,7243.533637159327,0,7243.533637159327,235414.84320767812,NA,18108.834092898316,3621.7668185796633,16297.950683608486,417106.8119397579,10976.217064557992,150.90695077415265,5432.650227869495,31690.459662572055,4.377810641958169
HL2,44.26,-63.31,2000-08-22,NA,34118.09321850407,0,0,38307.14904266951,38307.14904266951,NA,0,0,6964.936189576275,1741.2340473940687,1741.2340473940687,6964.936189576275,186312.04307116536,NA,10447.404284364413,3482.4680947881375,13929.872379152552,331869.1153228898,27871.062779613163,0,0,67908.12784836868,3.4166842724775903
HL2,44.26,-63.31,2000-09-12,NA,8027.898834787771,0,263.2097978618941,57685.39892495834,57685.39892495834,NA,0,2190.5847693022156,10952.923846511077,7301.949231007386,0,730.1949231007386,44541.89030914505,NA,2190.5847693022156,7301.949231007386,8762.339077208864,167473.60186861065,10240.83775750324,263.2097978618941,1460.3898462014772,75210.07707937606,1.8271813599734401
HL2,44.300000000000004,-63.2,2000-09-30,NA,7448.953489188994,0,144.63987357648534,46002.47850088249,46002.47850088249,NA,0,2920.792285770317,8032.17878586837,6571.782642983212,0,4381.188428655475,64257.43028694696,NA,1460.3961428851585,3650.990357212896,8032.178785868371,175539.14979455867,32883.812969152255,144.63987357648534,2920.792285770317,68638.61871560244,4.5801966110464365
HL2,44.26,-63.32,2000-10-07,NA,9563.753581661891,0,339.541547277937,91449.85673352436,91449.85673352436,NA,0,2716.3323782234957,21730.659025787965,9959.885386819484,0,3621.7765042979945,50704.87106017192,NA,5432.664756446991,0,13581.66189111748,240791.54727793697,18115.673352435533,339.541547277937,1810.8882521489973,123140.4011461318,2.1232664756446993
HL2,44.26,-63.31,2000-10-16,NA,10302.372879228895,0,0,77401.19851473375,77401.19851473375,NA,0,3650.999929940271,34319.39934143854,10952.999789820813,0,4381.199915928325,65717.99873892489,NA,8032.199845868597,4381.199915928325,5111.399901916379,235203.9685635496,13896.43593333866,0,730.1999859880542,88354.19830455456,2.096564803768621
HL2,44.26,-63.31,2000-10-25,NA,2788.7604503063408,36.21766818579663,54.32650227869495,124950.95524099839,124950.95524099839,NA,0,1810.8834092898317,13581.625569673739,16297.950683608486,0,905.4417046449158,53421.06057405004,NA,1810.8834092898317,0,7243.533637159327,243726.79805631845,5462.077083270455,90.54417046449159,905.4417046449158,145776.11444783147,2.176681857966378
HL2,44.27,-63.32,2000-12-08,NA,7767.817319283948,95.31064195440426,95.31064195440426,56137.96811114412,56137.96811114412,NA,0,1810.9021971336813,8149.059887101565,15392.66867563629,0,0,238133.63892307907,NA,24447.179661304697,1810.9021971336813,13581.76647850261,392775.1554941,40765.67208522558,190.62128390880852,1810.9021971336813,81490.59887101565,3.4370923701597267
HL2,44.26,-63.31,2001-01-05,NA,9959.858751094074,0,452.7208523224579,4527.208523224579,0,NA,0,905.4417046449158,9959.858751094074,12676.183865028823,0,905.4417046449158,264388.97775631543,NA,17203.3923882534,2716.3251139347476,8148.975341804243,331844.3847523617,13613.31602933631,452.7208523224579,0,0,0.9674644614130926
HL2,44.26,-63.31,2001-02-13,NA,4844.123202772531,181.08871786065535,135.8165383954915,23541.533321885196,23541.533321885196,NA,0,0,4527.217946516384,9054.435893032767,0,3621.774357213107,145776.41787782757,NA,22636.089732581917,0,15392.541018155705,230616.4821955446,8158.046739622524,316.90525625614686,905.4435893032768,24446.97691118847,1.5428758761727834
HL2,44.26,-63.300000000000004,2001-02-27,NA,19096.614878073877,411.56497582055766,823.1299516411153,4527.2147340261345,0,NA,0,5432.657680831361,10865.315361662722,10865.315361662722,0,0,106842.26772301678,NA,25352.40251054635,905.4429468052268,64286.449223171105,249408.37534725794,24.899681037143736,1234.694927461673,0,0,2.6696985286552115
HL2,44.26,-63.31,2001-03-14,NA,38481.27919984207,452.72093176284784,1961.7907043056744,22636.046588142395,22636.046588142395,NA,0,2716.3255905770875,30785.02335987366,16297.953543462525,0,5432.651181154175,192859.11693097322,NA,33501.348950450745,2716.3255905770875,68813.58162795288,419370.4897896515,23550.54287030335,2414.5116360685224,0,25352.37217871948,3.4506389418964267
HL2,44.26,-63.31,2001-03-30,NA,28295.411397026608,7696.351899991238,4753.62911470047,10865.437976458217,10865.437976458217,NA,0,9507.25822940094,14939.977217630048,13129.070888220345,3621.812658819406,2263.6329117621285,168867.01521745478,NA,51158.1038058241,452.72658235242574,68814.44051756871,380743.05575839,33506.294359903026,12449.981014691708,452.72658235242574,10865.437976458217,NA
HL2,44.26,-63.31,2001-04-10,NA,86374.37314046895,10722.335976058215,12509.391972067917,10447.404284364413,10447.404284364413,NA,0,0,1741.2340473940687,5223.702142182206,0,0,174123.40473940686,NA,81838.00022752123,19153.574521334755,67908.12784836869,470041.5488991673,64446.03219193505,23231.727948126132,0,10447.404284364413,NA
HL2,44.26,-63.31,2001-05-01,NA,35312.5544140693,905.4501131812642,9778.861222357653,2716.3503395437924,0,NA,0,905.4501131812641,4527.250565906321,2716.3503395437924,0,1810.9002263625282,95977.71199721399,NA,88734.11109176389,8149.051018631377,68814.20860177607,320348.25004353124,118627.54657844332,10684.311335538916,0,0,6.542329792791224
HL2,44.26,-63.31,2001-05-06,NA,9205.38782335607,1207.263976833583,12374.455762544225,8149.031843626685,8149.031843626685,NA,0,0,7243.583861001498,4527.239913125936,0,2716.3439478755618,39839.71123550824,NA,37123.36728763268,1810.8959652503745,28974.335444005992,153171.61706076085,14491.694961916122,13581.719739377808,0,8149.031843626685,10.941886146034077
HL2,44.26,-63.31,2001-05-16,NA,22334.410539744942,603.6327172904039,14638.093394292293,2716.3472278068175,2716.3472278068175,NA,0,1810.8981518712117,7243.592607484847,1810.8981518712117,0,1810.8981518712117,53421.49548020075,NA,89639.45851762498,7243.592607484847,34407.06488555302,237680.38243309653,23559.784955844465,15241.726111582697,0,2716.3472278068175,4.239312573530507
HL2,44.26,-63.32,2001-05-25,NA,41047.11646836344,1509.0851642780674,10563.596149946474,5223.756337885618,0,NA,0,0,12188.764788399774,0,0,1741.2521126285394,120146.39577136922,NA,148006.42957342585,6965.008450514158,40048.798590456405,387440.2034072675,64439.90993373446,12072.681314224541,1741.2521126285394,0,10.055034449584765
HL2,44.26,-63.31,2001-05-30,NA,25171.448213417392,543.2686664766344,8873.388219118362,0,0,NA,0,0,6338.134442227401,2716.343332383172,0,905.4477774610573,51610.52331528027,NA,58854.10553496872,6338.134442227401,21730.746659065375,183081.54060262578,15408.457552943542,9416.656885594997,0,0,10.366018880262915
HL2,44.27,-63.32,2001-06-15,NA,30604.06157030138,0,5975.941016686069,2716.3368257663947,0,NA,0,0,9054.456085887983,4527.228042943992,0,905.4456085887982,149398.52541715172,NA,54326.736515327895,905.4456085887982,29879.705083430345,288293.88177467335,24447.031431897554,5975.941016686069,0,0,4.666666666666666
HL2,44.25,-63.33,2001-07-03,NA,83301.32250452723,0,1810.8983153158094,7243.593261263238,0,NA,0,905.4491576579047,14487.186522526476,7243.593261263238,0,1810.8983153158094,211875.1028919497,NA,151210.0093288701,19014.432310816,45272.457882895236,544174.9437524007,33501.61883334248,1810.8983153158094,0,0,6.531457498765296
HL2,44.26,-63.31,2001-07-16,NA,33803.42854661324,603.6326526180936,2112.7142841633276,6338.142852489984,0,NA,0,2716.346936781422,9959.938768198546,9959.938768198546,0,4527.244894635703,155737.22437546818,NA,98693.93870305832,0,11770.836726052828,336223.3875082782,3730.449793179819,2716.3469367814214,0,0,3.59236882389343
HL2,44.26,-63.31,2001-07-30,NA,25352.633199876807,258.70033877425317,5044.656606097936,7243.609485679089,0,NA,0,2716.3535571296584,12676.316599938405,4527.255928549431,0,9959.963042808748,150304.8968278411,NA,71530.643671081,2716.3535571296584,29879.889128426243,322211.27194333234,8230.551278102865,5303.356944872188,0,0,6.373923621804744
HL2,44.26,-63.31,2001-08-15,NA,45786.54074624859,514.455514002793,4115.644112022344,4074.4876709021214,0,NA,0,1358.1625569673738,1358.1625569673738,905.4417046449158,0,3169.0459662572057,138985.30166299458,NA,24446.92602541273,0,9054.417046449158,238295.79408609375,11782.060181691966,4630.099626025138,0,4527.208523224579,5.983158784293605
HL2,44.26,-63.31,2001-08-30,NA,20825.18777652022,113.18036835065335,1697.7055252598004,64425.74813806422,0,NA,0,1741.2364361638977,0,5223.709308491692,0,8706.182180819489,134075.2055846201,NA,24377.310106294568,5223.709308491692,71390.6938827198,471875.0742004162,19153.600797802872,1810.8858936104539,1741.2364361638977,134075.2055846201,3.9477312480707893
HL2,44.26,-63.31,2001-09-18,NA,21640.05674101349,0,995.9858751094074,90996.89131681404,90996.89131681404,NA,0,452.7208523224579,452.7208523224579,905.4417046449158,0,2263.6042616122895,36217.66818579663,NA,1810.8834092898317,452.7208523224579,905.4417046449158,178824.7366673709,1810.8834092898317,995.9858751094074,0,112727.49222829202,3.289016992122657
HL2,44.26,-63.31,2001-10-12,NA,10639.063366663167,113.18152517726774,169.7722877659016,41198.07516452546,41198.07516452546,NA,0,0,1131.8152517726774,1810.904402836284,0,1810.904402836284,20825.400632617264,NA,0,0,2489.9935538998902,98977.24376752063,226.3630503545355,282.95381294316934,226.3630503545355,59986.208343951905,1.3939436640832295
HL2,44.27,-63.31,2001-10-24,NA,12178.337951141775,0,135.8178953658934,3395.447384147335,3395.447384147335,NA,0,0,1358.178953658934,2942.7210662610237,0,0,61797.142391481495,NA,226.36315894315567,0,1584.5421126020897,87919.45093352166,4.527263178863113,135.8178953658934,0,7696.347404067294,1.8914905561290087
HL2,44.26,-63.31,2001-10-29,NA,6519.232648275412,0,543.2693873562844,3169.071426244992,3169.071426244992,NA,0,452.7244894635703,4979.969384099273,3169.071426244992,0,452.7244894635703,95524.86727681333,NA,905.4489789271406,0,2263.6224473178513,122507.24684884211,482.1515812787024,543.2693873562844,0,7696.316320880695,1.3378008663648504
HL2,44.27,-63.300000000000004,2001-11-07,NA,4844.119765407964,90.54429468052268,543.2657680831361,1810.8858936104536,1810.8858936104536,NA,0,0,905.4429468052268,6338.100627636588,0,226.3607367013067,37802.243029118225,NA,226.3607367013067,0,679.0822101039201,57314.538532770865,457.24868813663954,633.8100627636588,0,5659.018417532668,0.9520732585656961
HL2,44.27,-63.32,2001-11-23,NA,7572.770420525074,0,370.4072488300308,10865.279299014237,10865.279299014237,NA,0,452.7199707922599,4527.199707922599,6338.079591091639,0,452.7199707922599,76509.67506389192,NA,9054.399415845199,1810.8798831690397,10865.279299014239,148739.08858574793,14498.357064622123,370.4072488300308,0,30784.95801387367,2.0060021905805034
HL2,44.27,-63.32,2001-12-08,NA,13499.312687433292,2057.822056011172,164.62576448089382,17203.3923882534,17203.3923882534,NA,0,0,905.4417046449158,5432.650227869495,0,0,134910.81399209247,NA,2716.3251139347476,1810.8834092898317,19014.275797543232,211297.1687112272,25379.530981196993,2222.447820492066,0,30785.01795792714,3.484139679473637
HL2,44.27,-63.32,2002-01-11,NA,10322.035432952041,0,60.362780309661055,0,0,NA,0,0,1810.8834092898317,7243.533637159327,0,0,84206.07853197718,NA,49799.293755470375,1810.8834092898317,4527.208523224579,159780.27947967284,5441.704644915944,60.362780309661055,0,0,2.3156671596293728
HL2,44.27,-63.32,2002-03-01,NA,7669.601029214848,106.52223651687288,2822.839267697131,0,0,NA,0,3621.756041573678,2263.5975259835486,4074.475546770388,0,905.4390103934195,77867.75489383408,NA,12676.146145507873,0,20825.09723904865,132833.2289365405,912.2298029713702,2929.361504214004,452.71950519670975,0,1.488089013581585
HL2,44.27,-63.32,2002-03-13,NA,2495.480814610993,66.25170304276973,209.79705963543748,0,0,NA,0,905.4399415845198,905.4399415845198,9507.119386637458,0,905.4399415845198,62475.35596933187,NA,18108.798831690397,0,11770.719240598757,107349.84283030123,5443.9576487769255,276.0487626782072,0,0,0.7062431544359254
HL2,44.29,-63.24,2002-03-18,NA,6284.843737516861,292.93763183341304,159.7841628182253,0,0,NA,0,0,679.0826919774576,4753.578843842203,0,0,47535.78843842203,NA,8601.71409838113,0,3848.135254538926,72155.86485933025,454.9854036248966,452.72179465163833,0,0,0.7497072919431131
HL2,44.26,-63.32,2002-03-19,NA,4191.315165175809,73.01942796473534,43.811656778841204,0,0,NA,0,0,3621.763627050873,10865.29088115262,0,452.7204533813591,83300.56342217007,NA,10865.29088115262,0,16750.65677511029,130164.43228993722,921.2861226310658,116.83108474357655,0,0,0.806747847925582
HL2,44.300000000000004,-63.230000000000004,2002-03-29,NA,9174.964018961055,2745.7921516598776,2343.968909953554,0,0,NA,0,0,0,8148.975341804243,0,905.4417046449158,104125.79603416532,NA,75151.66148552802,2716.3251139347476,22636.042616122897,227948.96737677464,12694.292699121721,5089.761061613432,0,0,2.335134156279238
HL2,44.27,-63.32,2002-04-12,NA,2222.447820492066,411.5644112022345,1728.5705270493847,0,0,NA,0,0,452.7208523224579,5432.650227869495,0,0,23541.484320767813,NA,27163.251139347478,1810.8834092898317,17656.113240575858,80419.68594891662,40794.67600277668,2140.134938251619,0,0,1.792321854344611
HL2,44.29,-63.24,2002-04-18,NA,25096.48203091886,1804.3222375170424,12958.314251258758,0,0,NA,0,0,1741.2340473940687,0,0,0,0,NA,0,0,5223.702142182206,46824.05470927094,85327.25913509421,14762.6364887758,0,0,5.008450789243353
HL2,44.27,-63.32,2002-05-22,NA,8511.15202366221,226.36042616122896,5296.833972172758,0,0,NA,0,0,11770.742160383907,2263.6042616122895,0,452.7208523224579,47082.96864153563,NA,30785.01795792714,0,2716.3251139347476,109105.72540971237,7714.363323574683,5523.194398333987,0,0,2.811849213774786
HL2,44.27,-63.32,2002-06-05,NA,4527.1997079225985,234.74368855894954,1844.414695820318,0,0,NA,0,452.7199707922599,5885.359620299379,5432.6396495071185,0,452.7199707922599,13128.879152975536,NA,16297.918948521356,0,3621.7597663380793,51878.35517152785,40292.07740051113,2079.1583843792673,0,0,2.2903103322380427
