area,year,doy,surface_chlorophyll
CS_remote_sensing,2004,313,1.663057143823
CS_remote_sensing,2004,321,NA
CS_remote_sensing,2004,329,0.65538182546911
CS_remote_sensing,2004,337,NA
CS_remote_sensing,2004,345,NA
CS_remote_sensing,2004,353,NA
CS_remote_sensing,2004,361,NA
CS_remote_sensing,2005,1,NA
CS_remote_sensing,2005,9,NA
CS_remote_sensing,2005,17,NA
CS_remote_sensing,2005,25,0.932484776559184
CS_remote_sensing,2005,33,0.809358405858203
CS_remote_sensing,2005,41,NA
CS_remote_sensing,2005,49,0.561916449864705
CS_remote_sensing,2005,57,NA
CS_remote_sensing,2005,65,0.3922960180684
CS_remote_sensing,2005,73,0.542539418507845
CS_remote_sensing,2005,81,0.652875972034271
CS_remote_sensing,2005,89,0.87589987815741
CS_remote_sensing,2005,97,0.77004439306135
CS_remote_sensing,2005,105,1.4522561531944
CS_remote_sensing,2005,113,0.59862095281318
CS_remote_sensing,2005,121,0.889327026874631
CS_remote_sensing,2005,129,0.491925880517375
CS_remote_sensing,2005,137,0.648107436186213
CS_remote_sensing,2005,145,0.689211968927355
CS_remote_sensing,2005,153,0.562475995863216
CS_remote_sensing,2005,161,0.542686224516978
CS_remote_sensing,2005,169,0.478607073714809
CS_remote_sensing,2005,177,0.560730617600945
CS_remote_sensing,2005,185,0.549645630371949
CS_remote_sensing,2005,193,0.488117828297971
CS_remote_sensing,2005,201,0.687907704457877
CS_remote_sensing,2005,209,0.689016417252108
CS_remote_sensing,2005,217,0.728612193245518
CS_remote_sensing,2005,225,0.847677662841637
CS_remote_sensing,2005,233,0.74160147463599
CS_remote_sensing,2005,241,0.842019645828261
CS_remote_sensing,2005,249,0.946000749072
CS_remote_sensing,2005,257,1.04415351844886
CS_remote_sensing,2005,265,0.893224045830855
CS_remote_sensing,2005,273,1.40725226060493
CS_remote_sensing,2005,281,1.52165513484223
CS_remote_sensing,2005,289,0.601532788588366
CS_remote_sensing,2005,297,1.16635354613985
CS_remote_sensing,2005,305,NA
CS_remote_sensing,2005,313,NA
CS_remote_sensing,2005,321,NA
CS_remote_sensing,2005,329,NA
CS_remote_sensing,2005,337,NA
CS_remote_sensing,2005,345,NA
CS_remote_sensing,2005,353,NA
CS_remote_sensing,2005,361,NA
CS_remote_sensing,2006,1,1.28597805409108
CS_remote_sensing,2006,9,NA
CS_remote_sensing,2006,17,0.610085192569502
CS_remote_sensing,2006,25,NA
CS_remote_sensing,2006,33,0.6672187837469
CS_remote_sensing,2006,41,NA
CS_remote_sensing,2006,49,0.809577218976122
CS_remote_sensing,2006,57,NA
CS_remote_sensing,2006,65,0.781882696936549
CS_remote_sensing,2006,73,0.78026557897712
CS_remote_sensing,2006,81,2.28437229383107
CS_remote_sensing,2006,89,2.93499136754445
CS_remote_sensing,2006,97,5.22835441243327
CS_remote_sensing,2006,105,4.81912632045442
CS_remote_sensing,2006,113,3.31347317325911
CS_remote_sensing,2006,121,0.854585671996829
CS_remote_sensing,2006,129,0.812051867522385
CS_remote_sensing,2006,137,0.500390580144979
CS_remote_sensing,2006,145,0.664915281023216
CS_remote_sensing,2006,153,0.98389877834006
CS_remote_sensing,2006,161,0.8837221404275
CS_remote_sensing,2006,169,0.801591986023899
CS_remote_sensing,2006,177,0.658213562334371
CS_remote_sensing,2006,185,0.61066596473499
CS_remote_sensing,2006,193,0.67062155959119
CS_remote_sensing,2006,201,0.758817475556321
CS_remote_sensing,2006,209,1.05270990209222
CS_remote_sensing,2006,217,1.15343668897305
CS_remote_sensing,2006,225,1.18480603475121
CS_remote_sensing,2006,233,1.41903374451859
CS_remote_sensing,2006,241,1.16360941637744
CS_remote_sensing,2006,249,1.56224147962072
CS_remote_sensing,2006,257,1.01769671167491
CS_remote_sensing,2006,265,1.20550923425058
CS_remote_sensing,2006,273,1.97726301005346
CS_remote_sensing,2006,281,1.59213591876364
CS_remote_sensing,2006,289,1.02259753311098
CS_remote_sensing,2006,297,1.64501219229585
CS_remote_sensing,2006,305,NA
CS_remote_sensing,2006,313,NA
CS_remote_sensing,2006,321,1.26401400679634
CS_remote_sensing,2006,329,NA
CS_remote_sensing,2006,337,NA
CS_remote_sensing,2006,345,NA
CS_remote_sensing,2006,353,NA
CS_remote_sensing,2006,361,NA
CS_remote_sensing,2007,1,NA
CS_remote_sensing,2007,9,NA
CS_remote_sensing,2007,17,NA
CS_remote_sensing,2007,25,NA
CS_remote_sensing,2007,33,NA
CS_remote_sensing,2007,41,0.550529451261867
CS_remote_sensing,2007,49,NA
CS_remote_sensing,2007,57,0.594444052199101
CS_remote_sensing,2007,65,0.344170171285595
CS_remote_sensing,2007,73,NA
CS_remote_sensing,2007,81,0.610361616743249
CS_remote_sensing,2007,89,1.34135344866637
CS_remote_sensing,2007,97,2.12683792729516
CS_remote_sensing,2007,105,4.81128422521205
CS_remote_sensing,2007,113,4.90106429914142
CS_remote_sensing,2007,121,1.74298560345659
CS_remote_sensing,2007,129,1.83999905222055
CS_remote_sensing,2007,137,1.28821213608203
CS_remote_sensing,2007,145,0.637823513280772
CS_remote_sensing,2007,153,0.801352738720307
CS_remote_sensing,2007,161,0.649913648350371
CS_remote_sensing,2007,169,0.612333439509359
CS_remote_sensing,2007,177,0.531967211808219
CS_remote_sensing,2007,185,0.577664760353505
CS_remote_sensing,2007,193,0.599433248919599
CS_remote_sensing,2007,201,0.832943587243939
CS_remote_sensing,2007,209,0.662841523084978
CS_remote_sensing,2007,217,0.994905748601944
CS_remote_sensing,2007,225,0.948934319159709
CS_remote_sensing,2007,233,1.45860573038845
CS_remote_sensing,2007,241,1.12126211448031
CS_remote_sensing,2007,249,1.08712064323267
CS_remote_sensing,2007,257,1.09258295261235
CS_remote_sensing,2007,265,0.947909815142853
CS_remote_sensing,2007,273,1.49188163140745
CS_remote_sensing,2007,281,0.6737393281608
CS_remote_sensing,2007,289,1.51597708910894
CS_remote_sensing,2007,297,1.00502062326386
CS_remote_sensing,2007,305,0.956266142095481
CS_remote_sensing,2007,313,0.491062129616737
CS_remote_sensing,2007,321,0.768141270990555
CS_remote_sensing,2007,329,NA
CS_remote_sensing,2007,337,NA
CS_remote_sensing,2007,345,NA
CS_remote_sensing,2007,353,NA
CS_remote_sensing,2007,361,NA
CS_remote_sensing,2008,1,NA
CS_remote_sensing,2008,9,NA
CS_remote_sensing,2008,17,0.869667220265925
CS_remote_sensing,2008,25,1.10252825080926
CS_remote_sensing,2008,33,NA
CS_remote_sensing,2008,41,NA
CS_remote_sensing,2008,49,0.542667530462896
CS_remote_sensing,2008,57,NA
CS_remote_sensing,2008,65,0.561137684734493
CS_remote_sensing,2008,73,0.440202293712353
CS_remote_sensing,2008,81,0.473604723693818
CS_remote_sensing,2008,89,0.474400177690226
CS_remote_sensing,2008,97,0.459736439694719
CS_remote_sensing,2008,105,0.7643135978647
CS_remote_sensing,2008,113,0.833997968543539
CS_remote_sensing,2008,121,1.70800526315779
CS_remote_sensing,2008,129,0.971976684199439
CS_remote_sensing,2008,137,0.520102206820791
CS_remote_sensing,2008,145,0.884520562735815
CS_remote_sensing,2008,153,0.760115609447593
CS_remote_sensing,2008,161,0.580535916712379
CS_remote_sensing,2008,169,0.685298038167195
CS_remote_sensing,2008,177,0.702837460446279
CS_remote_sensing,2008,185,1.03116280872479
CS_remote_sensing,2008,193,0.628852309027397
CS_remote_sensing,2008,201,0.561056364952609
CS_remote_sensing,2008,209,0.490977213998516
CS_remote_sensing,2008,217,0.776197089365235
CS_remote_sensing,2008,225,0.720734356856505
CS_remote_sensing,2008,233,0.71886438661245
CS_remote_sensing,2008,241,NA
CS_remote_sensing,2008,249,1.24145803025239
CS_remote_sensing,2008,257,1.01667831342384
CS_remote_sensing,2008,265,1.1003723061248
CS_remote_sensing,2008,273,1.56286625363506
CS_remote_sensing,2008,281,1.12628276405935
CS_remote_sensing,2008,289,1.54871573229488
CS_remote_sensing,2008,297,1.40363064432434
CS_remote_sensing,2008,305,0.881774044153602
CS_remote_sensing,2008,313,0.625293411215146
CS_remote_sensing,2008,321,NA
CS_remote_sensing,2008,329,NA
CS_remote_sensing,2008,337,NA
CS_remote_sensing,2008,345,NA
CS_remote_sensing,2008,353,NA
CS_remote_sensing,2008,361,NA
CS_remote_sensing,2009,1,NA
CS_remote_sensing,2009,9,NA
CS_remote_sensing,2009,17,NA
CS_remote_sensing,2009,25,NA
CS_remote_sensing,2009,33,NA
CS_remote_sensing,2009,41,NA
CS_remote_sensing,2009,49,NA
CS_remote_sensing,2009,57,NA
CS_remote_sensing,2009,65,NA
CS_remote_sensing,2009,73,NA
CS_remote_sensing,2009,81,0.512340477890735
CS_remote_sensing,2009,89,NA
CS_remote_sensing,2009,97,1.61689079962935
CS_remote_sensing,2009,105,3.04959578321415
CS_remote_sensing,2009,113,1.96188492640035
CS_remote_sensing,2009,121,2.71046582411411
CS_remote_sensing,2009,129,0.640074545944863
CS_remote_sensing,2009,137,0.482134942124863
CS_remote_sensing,2009,145,0.696567705541929
CS_remote_sensing,2009,153,0.68612441286718
CS_remote_sensing,2009,161,0.594898714671437
CS_remote_sensing,2009,169,0.581003614115209
CS_remote_sensing,2009,177,NA
CS_remote_sensing,2009,185,0.676609417944576
CS_remote_sensing,2009,193,0.541000916736575
CS_remote_sensing,2009,201,0.689571726866948
CS_remote_sensing,2009,209,0.895035694269222
CS_remote_sensing,2009,217,1.09902613020726
CS_remote_sensing,2009,225,0.935006567739747
CS_remote_sensing,2009,233,1.08586963536124
CS_remote_sensing,2009,241,1.08092470458481
CS_remote_sensing,2009,249,1.45149247153954
CS_remote_sensing,2009,257,1.02344724821736
CS_remote_sensing,2009,265,0.933922472381682
CS_remote_sensing,2009,273,0.613943672050601
CS_remote_sensing,2009,281,NA
CS_remote_sensing,2009,289,1.18257668161989
CS_remote_sensing,2009,297,0.91489961723748
CS_remote_sensing,2009,305,1.28895202571491
CS_remote_sensing,2009,313,1.23721799092682
CS_remote_sensing,2009,321,1.37441405194594
CS_remote_sensing,2009,329,NA
CS_remote_sensing,2009,337,NA
CS_remote_sensing,2009,345,NA
CS_remote_sensing,2009,353,NA
CS_remote_sensing,2009,361,NA
CS_remote_sensing,2010,1,NA
CS_remote_sensing,2010,9,NA
CS_remote_sensing,2010,17,1.05941248485957
CS_remote_sensing,2010,25,0.88757752751075
CS_remote_sensing,2010,33,NA
CS_remote_sensing,2010,41,0.56922515204007
CS_remote_sensing,2010,49,1.00844010043593
CS_remote_sensing,2010,57,0.832531279946367
CS_remote_sensing,2010,65,1.25994619380389
CS_remote_sensing,2010,73,1.73385404695654
CS_remote_sensing,2010,81,1.48066151310021
CS_remote_sensing,2010,89,3.40953113753644
CS_remote_sensing,2010,97,0.956857347705113
CS_remote_sensing,2010,105,0.919265254835288
CS_remote_sensing,2010,113,0.902235388931047
CS_remote_sensing,2010,121,NA
CS_remote_sensing,2010,129,0.695819414063786
CS_remote_sensing,2010,137,1.04199928915946
CS_remote_sensing,2010,145,0.854718024926643
CS_remote_sensing,2010,153,NA
CS_remote_sensing,2010,161,0.661891386087362
CS_remote_sensing,2010,169,0.557081735796399
CS_remote_sensing,2010,177,0.570436473434668
CS_remote_sensing,2010,185,0.508943233926828
CS_remote_sensing,2010,193,0.733720693829714
CS_remote_sensing,2010,201,0.904376510055724
CS_remote_sensing,2010,209,0.85691377881894
CS_remote_sensing,2010,217,1.12400236306325
CS_remote_sensing,2010,225,0.949145664979222
CS_remote_sensing,2010,233,1.20473668376699
CS_remote_sensing,2010,241,1.70570135294918
CS_remote_sensing,2010,249,1.24525738700993
CS_remote_sensing,2010,257,0.807133820327253
CS_remote_sensing,2010,265,1.39436673474667
CS_remote_sensing,2010,273,1.2374594539147
CS_remote_sensing,2010,281,1.4263479721036
CS_remote_sensing,2010,289,1.37921761186272
CS_remote_sensing,2010,297,0.935839258173786
CS_remote_sensing,2010,305,NA
CS_remote_sensing,2010,313,2.01890630437544
CS_remote_sensing,2010,321,1.25706872930488
CS_remote_sensing,2010,329,5.0839183705057
CS_remote_sensing,2010,337,NA
CS_remote_sensing,2010,345,NA
CS_remote_sensing,2010,353,NA
CS_remote_sensing,2010,361,NA
CS_remote_sensing,2011,1,NA
CS_remote_sensing,2011,9,1.05610840848024
CS_remote_sensing,2011,17,NA
CS_remote_sensing,2011,25,NA
CS_remote_sensing,2011,33,NA
CS_remote_sensing,2011,41,NA
CS_remote_sensing,2011,49,1.15546526017955
CS_remote_sensing,2011,57,NA
CS_remote_sensing,2011,65,0.758004168217832
CS_remote_sensing,2011,73,0.926420039636926
CS_remote_sensing,2011,81,0.872765777993791
CS_remote_sensing,2011,89,1.05569225370128
CS_remote_sensing,2011,97,1.16400723215323
CS_remote_sensing,2011,105,2.60542171195294
CS_remote_sensing,2011,113,3.41299800046089
CS_remote_sensing,2011,121,2.65679551102221
CS_remote_sensing,2011,129,NA
CS_remote_sensing,2011,137,0.480423558852868
CS_remote_sensing,2011,145,NA
CS_remote_sensing,2011,153,NA
CS_remote_sensing,2011,161,0.766726928544633
CS_remote_sensing,2011,169,0.602143109884373
CS_remote_sensing,2011,177,0.647223331936402
CS_remote_sensing,2011,185,0.52902429807144
CS_remote_sensing,2011,193,0.562479554033699
CS_remote_sensing,2011,201,0.709936798288796
CS_remote_sensing,2011,209,0.668201730500929
CS_remote_sensing,2011,217,0.652969760185317
CS_remote_sensing,2011,225,0.806622202571422
CS_remote_sensing,2011,233,0.898311475911793
CS_remote_sensing,2011,241,0.891239820620849
CS_remote_sensing,2011,249,0.84105503104901
CS_remote_sensing,2011,257,0.956617389391694
CS_remote_sensing,2011,265,1.03113084071056
CS_remote_sensing,2011,273,1.96696618854577
CS_remote_sensing,2011,281,1.56283788742084
CS_remote_sensing,2011,289,1.37269886081446
CS_remote_sensing,2011,297,0.520978178219362
CS_remote_sensing,2011,305,1.06503404000906
CS_remote_sensing,2011,313,1.00580454938676
CS_remote_sensing,2011,321,NA
CS_remote_sensing,2011,329,NA
CS_remote_sensing,2011,337,NA
CS_remote_sensing,2011,345,NA
CS_remote_sensing,2011,353,NA
CS_remote_sensing,2011,361,NA
CS_remote_sensing,2012,1,NA
CS_remote_sensing,2012,9,NA
CS_remote_sensing,2012,17,0.698172681567804
CS_remote_sensing,2012,25,0.297142135978535
CS_remote_sensing,2012,33,0.548284943880779
CS_remote_sensing,2012,41,0.811961260264513
CS_remote_sensing,2012,49,NA
CS_remote_sensing,2012,57,NA
CS_remote_sensing,2012,65,0.940719881926784
CS_remote_sensing,2012,73,2.85133422284395
CS_remote_sensing,2012,81,2.23234507496104
CS_remote_sensing,2012,89,2.36958885497303
CS_remote_sensing,2012,97,1.99368010566033
CS_remote_sensing,2012,105,3.0703785983693
CS_remote_sensing,2012,113,3.16320884725495
CS_remote_sensing,2012,121,0.916014312582095
CS_remote_sensing,2012,129,0.618752536016123
CS_remote_sensing,2012,137,0.668560675993392
CS_remote_sensing,2012,145,0.655311328778191
CS_remote_sensing,2012,153,0.579416163602455
CS_remote_sensing,2012,161,0.423617098442107
CS_remote_sensing,2012,169,0.470819463698916
CS_remote_sensing,2012,177,0.498786551839905
CS_remote_sensing,2012,185,0.556282977267918
CS_remote_sensing,2012,193,0.566081200255965
CS_remote_sensing,2012,201,0.578055821007829
CS_remote_sensing,2012,209,0.605093777650732
CS_remote_sensing,2012,217,0.629334231931591
CS_remote_sensing,2012,225,NA
CS_remote_sensing,2012,233,0.693284314837784
CS_remote_sensing,2012,241,0.855518566867325
CS_remote_sensing,2012,249,1.61332761463829
CS_remote_sensing,2012,257,1.07136254396146
CS_remote_sensing,2012,265,1.52529251219874
CS_remote_sensing,2012,273,1.00075284396377
CS_remote_sensing,2012,281,3.2463907419358
CS_remote_sensing,2012,289,1.3060144146774
CS_remote_sensing,2012,297,0.995628884766173
CS_remote_sensing,2012,305,NA
CS_remote_sensing,2012,313,NA
CS_remote_sensing,2012,321,1.7338581693972
CS_remote_sensing,2012,329,NA
CS_remote_sensing,2012,337,NA
CS_remote_sensing,2012,345,NA
CS_remote_sensing,2012,353,NA
CS_remote_sensing,2012,361,NA
CS_remote_sensing,2013,1,NA
CS_remote_sensing,2013,9,NA
CS_remote_sensing,2013,17,NA
CS_remote_sensing,2013,25,NA
CS_remote_sensing,2013,33,NA
CS_remote_sensing,2013,41,1.05034252462498
CS_remote_sensing,2013,49,0.827032634875778
CS_remote_sensing,2013,57,0.769010097140402
CS_remote_sensing,2013,65,2.02573007777301
CS_remote_sensing,2013,73,0.573487217458644
CS_remote_sensing,2013,81,1.0877227662494
CS_remote_sensing,2013,89,1.39471177713279
CS_remote_sensing,2013,97,1.74498307426192
CS_remote_sensing,2013,105,3.08348482014762
CS_remote_sensing,2013,113,6.48188629440249
CS_remote_sensing,2013,121,1.65908979317974
CS_remote_sensing,2013,129,NA
CS_remote_sensing,2013,137,NA
CS_remote_sensing,2013,145,0.483472921346363
CS_remote_sensing,2013,153,0.681254783805196
CS_remote_sensing,2013,161,0.683554674207327
CS_remote_sensing,2013,169,0.625514840550205
CS_remote_sensing,2013,177,NA
CS_remote_sensing,2013,185,0.596478943069227
CS_remote_sensing,2013,193,0.547129874814321
CS_remote_sensing,2013,201,0.685834197554072
CS_remote_sensing,2013,209,0.937006808703826
CS_remote_sensing,2013,217,1.16483285822524
CS_remote_sensing,2013,225,1.48439970684459
CS_remote_sensing,2013,233,0.79805135992873
CS_remote_sensing,2013,241,0.811200060264644
CS_remote_sensing,2013,249,1.1081250486154
CS_remote_sensing,2013,257,1.26756318906943
CS_remote_sensing,2013,265,1.52670740501246
CS_remote_sensing,2013,273,0.986883958878206
CS_remote_sensing,2013,281,1.91386845196969
CS_remote_sensing,2013,289,0.616466517200073
CS_remote_sensing,2013,297,0.644384340851899
CS_remote_sensing,2013,305,2.22583562965246
CS_remote_sensing,2013,313,NA
CS_remote_sensing,2013,321,NA
CS_remote_sensing,2013,329,NA
CS_remote_sensing,2013,337,NA
CS_remote_sensing,2013,345,NA
CS_remote_sensing,2013,353,NA
CS_remote_sensing,2013,361,NA
CS_remote_sensing,2014,1,NA
CS_remote_sensing,2014,9,1.06756632354064
CS_remote_sensing,2014,17,NA
CS_remote_sensing,2014,25,NA
CS_remote_sensing,2014,33,NA
CS_remote_sensing,2014,41,NA
CS_remote_sensing,2014,49,NA
CS_remote_sensing,2014,57,NA
CS_remote_sensing,2014,65,NA
CS_remote_sensing,2014,73,NA
CS_remote_sensing,2014,81,NA
CS_remote_sensing,2014,89,NA
CS_remote_sensing,2014,97,1.14370096613621
CS_remote_sensing,2014,105,6.97822282220625
CS_remote_sensing,2014,113,2.43072691990966
CS_remote_sensing,2014,121,1.63150337402296
CS_remote_sensing,2014,129,1.09132117987281
CS_remote_sensing,2014,137,0.534657136878271
CS_remote_sensing,2014,145,0.55107429030423
CS_remote_sensing,2014,153,0.611675765094172
CS_remote_sensing,2014,161,0.674782057148386
CS_remote_sensing,2014,169,0.535349246381767
CS_remote_sensing,2014,177,0.444703053909255
CS_remote_sensing,2014,185,0.72138155452334
CS_remote_sensing,2014,193,0.668192410876927
CS_remote_sensing,2014,201,0.827856779798235
CS_remote_sensing,2014,209,1.42150440379497
CS_remote_sensing,2014,217,1.22524643740815
CS_remote_sensing,2014,225,1.02150599532886
CS_remote_sensing,2014,233,1.17614161118884
CS_remote_sensing,2014,241,1.02458596027891
CS_remote_sensing,2014,249,1.36147455119125
CS_remote_sensing,2014,257,0.937410000907496
CS_remote_sensing,2014,265,1.35333401249343
CS_remote_sensing,2014,273,1.06167842822111
CS_remote_sensing,2014,281,0.994337862110583
CS_remote_sensing,2014,289,0.925848199700823
CS_remote_sensing,2014,297,NA
CS_remote_sensing,2014,305,NA
CS_remote_sensing,2014,313,1.77696986864815
CS_remote_sensing,2014,321,1.25699396705627
CS_remote_sensing,2014,329,NA
CS_remote_sensing,2014,337,NA
CS_remote_sensing,2014,345,NA
CS_remote_sensing,2014,353,NA
CS_remote_sensing,2014,361,NA
CS_remote_sensing,2015,1,NA
CS_remote_sensing,2015,9,1.06418134903778
CS_remote_sensing,2015,17,NA
CS_remote_sensing,2015,25,NA
CS_remote_sensing,2015,33,NA
CS_remote_sensing,2015,41,NA
CS_remote_sensing,2015,49,0.417189746396616
CS_remote_sensing,2015,57,NA
CS_remote_sensing,2015,65,NA
CS_remote_sensing,2015,73,NA
CS_remote_sensing,2015,81,NA
CS_remote_sensing,2015,89,NA
CS_remote_sensing,2015,97,NA
CS_remote_sensing,2015,105,0.428159402848519
CS_remote_sensing,2015,113,NA
CS_remote_sensing,2015,121,2.00627564968563
CS_remote_sensing,2015,129,2.07024272301032
CS_remote_sensing,2015,137,0.814770259108531
CS_remote_sensing,2015,145,0.546635924205689
CS_remote_sensing,2015,153,0.661079384294101
CS_remote_sensing,2015,161,0.65574665170869
CS_remote_sensing,2015,169,0.581768645062333
CS_remote_sensing,2015,177,0.579232388396313
CS_remote_sensing,2015,185,0.510764955731567
CS_remote_sensing,2015,193,0.713612488622304
CS_remote_sensing,2015,201,NA
CS_remote_sensing,2015,209,0.942556366257817
CS_remote_sensing,2015,217,0.848520173568918
CS_remote_sensing,2015,225,0.7691229016248
CS_remote_sensing,2015,233,1.06308625346528
CS_remote_sensing,2015,241,1.19666670385515
CS_remote_sensing,2015,249,1.29258975757238
CS_remote_sensing,2015,257,1.12704005743179
CS_remote_sensing,2015,265,1.16915327297932
CS_remote_sensing,2015,273,1.46759089137784
CS_remote_sensing,2015,281,1.43062418441775
CS_remote_sensing,2015,289,1.84427001848817
CS_remote_sensing,2015,297,1.02656725094174
CS_remote_sensing,2015,305,1.20902882938115
CS_remote_sensing,2015,313,1.00396340844645
CS_remote_sensing,2015,321,NA
CS_remote_sensing,2015,329,NA
CS_remote_sensing,2015,337,0.804082635887291
CS_remote_sensing,2015,345,NA
CS_remote_sensing,2015,353,NA
CS_remote_sensing,2015,361,NA
CS_remote_sensing,2016,1,NA
CS_remote_sensing,2016,9,NA
CS_remote_sensing,2016,17,0.683066839973132
CS_remote_sensing,2016,25,1.2530954529386
CS_remote_sensing,2016,33,NA
CS_remote_sensing,2016,41,0.789162155060933
CS_remote_sensing,2016,49,0.916502369890091
CS_remote_sensing,2016,57,NA
CS_remote_sensing,2016,65,1.74135591299362
CS_remote_sensing,2016,73,NA
CS_remote_sensing,2016,81,1.78927923017769
CS_remote_sensing,2016,89,2.33627654475565
CS_remote_sensing,2016,97,2.1971060359478
CS_remote_sensing,2016,105,1.8345428375787
CS_remote_sensing,2016,113,1.06584115596312
CS_remote_sensing,2016,121,1.76044515459201
CS_remote_sensing,2016,129,0.830042981778395
CS_remote_sensing,2016,137,0.584400690034391
CS_remote_sensing,2016,145,NA
CS_remote_sensing,2016,153,0.54553941664716
CS_remote_sensing,2016,161,0.593715075904933
CS_remote_sensing,2016,169,0.614363968221423
CS_remote_sensing,2016,177,0.556788879613846
CS_remote_sensing,2016,185,0.646579218623308
CS_remote_sensing,2016,193,0.727445871283991
CS_remote_sensing,2016,201,0.762418742640875
CS_remote_sensing,2016,209,0.889829526789998
CS_remote_sensing,2016,217,0.795849953257211
CS_remote_sensing,2016,225,1.17402067349985
CS_remote_sensing,2016,233,1.10229300955931
CS_remote_sensing,2016,241,1.41242410528353
CS_remote_sensing,2016,249,1.22358922218514
CS_remote_sensing,2016,257,1.02208801605343
CS_remote_sensing,2016,265,1.22590645656434
CS_remote_sensing,2016,273,1.25718797992985
CS_remote_sensing,2016,281,1.30346612590333
CS_remote_sensing,2016,289,3.69515404406689
CS_remote_sensing,2016,297,3.53255137966739
CS_remote_sensing,2016,305,1.51901461068935
CS_remote_sensing,2016,313,3.54910599676348
CS_remote_sensing,2016,321,NA
CS_remote_sensing,2016,329,NA
CS_remote_sensing,2016,337,NA
CS_remote_sensing,2016,345,NA
CS_remote_sensing,2016,353,NA
CS_remote_sensing,2016,361,NA
CS_remote_sensing,2017,1,NA
CS_remote_sensing,2017,9,1.41602444619525
CS_remote_sensing,2017,17,1.08492480292916
CS_remote_sensing,2017,25,0.762982862995668
CS_remote_sensing,2017,33,NA
CS_remote_sensing,2017,41,NA
