year,area,density_gradient_0_50,temperature_at_sea_floor,cold_intermediate_layer_volume,minimum_temperature_in_cold_intermediate_layer,north_atlantic_oscillation,sea_surface_temperature_from_satellite,month,river_flux
1968,NA,NA,NA,NA,NA,0.04999999999999999,NA,NA,NA
1969,NA,NA,NA,NA,NA,-0.9900000000000001,NA,NA,NA
1970,NA,NA,NA,NA,NA,-0.17000000000000004,NA,NA,NA
1971,NA,NA,NA,NA,NA,-0.38,NA,NA,NA
1972,NA,NA,NA,NA,NA,0.83,NA,NA,NA
1973,NA,NA,NA,NA,NA,0.69,NA,NA,NA
1974,NA,NA,NA,NA,NA,0.72,NA,NA,NA
1975,NA,NA,NA,NA,NA,0.5599999999999999,NA,NA,NA
1976,NA,NA,NA,NA,NA,0.71,NA,NA,NA
1977,NA,NA,NA,NA,NA,-0.64,NA,NA,NA
1978,NA,NA,NA,NA,NA,-0.11000000000000004,NA,NA,NA
1979,NA,NA,NA,NA,NA,-0.36,NA,NA,NA
1980,NA,NA,NA,NA,NA,0.35,NA,NA,NA
1981,NA,NA,NA,NA,NA,0.57,NA,NA,NA
1982,NA,NA,NA,NA,NA,0.7,NA,NA,NA
1983,NA,NA,NA,NA,NA,1.2999999999999998,NA,NA,NA
1984,NA,NA,NA,NA,NA,0.9199999999999999,NA,NA,NA
1985,NA,NA,NA,NA,NA,-0.13,NA,NA,NA
1986,NA,NA,NA,NA,NA,0.86,NA,NA,NA
1987,NA,NA,NA,NA,NA,0.15999999999999998,NA,NA,NA
1988,NA,NA,NA,NA,NA,0.83,NA,NA,NA
1989,NA,NA,NA,NA,NA,1.7599999999999998,NA,NA,NA
1990,NA,NA,NA,NA,NA,1.04,NA,NA,NA
1991,NA,NA,NA,NA,NA,0.83,NA,NA,NA
1992,NA,NA,NA,NA,NA,0.9199999999999999,NA,NA,NA
1993,NA,NA,NA,NA,NA,1.1600000000000001,NA,NA,NA
1994,NA,NA,NA,NA,NA,1.4300000000000002,NA,NA,NA
1995,NA,NA,NA,NA,NA,1.69,NA,NA,NA
1996,NA,NA,NA,NA,NA,-0.17000000000000004,NA,NA,NA
1997,NA,NA,NA,NA,NA,0.6699999999999999,NA,NA,NA
1998,NA,NA,NA,NA,NA,0.39999999999999997,NA,NA,NA
1999,NA,NA,NA,NA,NA,0.89,NA,NA,NA
2000,NA,NA,NA,NA,NA,1.52,NA,NA,NA
2001,NA,NA,NA,NA,NA,0.06999999999999995,NA,NA,NA
2002,NA,NA,NA,NA,NA,0.7,NA,NA,NA
2003,NA,NA,NA,NA,NA,0.38999999999999996,NA,NA,NA
2004,NA,NA,NA,NA,NA,0.6599999999999999,NA,NA,NA
2005,NA,NA,NA,NA,NA,0.5599999999999999,NA,NA,NA
2006,NA,NA,NA,NA,NA,0.10999999999999999,NA,NA,NA
2007,NA,NA,NA,NA,NA,0.98,NA,NA,NA
2008,NA,NA,NA,NA,NA,0.86,NA,NA,NA
2009,NA,NA,NA,NA,NA,0.43,NA,NA,NA
2010,NA,NA,NA,NA,NA,-1.13,NA,NA,NA
2011,NA,NA,NA,NA,NA,-0.010000000000000009,NA,NA,NA
2012,NA,NA,NA,NA,NA,1.69,NA,NA,NA
2013,NA,NA,NA,NA,NA,-0.030000000000000027,NA,NA,NA
2014,NA,NA,NA,NA,NA,1.19,NA,NA,NA
2015,NA,NA,NA,NA,NA,1.9500000000000002,NA,NA,NA
2016,NA,NA,NA,NA,NA,1.52,NA,NA,NA
2017,NA,NA,NA,NA,NA,1.03,NA,NA,NA
2018,NA,NA,NA,NA,NA,1.0899999999999999,NA,NA,NA
2019,NA,NA,NA,NA,NA,1.03,NA,NA,NA
2020,NA,NA,NA,NA,NA,1.5499999999999998,NA,NA,NA
1981,4Vn,NA,NA,NA,NA,NA,5.867,NA,NA
1982,4Vn,NA,NA,NA,NA,NA,6.128,NA,NA
1983,4Vn,NA,NA,NA,NA,NA,6.902,NA,NA
1984,4Vn,NA,NA,NA,NA,NA,6.37,NA,NA
1985,4Vn,NA,NA,NA,NA,NA,5.742,NA,NA
1986,4Vn,NA,NA,NA,NA,NA,5.8870000000000005,NA,NA
1987,4Vn,NA,NA,NA,NA,NA,6.381,NA,NA
1988,4Vn,NA,NA,NA,NA,NA,5.956,NA,NA
1989,4Vn,NA,NA,NA,NA,NA,5.691,NA,NA
1990,4Vn,NA,NA,NA,NA,NA,5.639,NA,NA
1991,4Vn,NA,NA,NA,NA,NA,5.678,NA,NA
1992,4Vn,NA,NA,NA,NA,NA,5.447,NA,NA
1993,4Vn,NA,NA,NA,NA,NA,6.15,NA,NA
1994,4Vn,NA,NA,NA,NA,NA,6.851,NA,NA
1995,4Vn,NA,NA,NA,NA,NA,6.479,NA,NA
1996,4Vn,NA,NA,NA,NA,NA,6.51,NA,NA
1997,4Vn,NA,NA,NA,NA,NA,5.904,NA,NA
1998,4Vn,NA,NA,NA,NA,NA,6.7330000000000005,NA,NA
1999,4Vn,NA,NA,NA,NA,NA,7.172,NA,NA
2000,4Vn,NA,NA,NA,NA,NA,6.6850000000000005,NA,NA
2001,4Vn,NA,NA,NA,NA,NA,6.912,NA,NA
2002,4Vn,NA,NA,NA,NA,NA,5.898,NA,NA
2003,4Vn,NA,NA,NA,NA,NA,6.551,NA,NA
2004,4Vn,NA,NA,NA,NA,NA,6.216,NA,NA
2005,4Vn,NA,NA,NA,NA,NA,6.673,NA,NA
2006,4Vn,NA,NA,NA,NA,NA,7.0920000000000005,NA,NA
2007,4Vn,NA,NA,NA,NA,NA,6.249,NA,NA
2008,4Vn,NA,NA,NA,NA,NA,6.493,NA,NA
2009,4Vn,NA,NA,NA,NA,NA,6.327,NA,NA
2010,4Vn,NA,NA,NA,NA,NA,6.788,NA,NA
2011,4Vn,NA,NA,NA,NA,NA,6.479,NA,NA
2012,4Vn,NA,NA,NA,NA,NA,7.55,NA,NA
2013,4Vn,NA,NA,NA,NA,NA,6.925,NA,NA
2014,4Vn,NA,NA,NA,NA,NA,6.384,NA,NA
2015,4Vn,NA,NA,NA,NA,NA,6.345,NA,NA
2016,4Vn,NA,NA,NA,NA,NA,6.767,NA,NA
2017,4Vn,NA,NA,NA,NA,NA,6.909,NA,NA
2018,4Vn,NA,NA,NA,NA,NA,5.969,NA,NA
2019,4Vn,NA,NA,NA,NA,NA,5.731,NA,NA
2020,4Vn,NA,NA,NA,NA,NA,6.238,NA,NA
1981,4Vs,NA,NA,NA,NA,NA,7.17,NA,NA
1982,4Vs,NA,NA,NA,NA,NA,6.62,NA,NA
1983,4Vs,NA,NA,NA,NA,NA,7.88,NA,NA
1984,4Vs,NA,NA,NA,NA,NA,7.97,NA,NA
1985,4Vs,NA,NA,NA,NA,NA,6.24,NA,NA
1986,4Vs,NA,NA,NA,NA,NA,6.52,NA,NA
1987,4Vs,NA,NA,NA,NA,NA,7.26,NA,NA
1988,4Vs,NA,NA,NA,NA,NA,6.97,NA,NA
1989,4Vs,NA,NA,NA,NA,NA,6.97,NA,NA
1990,4Vs,NA,NA,NA,NA,NA,6.37,NA,NA
1991,4Vs,NA,NA,NA,NA,NA,6.62,NA,NA
1992,4Vs,NA,NA,NA,NA,NA,6.7,NA,NA
1993,4Vs,NA,NA,NA,NA,NA,7.41,NA,NA
1994,4Vs,NA,NA,NA,NA,NA,7.86,NA,NA
1995,4Vs,NA,NA,NA,NA,NA,7.44,NA,NA
1996,4Vs,NA,NA,NA,NA,NA,7.23,NA,NA
1997,4Vs,NA,NA,NA,NA,NA,6.85,NA,NA
1998,4Vs,NA,NA,NA,NA,NA,7.890000000000001,NA,NA
1999,4Vs,NA,NA,NA,NA,NA,8.43,NA,NA
2000,4Vs,NA,NA,NA,NA,NA,8.11,NA,NA
2001,4Vs,NA,NA,NA,NA,NA,7.67,NA,NA
2002,4Vs,NA,NA,NA,NA,NA,7.07,NA,NA
2003,4Vs,NA,NA,NA,NA,NA,7.47,NA,NA
2004,4Vs,NA,NA,NA,NA,NA,7.16,NA,NA
2005,4Vs,NA,NA,NA,NA,NA,8.04,NA,NA
2006,4Vs,NA,NA,NA,NA,NA,8.03,NA,NA
2007,4Vs,NA,NA,NA,NA,NA,7.21,NA,NA
2008,4Vs,NA,NA,NA,NA,NA,7.21,NA,NA
2009,4Vs,NA,NA,NA,NA,NA,7.41,NA,NA
2010,4Vs,NA,NA,NA,NA,NA,7.82,NA,NA
2011,4Vs,NA,NA,NA,NA,NA,7.46,NA,NA
2012,4Vs,NA,NA,NA,NA,NA,8.73,NA,NA
2013,4Vs,NA,NA,NA,NA,NA,8.24,NA,NA
2014,4Vs,NA,NA,NA,NA,NA,7.97,NA,NA
2015,4Vs,NA,NA,NA,NA,NA,7.86,NA,NA
2016,4Vs,NA,NA,NA,NA,NA,8.29,NA,NA
2017,4Vs,NA,NA,NA,NA,NA,7.83,NA,NA
2018,4Vs,NA,NA,NA,NA,NA,7.3100000000000005,NA,NA
2019,4Vs,NA,NA,NA,NA,NA,6.7,NA,NA
2020,4Vs,NA,NA,NA,NA,NA,7.78,NA,NA
1981,4W,NA,NA,NA,NA,NA,8.07,NA,NA
1982,4W,NA,NA,NA,NA,NA,7.63,NA,NA
1983,4W,NA,NA,NA,NA,NA,8.78,NA,NA
1984,4W,NA,NA,NA,NA,NA,8.75,NA,NA
1985,4W,NA,NA,NA,NA,NA,7.45,NA,NA
1986,4W,NA,NA,NA,NA,NA,7.46,NA,NA
1987,4W,NA,NA,NA,NA,NA,8.12,NA,NA
1988,4W,NA,NA,NA,NA,NA,7.72,NA,NA
1989,4W,NA,NA,NA,NA,NA,7.8,NA,NA
1990,4W,NA,NA,NA,NA,NA,7.45,NA,NA
1991,4W,NA,NA,NA,NA,NA,7.82,NA,NA
1992,4W,NA,NA,NA,NA,NA,7.72,NA,NA
1993,4W,NA,NA,NA,NA,NA,8.53,NA,NA
1994,4W,NA,NA,NA,NA,NA,9.14,NA,NA
1995,4W,NA,NA,NA,NA,NA,8.56,NA,NA
1996,4W,NA,NA,NA,NA,NA,8.22,NA,NA
1997,4W,NA,NA,NA,NA,NA,7.92,NA,NA
1998,4W,NA,NA,NA,NA,NA,8.55,NA,NA
1999,4W,NA,NA,NA,NA,NA,9.56,NA,NA
2000,4W,NA,NA,NA,NA,NA,9.18,NA,NA
2001,4W,NA,NA,NA,NA,NA,8.64,NA,NA
2002,4W,NA,NA,NA,NA,NA,8.38,NA,NA
2003,4W,NA,NA,NA,NA,NA,8.48,NA,NA
2004,4W,NA,NA,NA,NA,NA,8.09,NA,NA
2005,4W,NA,NA,NA,NA,NA,8.870000000000001,NA,NA
2006,4W,NA,NA,NA,NA,NA,9.120000000000001,NA,NA
2007,4W,NA,NA,NA,NA,NA,8.09,NA,NA
2008,4W,NA,NA,NA,NA,NA,8.22,NA,NA
2009,4W,NA,NA,NA,NA,NA,8.41,NA,NA
2010,4W,NA,NA,NA,NA,NA,8.95,NA,NA
2011,4W,NA,NA,NA,NA,NA,8.6,NA,NA
2012,4W,NA,NA,NA,NA,NA,9.86,NA,NA
2013,4W,NA,NA,NA,NA,NA,9.31,NA,NA
2014,4W,NA,NA,NA,NA,NA,9.120000000000001,NA,NA
2015,4W,NA,NA,NA,NA,NA,8.98,NA,NA
2016,4W,NA,NA,NA,NA,NA,9.370000000000001,NA,NA
2017,4W,NA,NA,NA,NA,NA,8.97,NA,NA
2018,4W,NA,NA,NA,NA,NA,8.97,NA,NA
2019,4W,NA,NA,NA,NA,NA,7.84,NA,NA
2020,4W,NA,NA,NA,NA,NA,8.57,NA,NA
1981,4XeGoM+BoF,NA,NA,NA,NA,NA,7.53,NA,NA
1982,4XeGoM+BoF,NA,NA,NA,NA,NA,7.34,NA,NA
1983,4XeGoM+BoF,NA,NA,NA,NA,NA,7.86,NA,NA
1984,4XeGoM+BoF,NA,NA,NA,NA,NA,8.09,NA,NA
1985,4XeGoM+BoF,NA,NA,NA,NA,NA,7.62,NA,NA
1986,4XeGoM+BoF,NA,NA,NA,NA,NA,7.76,NA,NA
1987,4XeGoM+BoF,NA,NA,NA,NA,NA,7.09,NA,NA
1988,4XeGoM+BoF,NA,NA,NA,NA,NA,7.19,NA,NA
1989,4XeGoM+BoF,NA,NA,NA,NA,NA,7.08,NA,NA
1990,4XeGoM+BoF,NA,NA,NA,NA,NA,7.33,NA,NA
1991,4XeGoM+BoF,NA,NA,NA,NA,NA,7.26,NA,NA
1992,4XeGoM+BoF,NA,NA,NA,NA,NA,6.53,NA,NA
1993,4XeGoM+BoF,NA,NA,NA,NA,NA,7.62,NA,NA
1994,4XeGoM+BoF,NA,NA,NA,NA,NA,8.92,NA,NA
1995,4XeGoM+BoF,NA,NA,NA,NA,NA,8.1,NA,NA
1996,4XeGoM+BoF,NA,NA,NA,NA,NA,7.63,NA,NA
1997,4XeGoM+BoF,NA,NA,NA,NA,NA,7.95,NA,NA
1998,4XeGoM+BoF,NA,NA,NA,NA,NA,7.66,NA,NA
1999,4XeGoM+BoF,NA,NA,NA,NA,NA,8.8,NA,NA
2000,4XeGoM+BoF,NA,NA,NA,NA,NA,8.69,NA,NA
2001,4XeGoM+BoF,NA,NA,NA,NA,NA,7.84,NA,NA
2002,4XeGoM+BoF,NA,NA,NA,NA,NA,8.5,NA,NA
2003,4XeGoM+BoF,NA,NA,NA,NA,NA,7.63,NA,NA
2004,4XeGoM+BoF,NA,NA,NA,NA,NA,7.22,NA,NA
2005,4XeGoM+BoF,NA,NA,NA,NA,NA,7.6,NA,NA
2006,4XeGoM+BoF,NA,NA,NA,NA,NA,8.54,NA,NA
2007,4XeGoM+BoF,NA,NA,NA,NA,NA,7.62,NA,NA
2008,4XeGoM+BoF,NA,NA,NA,NA,NA,7.94,NA,NA
2009,4XeGoM+BoF,NA,NA,NA,NA,NA,8.15,NA,NA
2010,4XeGoM+BoF,NA,NA,NA,NA,NA,8.42,NA,NA
2011,4XeGoM+BoF,NA,NA,NA,NA,NA,8.38,NA,NA
2012,4XeGoM+BoF,NA,NA,NA,NA,NA,9.56,NA,NA
2013,4XeGoM+BoF,NA,NA,NA,NA,NA,8.75,NA,NA
2014,4XeGoM+BoF,NA,NA,NA,NA,NA,8.64,NA,NA
2015,4XeGoM+BoF,NA,NA,NA,NA,NA,8.41,NA,NA
2016,4XeGoM+BoF,NA,NA,NA,NA,NA,9.23,NA,NA
2017,4XeGoM+BoF,NA,NA,NA,NA,NA,8.55,NA,NA
2018,4XeGoM+BoF,NA,NA,NA,NA,NA,8.91,NA,NA
2019,4XeGoM+BoF,NA,NA,NA,NA,NA,7.92,NA,NA
2020,4XeGoM+BoF,NA,NA,NA,NA,NA,8.43,NA,NA
1981,4XSS,NA,NA,NA,NA,NA,8.4,NA,NA
1982,4XSS,NA,NA,NA,NA,NA,7.539999999999999,NA,NA
1983,4XSS,NA,NA,NA,NA,NA,8.99,NA,NA
1984,4XSS,NA,NA,NA,NA,NA,8.23,NA,NA
1985,4XSS,NA,NA,NA,NA,NA,7.3,NA,NA
1986,4XSS,NA,NA,NA,NA,NA,7.56,NA,NA
1987,4XSS,NA,NA,NA,NA,NA,7.6,NA,NA
1988,4XSS,NA,NA,NA,NA,NA,7.06,NA,NA
1989,4XSS,NA,NA,NA,NA,NA,7.4399999999999995,NA,NA
1990,4XSS,NA,NA,NA,NA,NA,7.6,NA,NA
1991,4XSS,NA,NA,NA,NA,NA,7.449999999999999,NA,NA
1992,4XSS,NA,NA,NA,NA,NA,7.119999999999999,NA,NA
1993,4XSS,NA,NA,NA,NA,NA,8.129999999999999,NA,NA
1994,4XSS,NA,NA,NA,NA,NA,8.57,NA,NA
1995,4XSS,NA,NA,NA,NA,NA,8.49,NA,NA
1996,4XSS,NA,NA,NA,NA,NA,7.869999999999999,NA,NA
1997,4XSS,NA,NA,NA,NA,NA,7.77,NA,NA
1998,4XSS,NA,NA,NA,NA,NA,8.03,NA,NA
1999,4XSS,NA,NA,NA,NA,NA,8.84,NA,NA
2000,4XSS,NA,NA,NA,NA,NA,8.809999999999999,NA,NA
2001,4XSS,NA,NA,NA,NA,NA,8.19,NA,NA
2002,4XSS,NA,NA,NA,NA,NA,8.43,NA,NA
2003,4XSS,NA,NA,NA,NA,NA,7.779999999999999,NA,NA
2004,4XSS,NA,NA,NA,NA,NA,7.909999999999999,NA,NA
2005,4XSS,NA,NA,NA,NA,NA,8.25,NA,NA
2006,4XSS,NA,NA,NA,NA,NA,8.68,NA,NA
2007,4XSS,NA,NA,NA,NA,NA,7.67,NA,NA
2008,4XSS,NA,NA,NA,NA,NA,8.16,NA,NA
2009,4XSS,NA,NA,NA,NA,NA,8.23,NA,NA
2010,4XSS,NA,NA,NA,NA,NA,8.66,NA,NA
2011,4XSS,NA,NA,NA,NA,NA,8.53,NA,NA
2012,4XSS,NA,NA,NA,NA,NA,9.77,NA,NA
2013,4XSS,NA,NA,NA,NA,NA,8.61,NA,NA
2014,4XSS,NA,NA,NA,NA,NA,8.49,NA,NA
2015,4XSS,NA,NA,NA,NA,NA,8.709999999999999,NA,NA
2016,4XSS,NA,NA,NA,NA,NA,9.16,NA,NA
2017,4XSS,NA,NA,NA,NA,NA,8.86,NA,NA
2018,4XSS,NA,NA,NA,NA,NA,8.76,NA,NA
2019,4XSS,NA,NA,NA,NA,NA,7.779999999999999,NA,NA
2020,4XSS,NA,NA,NA,NA,NA,8.1,NA,NA
2021,NA,NA,NA,NA,NA,NA,NA,01,
2021,NA,NA,NA,NA,NA,NA,NA,02,
2021,NA,NA,NA,NA,NA,NA,NA,03,
2021,NA,NA,NA,NA,NA,NA,NA,04,
2021,NA,NA,NA,NA,NA,NA,NA,05,
2021,NA,NA,NA,NA,NA,NA,NA,06,
2021,NA,NA,NA,NA,NA,NA,NA,07,
2021,NA,NA,NA,NA,NA,NA,NA,08,
2021,NA,NA,NA,NA,NA,NA,NA,09,
2021,NA,NA,NA,NA,NA,NA,NA,10,
2021,NA,NA,NA,NA,NA,NA,NA,11,
2021,NA,NA,NA,NA,NA,NA,NA,12,
2020,NA,NA,NA,NA,NA,NA,NA,01,13467
2020,NA,NA,NA,NA,NA,NA,NA,02,11726
2020,NA,NA,NA,NA,NA,NA,NA,03,14943
2020,NA,NA,NA,NA,NA,NA,NA,04,19394
2020,NA,NA,NA,NA,NA,NA,NA,05,15449
2020,NA,NA,NA,NA,NA,NA,NA,06,12979
2020,NA,NA,NA,NA,NA,NA,NA,07,11735
2020,NA,NA,NA,NA,NA,NA,NA,08,11427
2020,NA,NA,NA,NA,NA,NA,NA,09,10419
2020,NA,NA,NA,NA,NA,NA,NA,10,11759
2020,NA,NA,NA,NA,NA,NA,NA,11,11497
2020,NA,NA,NA,NA,NA,NA,NA,12,
2019,NA,NA,NA,NA,NA,NA,NA,01,12520
2019,NA,NA,NA,NA,NA,NA,NA,02,11390
2019,NA,NA,NA,NA,NA,NA,NA,03,11778
2019,NA,NA,NA,NA,NA,NA,NA,04,18940
2019,NA,NA,NA,NA,NA,NA,NA,05,21986
2019,NA,NA,NA,NA,NA,NA,NA,06,16989
2019,NA,NA,NA,NA,NA,NA,NA,07,12950
2019,NA,NA,NA,NA,NA,NA,NA,08,11406
2019,NA,NA,NA,NA,NA,NA,NA,09,11177
2019,NA,NA,NA,NA,NA,NA,NA,10,12685
2019,NA,NA,NA,NA,NA,NA,NA,11,13391
2019,NA,NA,NA,NA,NA,NA,NA,12,11278
2018,NA,NA,NA,NA,NA,NA,NA,01,10660
2018,NA,NA,NA,NA,NA,NA,NA,02,11662
2018,NA,NA,NA,NA,NA,NA,NA,03,17524
2018,NA,NA,NA,NA,NA,NA,NA,04,15895
2018,NA,NA,NA,NA,NA,NA,NA,05,17765
2018,NA,NA,NA,NA,NA,NA,NA,06,13418
2018,NA,NA,NA,NA,NA,NA,NA,07,10929
2018,NA,NA,NA,NA,NA,NA,NA,08,10954
2018,NA,NA,NA,NA,NA,NA,NA,09,11217
2018,NA,NA,NA,NA,NA,NA,NA,10,12300
2018,NA,NA,NA,NA,NA,NA,NA,11,13308
2018,NA,NA,NA,NA,NA,NA,NA,12,13011
2017,NA,NA,NA,NA,NA,NA,NA,01,10912
2017,NA,NA,NA,NA,NA,NA,NA,02,12065
2017,NA,NA,NA,NA,NA,NA,NA,03,13970
2017,NA,NA,NA,NA,NA,NA,NA,04,22310
2017,NA,NA,NA,NA,NA,NA,NA,05,24574
2017,NA,NA,NA,NA,NA,NA,NA,06,16193
2017,NA,NA,NA,NA,NA,NA,NA,07,13774
2017,NA,NA,NA,NA,NA,NA,NA,08,11812
2017,NA,NA,NA,NA,NA,NA,NA,09,11740
2017,NA,NA,NA,NA,NA,NA,NA,10,10908
2017,NA,NA,NA,NA,NA,NA,NA,11,12874
2017,NA,NA,NA,NA,NA,NA,NA,12,10573
2016,NA,NA,NA,NA,NA,NA,NA,01,10955
2016,NA,NA,NA,NA,NA,NA,NA,02,11785
2016,NA,NA,NA,NA,NA,NA,NA,03,14505
2016,NA,NA,NA,NA,NA,NA,NA,04,16662
2016,NA,NA,NA,NA,NA,NA,NA,05,16393
2016,NA,NA,NA,NA,NA,NA,NA,06,13536
2016,NA,NA,NA,NA,NA,NA,NA,07,10959
2016,NA,NA,NA,NA,NA,NA,NA,08,10244
2016,NA,NA,NA,NA,NA,NA,NA,09,10149
2016,NA,NA,NA,NA,NA,NA,NA,10,11100
2016,NA,NA,NA,NA,NA,NA,NA,11,11290
2016,NA,NA,NA,NA,NA,NA,NA,12,11359
2015,NA,NA,NA,NA,NA,NA,NA,01,9482
2015,NA,NA,NA,NA,NA,NA,NA,02,10962
2015,NA,NA,NA,NA,NA,NA,NA,03,9315
2015,NA,NA,NA,NA,NA,NA,NA,04,13413
2015,NA,NA,NA,NA,NA,NA,NA,05,11788
2015,NA,NA,NA,NA,NA,NA,NA,06,11463
2015,NA,NA,NA,NA,NA,NA,NA,07,11873
2015,NA,NA,NA,NA,NA,NA,NA,08,11444
2015,NA,NA,NA,NA,NA,NA,NA,09,10769
2015,NA,NA,NA,NA,NA,NA,NA,10,10363
2015,NA,NA,NA,NA,NA,NA,NA,11,10782
2015,NA,NA,NA,NA,NA,NA,NA,12,11960
2014,NA,NA,NA,NA,NA,NA,NA,01,9698
2014,NA,NA,NA,NA,NA,NA,NA,02,10349
2014,NA,NA,NA,NA,NA,NA,NA,03,10415
2014,NA,NA,NA,NA,NA,NA,NA,04,17183
2014,NA,NA,NA,NA,NA,NA,NA,05,19466
2014,NA,NA,NA,NA,NA,NA,NA,06,14184
2014,NA,NA,NA,NA,NA,NA,NA,07,11113
2014,NA,NA,NA,NA,NA,NA,NA,08,11220
2014,NA,NA,NA,NA,NA,NA,NA,09,10562
2014,NA,NA,NA,NA,NA,NA,NA,10,12853
2014,NA,NA,NA,NA,NA,NA,NA,11,11832
2014,NA,NA,NA,NA,NA,NA,NA,12,11879
2013,NA,NA,NA,NA,NA,NA,NA,01,9329
2013,NA,NA,NA,NA,NA,NA,NA,02,11356
2013,NA,NA,NA,NA,NA,NA,NA,03,13665
2013,NA,NA,NA,NA,NA,NA,NA,04,14366
2013,NA,NA,NA,NA,NA,NA,NA,05,16546
2013,NA,NA,NA,NA,NA,NA,NA,06,14890
2013,NA,NA,NA,NA,NA,NA,NA,07,11560
2013,NA,NA,NA,NA,NA,NA,NA,08,10339
2013,NA,NA,NA,NA,NA,NA,NA,09,10873
2013,NA,NA,NA,NA,NA,NA,NA,10,10044
2013,NA,NA,NA,NA,NA,NA,NA,11,10857
2013,NA,NA,NA,NA,NA,NA,NA,12,11253
2012,NA,NA,NA,NA,NA,NA,NA,01,98858
2012,NA,NA,NA,NA,NA,NA,NA,02,10932
2012,NA,NA,NA,NA,NA,NA,NA,03,14407
2012,NA,NA,NA,NA,NA,NA,NA,04,14712
2012,NA,NA,NA,NA,NA,NA,NA,05,12567
2012,NA,NA,NA,NA,NA,NA,NA,06,11923
2012,NA,NA,NA,NA,NA,NA,NA,07,9805
2012,NA,NA,NA,NA,NA,NA,NA,08,9787
2012,NA,NA,NA,NA,NA,NA,NA,09,9439
2012,NA,NA,NA,NA,NA,NA,NA,10,10984
2012,NA,NA,NA,NA,NA,NA,NA,11,10114
2012,NA,NA,NA,NA,NA,NA,NA,12,10933
2011,NA,NA,NA,NA,NA,NA,NA,01,11576
2011,NA,NA,NA,NA,NA,NA,NA,02,10708
2011,NA,NA,NA,NA,NA,NA,NA,03,12843
2011,NA,NA,NA,NA,NA,NA,NA,04,16197
2011,NA,NA,NA,NA,NA,NA,NA,05,21925
2011,NA,NA,NA,NA,NA,NA,NA,06,15707
2011,NA,NA,NA,NA,NA,NA,NA,07,12364
2011,NA,NA,NA,NA,NA,NA,NA,08,13115
2011,NA,NA,NA,NA,NA,NA,NA,09,11290
2011,NA,NA,NA,NA,NA,NA,NA,10,12001
2011,NA,NA,NA,NA,NA,NA,NA,11,10213
2011,NA,NA,NA,NA,NA,NA,NA,12,10714
2010,NA,NA,NA,NA,NA,NA,NA,01,11001
2010,NA,NA,NA,NA,NA,NA,NA,02,11957
2010,NA,NA,NA,NA,NA,NA,NA,03,13894
2010,NA,NA,NA,NA,NA,NA,NA,04,13612
2010,NA,NA,NA,NA,NA,NA,NA,05,10635
2010,NA,NA,NA,NA,NA,NA,NA,06,10083
2010,NA,NA,NA,NA,NA,NA,NA,07,9933
2010,NA,NA,NA,NA,NA,NA,NA,08,9680
2010,NA,NA,NA,NA,NA,NA,NA,09,10629
2010,NA,NA,NA,NA,NA,NA,NA,10,12766
2010,NA,NA,NA,NA,NA,NA,NA,11,11864
2010,NA,NA,NA,NA,NA,NA,NA,12,14244
2009,NA,NA,NA,NA,NA,NA,NA,01,9855
2009,NA,NA,NA,NA,NA,NA,NA,02,11210
2009,NA,NA,NA,NA,NA,NA,NA,03,12157
2009,NA,NA,NA,NA,NA,NA,NA,04,17928
2009,NA,NA,NA,NA,NA,NA,NA,05,13831
2009,NA,NA,NA,NA,NA,NA,NA,06,13577
2009,NA,NA,NA,NA,NA,NA,NA,07,13836
2009,NA,NA,NA,NA,NA,NA,NA,08,11133
2009,NA,NA,NA,NA,NA,NA,NA,09,9828
2009,NA,NA,NA,NA,NA,NA,NA,10,11107
2009,NA,NA,NA,NA,NA,NA,NA,11,10542
2009,NA,NA,NA,NA,NA,NA,NA,12,10989
2008,NA,NA,NA,NA,NA,NA,NA,01,10521
2008,NA,NA,NA,NA,NA,NA,NA,02,10957
2008,NA,NA,NA,NA,NA,NA,NA,03,11972
2008,NA,NA,NA,NA,NA,NA,NA,04,17566
2008,NA,NA,NA,NA,NA,NA,NA,05,16773
2008,NA,NA,NA,NA,NA,NA,NA,06,14324
2008,NA,NA,NA,NA,NA,NA,NA,07,12611
2008,NA,NA,NA,NA,NA,NA,NA,08,14234
2008,NA,NA,NA,NA,NA,NA,NA,09,10443
2008,NA,NA,NA,NA,NA,NA,NA,10,9596
2008,NA,NA,NA,NA,NA,NA,NA,11,11293
2008,NA,NA,NA,NA,NA,NA,NA,12,9836
2007,NA,NA,NA,NA,NA,NA,NA,01,10358
2007,NA,NA,NA,NA,NA,NA,NA,02,9899
2007,NA,NA,NA,NA,NA,NA,NA,03,12775
2007,NA,NA,NA,NA,NA,NA,NA,04,15293
2007,NA,NA,NA,NA,NA,NA,NA,05,12571
2007,NA,NA,NA,NA,NA,NA,NA,06,11726
2007,NA,NA,NA,NA,NA,NA,NA,07,10363
2007,NA,NA,NA,NA,NA,NA,NA,08,9634
2007,NA,NA,NA,NA,NA,NA,NA,09,9130
2007,NA,NA,NA,NA,NA,NA,NA,10,9926
2007,NA,NA,NA,NA,NA,NA,NA,11,9672
2007,NA,NA,NA,NA,NA,NA,NA,12,9772
2006,NA,NA,NA,NA,NA,NA,NA,01,11382
2006,NA,NA,NA,NA,NA,NA,NA,02,11834
