year,section_name,depth_m,mean_TA_umolkg,mean_DIC_umolkg,mean_pH_total,mean_pCO2_uatm,mean_substrate_inhibitor_ratio,mean_omega_aragonite,mean_omega_calcite,mean_carbonate_system_vulnerability_index
2019,Halifax_Line,0,2246.740554715132,2021.769615347658,8.121365670483314,324.0080042673006,0.2950535954447548,2.380330587239559,3.723278738415238,219.1968868672474
2019,Louisbourg,0,2149.68168366418,1995.680508625274,8.079656151539357,350.3250535918355,0.2610531957717242,1.720498842208813,2.734488399444095,153.7963200738937
2019,Portsmouth_Line,0,2179.608640752469,2020.310647563532,8.013404810146769,423.3820789295406,0.2313585486582472,1.770477951642333,2.788706202816025,152.9650168177996
2019,Yarmouth_Line,0,2178.539287687659,2046.683178154418,7.950801087982042,496.7027279382716,0.2032467421883517,1.519900863585675,2.397594482156911,126.0082478945835
2020,Browns_Bank,0,2197.03393058571,2030.272527294534,8.038148340834718,399.1960480260977,0.2449240818662956,1.839361728030089,2.9012979180794,167.1045342197781
2020,Cabot_Strait,0,2151.086589335902,2017.279082779207,8.0603653114949,365.8388856747102,0.2507052098873615,1.531306783907567,2.443608105656506,133.4118320888124
2020,Halifax_Line,0,2256.217215951855,2057.865471256324,8.053641307450484,391.457139819196,0.2582121393215583,2.10937683833803,3.308469923091535,189.6085049804827
2020,Louisbourg,0,2161.819018230059,2004.596205796539,8.064281760718758,368.3831843556307,0.2541586690215856,1.758387090073899,2.7894810527506,157.2862460764923
2020,Northeast_Channel,0,2200.086168917394,2019.487128983242,7.996552130677681,451.9853799960239,0.225991962516724,2.012095523067227,3.146051685835966,180.64103805667
2020,Portsmouth_Line,0,2199.15076562667,2056.458601437458,8.034716011417592,403.2699545734718,0.2434417311524222,1.657967048028457,2.63180580420587,150.5722927084115
2020,St_Anns_Bank,0,-999,-999,-999,-999,-999,-999,-999,-999
2021,Browns_Bank,0,2205.452032021338,2037.246090259668,8.021040502095627,415.8024176027239,0.2371806954837652,1.815252334978465,2.855963307119848,168.6654642197782
2021,Cabot_Strait,0,2105.322351981243,1961.111521975446,8.021380736603293,404.3914561827266,0.2279583335376106,1.656387491169804,2.622005749848789,143.8980151862191
2021,Gully,0,-999,-999,-999,-999,-999,-999,-999,-999
2021,Halifax_Line,0,2236.392851567595,2020.975708547288,8.035124404535152,408.8458922056262,0.2476928853021287,2.323642035643068,3.609850074521095,206.0625764324363
2021,Laurentian_Channel_Mouth,0,2130.25998316809,1963.682882228518,7.978894110634479,464.7228467438446,0.2119865717779008,1.913205793884334,2.996545410458453,166.432230010616
2021,Louisbourg,0,2117.733002363615,1974.062349180748,7.994134676392984,437.1078844272918,0.2171897139000707,1.665221295461854,2.62870047073555,143.6520599464531
2021,Northeast_Channel,0,2195.916355343986,1977.622228244024,8.0317721915488125,412.1510540002001,0.2421011213513614,2.427244616984464,3.765153243712136,218.2648737966677
2021,Portsmouth_Line,0,2182.757612113601,1992.326078020647,8.086613540610387,348.7891461816633,0.2671167744958982,2.04701128729312,3.224582088757428,185.2070188901471
2021,Yarmouth_Line,0,2190.718858941008,2039.210021907671,8.00936277910528,427.6655599345996,0.2304627706468506,1.70066301827932,2.684782392554621,147.736480440667
2022,Cabot_Strait,0,2121.96317132463,2013.545748570892,7.963835116433062,468.767333945669,0.2029379801499777,1.318345876098783,2.101102849915296,107.4938374416104
2022,Halifax_Line,0,2240.290273845046,2043.273554719358,8.025257948179169,414.909533651513,0.2417556412542841,2.018159260462238,3.15282923910215,173.9806078703756
2022,Louisbourg,0,2127.163225096926,2020.455707166439,7.94542245637701,484.4838996979079,0.195241942926858,1.240770713558106,1.972499228820247,106.819425661294
2022,Northeast_Channel,0,2184.399663276689,2069.740825103887,7.983156653907834,448.3684284853654,0.216606665476388,1.344483589702734,2.142661294409002,114.2964581014709
2022,Portsmouth_Line,0,2203.468644364932,2041.181341652686,7.985421603815848,461.7324869814459,0.2209127722420988,1.814231438363539,2.848135713442742,155.0965043826601
2022,Seal_Island,0,-999,-999,-999,-999,-999,-999,-999,-999
2022,Yarmouth_Line,0,2200.012503594004,2068.812728161343,7.915894768849358,552.9616856329953,0.1915084611115738,1.549873982473302,2.436302709826492,128.2264347212516
2023,Browns_Bank,0,2129.845882221171,1995.887284133668,8.013854155819164,416.4790458194539,0.2267269475425484,1.576023347560366,2.503249896988136,133.4458942197782
2023,Cabot_Strait,0,2062.871855916622,1907.135750757373,8.02891290132613,394.46558444135,0.2273722118081997,1.798602049350482,2.840579138387068,155.2212820888125
2023,Gully,0,-999,-999,-999,-999,-999,-999,-999,-999
2023,Halifax_Line,0,2251.614503036541,2036.573229175219,8.047134170333106,399.4716338292524,0.254673660197107,2.31495978855091,3.609258133893281,208.4269319175536
2023,Laurentian_Channel_Mouth,0,2121.898324616145,1945.984854204285,7.964192151609841,481.9437261321699,0.2054911110752495,2.021688451773644,3.147591902062373,175.9430806618145
2023,Louisbourg,0,2130.291772130011,1958.723532791558,8.028894111939906,402.7665515713996,0.2344964418697015,1.943865712885626,3.051959122344129,171.1011960764922
2023,Northeast_Channel,0,2159.552157606141,1991.441141483279,8.008382992348624,432.7971180788319,0.2274260709504716,1.904891646546351,2.993918644798132,168.121082388666
2023,Portsmouth_Line,0,2160.857236668548,2019.510851559911,8.022765040682392,409.6591422353569,0.2337208448501245,1.632465605909859,2.588605804242742,144.2128478251034
2023,St_Anns_Bank,0,-999,-999,-999,-999,-999,-999,-999,-999
2023,Yarmouth_Line,0,2162.878725630949,2024.929820132676,8.008673678033217,423.9283956139045,0.2271584797224608,1.585537050723021,2.513130484367397,137.9311309422523
2024,Browns_Bank,0,2101.521910888768,1996.305950802465,7.863635582251097,589.4687718141394,0.1627316144971646,1.201564841153107,1.898983840621471,105.3255295925344
2024,Cabot_Strait,0,2049.203814266841,1982.577459974967,7.819212192558355,646.3772861286557,0.1439781149333946,0.928143315635893,1.482612605173145,66.84191894120451
2024,Gully,0,-999,-999,-999,-999,-999,-999,-999,-999
2024,Halifax_Line,0,2225.26640834136,2048.099843673499,7.977786032821261,463.4562433818971,0.2176012706666023,1.784125801946889,2.790347157880416,140.8592941435115
2024,Laurentian_Channel_Mouth,0,2132.311407528141,2067.633239504695,7.864467605203252,581.6778267754324,0.1644619127770373,0.9439583902420874,1.507911859173662,65.34025002062847
2024,Louisbourg,0,2091.359072241339,1997.765139872318,7.87511556522458,575.0907978074504,0.1659242003159933,1.141586406108273,1.813650104856628,93.05061487566557
2024,Northeast_Channel,0,2081.798453096509,2030.863417953025,7.787759902445713,692.50592674532,0.1368889904146501,0.8430189774948111,1.345346513896562,52.24910490777882
2024,Portsmouth_Line,0,2138.874490616141,2025.388028406684,7.866224353170822,608.3101941775545,0.1673509422327218,1.321383450003777,2.081079882146307,95.37123063227594
2024,Yarmouth_Line,0,2161.583846531861,2042.741728748834,7.90979089900192,550.7415534012652,0.1853758374710898,1.403788931154329,2.215938313903937,111.194858898302
2014,Cabot_Strait,20,2169.570217952704,2054.432967444557,7.996854089953976,434.2056385052769,0.2217023057539455,1.373465116128701,2.190664214138182,115.5063933801858
2014,Peter_Smith_Line,20,-999,-999,-999,-999,-999,-999,-999,-999
2015,Halifax_Line,20,2239.842627858615,2015.100051310706,8.079164731678732,363.0581247504382,0.2693968316712564,2.382161036514098,3.71598732990509,214.8025084443843
2015,Portsmouth_Line,20,2200.198919153532,2007.208410796104,8.035608594266025,408.0899052665968,0.2442249080703107,2.140860530786751,3.351130841983383,192.154073466978
2015,Yarmouth_Line,20,2202.950949428214,2021.06153859092,8.026184486257483,418.0787808675248,0.2399118855714246,2.02432114727291,3.175400377808287,181.3091397886932
2016,Cabot_Strait,20,2132.434031311096,2015.048974079822,7.941946937350967,496.4164054993855,0.1949679649301152,1.379382461803424,2.189457509596095,117.6505129312189
2016,Gully,20,-999,-999,-999,-999,-999,-999,-999,-999
2016,Halifax_Line,20,2293.738090979668,2048.395647056605,8.088499351224899,358.0593594254805,0.2801965203354318,2.534005168111011,3.936700837461308,228.9387221498022
2016,Yarmouth_Line,20,2199.367109075135,2011.804550734236,8.025484499762124,418.61863543094597,0.2392148089228332,2.081780073651927,3.259724135940442,186.1635325737753
2017,Halifax_Line,20,2266.514617728988,2058.058257647845,8.091091341502258,353.245772338713,0.2783861181017493,2.171955723057125,3.414012470080463,197.7964233159502
2017,Portsmouth_Line,20,2242.134729387567,2036.627459901812,8.110061361588237,338.2583269860036,0.2867697436315531,2.218524242708293,3.494883728637578,206.0818211929427
2019,Cabot_Strait,20,2138.842295345832,2027.701811814374,8.07636174865232,341.6485480459895,0.2571713404842544,1.30450202857438,2.094548040328617,111.1959500000001
2019,Louisbourg,20,2153.333169586064,2015.151602976595,8.149270043050095,286.2030135676711,0.300697117179423,1.544150896683375,2.478492518143944,138.1198710209201
2020,Cabot_Strait,20,2141.570063935892,2010.969996676248,7.998156139805592,434.3742012428767,0.2200432763082304,1.520447578133377,2.416624190852823,130.0870333333334
2020,Halifax_Line,20,2279.30806808292,2053.98570513103,8.07101199353149,375.5040488418115,0.2711351515804098,2.419112366576371,3.760287165158819,220.4309507381674
2020,Louisbourg,20,2113.367903114209,1957.989878935124,8.02164337993307,412.2230106759498,0.2285609791054777,1.780482355413625,2.818058696384377,155.296810412232
2020,St_Anns_Bank,20,-999,-999,-999,-999,-999,-999,-999,-999
2021,Cabot_Strait,20,2110.245479106935,1981.88049600229,7.943475379480096,501.7285572302674,0.1948307836189558,1.527134129562736,2.413487622254207,127.9532235207433
2021,Halifax_Line,20,2235.816192022075,2025.884531268168,8.025365640455204,419.4900456613264,0.244031617986496,2.302787141695459,3.571423850971445,204.3595367853316
2021,Louisbourg,20,2085.879794962424,1930.27235380249,7.974593252223608,463.5122347888939,0.2058135890954887,1.808381672719221,2.843153010927652,154.6908536432911
2022,Louisbourg,20,2127.623920046998,2044.386480083181,7.99401640901429,419.0426640227969,0.2155134065246172,1.086125307234024,1.745156365202997,83.46629648620974
2023,Cabot_Strait,20,2101.377300263505,1973.347179294672,7.955008934626623,483.8116766689942,0.19831388919757,1.503554426649589,2.382349431118456,127.4173666666666
2023,Halifax_Line,20,2289.59119553602,2056.802693219971,8.062662790512375,385.6096765629691,0.26810891980885,2.513565679634078,3.893582303174031,228.3251307725541
2023,Louisbourg,20,2127.88954700661,1997.492149726498,7.977617247510157,459.1205766112071,0.2101451307853836,1.534447274952992,2.434318258513076,129.9349869615023
2024,Cabot_Strait,20,2046.864001287733,2001.386821051026,7.801608811805872,653.0536841097535,0.1377972849778888,0.7711960413888279,1.236645812057324,46.38207213535168
2024,Halifax_Line,20,2275.21415185883,2059.863204110231,8.022432180683168,418.802035939195,0.2445435465070181,2.185099868091398,3.38491915861651,189.6357478104593
2024,Louisbourg,20,2123.459117569334,2007.576127702702,8.051747717378387,367.9321149411541,0.2430107928973091,1.360446403760774,2.181712568123239,115.6004598873074
2014,Browns_Bank,50,2254.654581590533,2055.408192684959,8.063572092179674,381.1859119544436,0.263410275129718,2.137609788626174,3.352158669638123,193.3196975128294
2014,Cabot_Strait,50,2187.239050802265,2101.847820985932,7.987048837997737,434.0207266208,0.2179502952937016,1.111716537463916,1.781199996442992,85.43200400663588
2014,Gully,50,2207.562436668111,2066.544933730129,8.031632447732456,403.0806709241942,0.2421168279125281,1.601619636214987,2.543385476855724,139.8803947134975
2014,Halifax_Line,50,2296.642615377744,2082.350984231955,8.060114571172974,389.3426901207996,0.2660499895222949,2.278101788139052,3.557725624310016,208.0072333092846
2014,Louisbourg,50,2225.910242529923,2089.124113463164,8.019423539379309,412.6303024269168,0.2372864046272989,1.503909155318368,2.386136187781318,127.4243845983048
2014,Peter_Smith_Line,50,2232.150088848226,2097.96720364613,7.983006206736983,463.321420789176,0.2222363450503374,1.558540946836317,2.465442719371218,133.4559657809518
2014,St_Anns_Bank,50,-999,-999,-999,-999,-999,-999,-999,-999
2015,Banquereau_Bank,50,2214.534706987954,2090.846509857376,8.017650439672877,413.3994367661243,0.2357184045451096,1.425446362601407,2.26736085501357,118.8125241235627
2015,Browns_Bank,50,2209.423981409476,2090.398880708464,7.981956119210447,456.4971319582233,0.2189271169067622,1.414720115118362,2.248157572423348,118.5509905518599
2015,Cabot_Strait,50,2184.506411812994,2097.302746888744,7.995156352297861,424.3006499467829,0.2213035811879334,1.12155584341851,1.797460110684219,87.1844549845804
2015,Halifax_Line,50,2263.67738006323,2077.536352174649,8.036155033996376,407.0475496176786,0.2499347336835344,1.961939358399043,3.078121593480305,172.712512118911
2015,Louisbourg,50,2192.587802916917,2061.819885854723,8.042466526475797,386.0898979437339,0.2457562735193024,1.485490725713553,2.366634704964539,127.0022895913378
2015,Portsmouth_Line,50,2211.815001039609,2066.541023069904,8.017618758141197,420.0006234042208,0.2359527395477195,1.64518793440005,2.604720747449977,144.219371990981
2015,St_Anns_Bank,50,-999,-999,-999,-999,-999,-999,-999,-999
2015,St_Pierre_Bank,50,-999,-999,-999,-999,-999,-999,-999,-999
2015,Yarmouth_Line,50,2178.799834080808,2063.269860508039,7.926498066987375,510.2963790664132,0.1932195647372706,1.358907141843477,2.150096641361189,117.8663748152807
2016,Banquereau_Bank,50,2238.206415046714,2121.196322370915,8.008962714699269,424.4684827069568,0.2337227749669326,1.376055391403083,2.192066745439255,112.5635030518866
2016,Browns_Bank,50,2246.363356333564,2083.45720547471,8.013650163498165,430.6953088864404,0.2375806698338344,1.781577957783958,2.806634955194082,155.5655558812441
2016,Cabot_Strait,50,2173.941904933323,2085.777738180347,7.973192610614041,451.0805131956611,0.2107639550120636,1.135094646427535,1.817099090499669,88.16456120401665
2016,Gully,50,2202.42310864725,2114.035522790969,7.961286549944572,475.9510755336709,0.2089585963399144,1.189280056227962,1.900642341902911,96.30619493279758
2016,Halifax_Line,50,2300.062776937951,2078.268418045181,8.043438828533015,406.5797825356452,0.2574349202688672,2.323221977011064,3.615155255314496,207.7116474537925
2016,Louisbourg,50,2184.133887427984,2069.617150609397,8.015625177445584,409.7880448394029,0.2314358003247057,1.347002759367885,2.149695542329624,112.1330482818805
2016,Peter_Smith_Line,50,2218.518218685483,2045.102325512476,7.986210260959192,460.6090904813137,0.2235339752851067,1.918733188742179,2.998667369298869,166.0825555811085
2016,Portsmouth_Line,50,2247.097924151997,2123.871265214777,7.964745489456605,488.7723618823878,0.2153483131682793,1.477574807240694,2.340645754162032,125.3279602722026
2016,Yarmouth_Line,50,2215.541922757925,2071.955762379486,8.003367992002346,439.4439996043558,0.2298928896030179,1.637559397065335,2.589459768973028,143.3063817186974
2017,Banquereau_Bank,50,2191.214409496202,2062.193039662845,8.034866119901455,393.4754065930343,0.2416864488966572,1.476171637092267,2.351680143252308,125.9876166900922
2017,Browns_Bank,50,2218.837710080437,2069.866969528714,8.02387531464509,413.4460715628321,0.2396075233726303,1.653191804452517,2.61660166425632,143.4210799144232
2017,Cabot_Strait,50,2147.735481301648,2052.110374381309,7.986389427789707,435.3936375119389,0.2144156470859249,1.195634043077943,1.913740902040283,95.583844781844
2017,Halifax_Line,50,2281.120054116815,2070.368389665596,8.054745707742367,391.7218222394782,0.2616265718525602,2.23380266692071,3.488490623602053,201.7637462762231
2017,Louisbourg,50,2180.067713841645,2056.748176432036,8.001627465247083,428.4567887740341,0.224671446734778,1.415821094140566,2.253224033404751,117.549161997104
2017,Peter_Smith_Line,50,2212.865028557584,2059.706980625096,8.040716344507508,396.3430447441468,0.2471191489479633,1.70589008023902,2.702748397615022,150.4242151914744
2017,Portsmouth_Line,50,2254.496437713138,2122.366580640638,8.026174940156064,413.5129750430409,0.2437753323495425,1.527678080171878,2.431154803356732,134.858444079665
2017,St_Anns_Bank,50,-999,-999,-999,-999,-999,-999,-999,-999
2017,Yarmouth_Line,50,2208.867665618509,2069.225209560474,8.04021200595618,393.5132784365351,0.246067221963045,1.591227372219426,2.529392660997421,139.3919960875649
2018,Banquereau_Bank,50,2129.686559786096,2011.96347319929,7.999177519140573,423.0665105105022,0.2184804526876907,1.374508378738126,2.189256170126094,114.7852547889993
2018,Browns_Bank,50,2250.17728849055,2083.509838271372,8.0001282481261,447.8266998129219,0.2315555264058445,1.820822832246404,2.861294836300453,159.1282193633943
2018,Cabot_Strait,50,2156.489281370908,2062.447915849007,7.976093114044185,447.0281965208408,0.2106385159707309,1.181269694273483,1.888377599165812,93.91522411330065
2018,Halifax_Line,50,2289.693717196855,2075.42048660166,8.035287764878015,415.3225560889834,0.2525070254930512,2.280971049758097,3.552188967978454,206.0080640707276
2018,Laurentian_Channel_Centre,50,-999,-999,-999,-999,-999,-999,-999,-999
2018,Laurentian_Channel_Mouth,50,2177.273960894554,2083.841479622532,7.944268290400276,492.5288867717133,0.1991925708648789,1.186405051882017,1.891887684471046,93.17266666666669
2018,Louisbourg,50,2181.374427197721,2051.432698448639,8.006121642337334,423.0793212585672,0.2269193291942146,1.465517461823712,2.326945677576536,122.2108947299682
2018,Portsmouth_Line,50,2206.172831017275,2062.325498079934,7.993604507795724,446.7825591817493,0.224385119823834,1.631592385619795,2.577197343845237,140.9346578797302
2018,Viking_Buoy,50,-999,-999,-999,-999,-999,-999,-999,-999
2018,Yarmouth_Line,50,2204.050270835534,2060.181791352846,8.00763812790343,433.62393178014503,0.2307602969450724,1.645483990729601,2.602053048113155,143.4151587408001
2019,Browns_Bank,50,2220.939641350926,2079.577331884919,8.00695957437318,431.7531049726294,0.2315742771450674,1.588208319038325,2.515802013837649,134.8438325740561
2019,Cabot_Strait,50,2151.939892640416,2051.000117944227,8.011014617197505,409.0394017921232,0.2262465673400154,1.236147427004639,1.979939571143637,100.8852301121107
2019,Halifax_Line,50,2259.235996775044,2053.587802936695,8.095997093131679,347.5875748890946,0.2821898095665745,2.177037921188591,3.415186038544292,197.9770270925416
2019,Louisbourg,50,2193.989564377248,2056.744618384724,8.07148325114483,359.4000150247522,0.2615541071639893,1.557542326907811,2.484284196716869,135.1952838478433
2019,Portsmouth_Line,50,2199.87498476626,2064.852514714599,7.991731526541527,448.160332772355,0.2230919614142742,1.554576104849036,2.461794597885971,132.0131086979636
2019,Yarmouth_Line,50,2208.121995402319,2076.618541921105,7.982876840974154,463.2098914589451,0.219811333104469,1.535690924443585,2.431501639358406,131.0542670741336
2020,Browns_Bank,50,2212.166873426037,2046.618899538023,8.020719402964978,420.4109049799219,0.2378998198423406,1.827245897565104,2.877093267081848,159.7299529435026
2020,Cabot_Strait,50,2156.864008034489,2042.800873195303,7.998460448511355,428.5030902873132,0.2212371663395268,1.355995877876367,2.161365308646643,113.5697423253259
2020,Halifax_Line,50,2259.623178813633,2058.94692547898,8.039361091824995,405.9982634441777,0.2514227007711333,2.132573354827624,3.333999032295935,189.8174896107384
2020,Louisbourg,50,2183.121743539004,2037.444070903403,8.027788207075657,405.6973306835375,0.2378692748676723,1.633134857253415,2.588678133927605,140.9138978632039
2020,Northeast_Channel,50,2212.087489690012,2060.352896818295,7.963170241103319,490.6794900662293,0.2118947551862223,1.713528006441855,2.693236249946711,143.9677003244929
2020,Portsmouth_Line,50,2199.217802462686,2073.385426641119,7.967976503144131,477.5323348872943,0.2124631715228367,1.492794606732685,2.363781749581624,126.9256675203698
2020,St_Anns_Bank,50,-999,-999,-999,-999,-999,-999,-999,-999
2021,Browns_Bank,50,2231.141382232931,2106.897504059474,7.960744971636384,490.2556190757986,0.2121873142234035,1.470250818529069,2.32761669488427,122.0321939254826
2021,Cabot_Strait,50,2154.549598541603,2076.201135312895,7.9071987485933,531.7307427483403,0.1822357971596859,1.051718912835579,1.679892133967668,78.23118085670484
2021,Halifax_Line,50,2292.292526218308,2092.655540428268,8.003763801052612,450.3452583964094,0.2375980230174791,2.120590170090725,3.302997932937598,186.4920712930908
2021,Laurentian_Channel_Mouth,50,2194.410089479318,2105.123540501935,7.92242804327907,525.7283455811325,0.1919473863542656,1.167009209427334,1.859273122220777,89.04548895833332
2021,Louisbourg,50,2178.265193888871,2070.431190121852,7.966061079012888,469.7687075234422,0.2089909992390364,1.311904425207837,2.088480764529124,105.9625181299888
2021,Northeast_Channel,50,2224.085855582568,2071.709908832077,7.953822734265615,506.7570216401498,0.2094029738587898,1.739629232892599,2.729417997861439,152.4299872598408
2021,Portsmouth_Line,50,2207.948653361228,2081.096289639743,7.94464904951823,507.5656331379229,0.2034080340897392,1.487148239014049,2.348269524686764,123.3055790022294
2021,St_Anns_Bank,50,-999,-999,-999,-999,-999,-999,-999,-999
2021,Yarmouth_Line,50,2224.240051573393,2088.327832440609,7.980459312162687,467.6335335756008,0.2202767334628243,1.569379668367208,2.481497634892798,135.5672750315721
2022,Browns_Bank,50,2251.476392483878,2091.536886076253,7.997694219885182,453.0875964238693,0.2308841424020817,1.8022796032487,2.837778028879513,157.8686237893227
