# Filename: seaLevelHeight_Yarmouth_en.dat
# Creation date: 2020-12-09 19:04:46
# Contact: Chantelle Layton <Chantelle.Layton@dfo-mpo.gc.ca>
# Description: 
# Station name: Yarmouth
# Station ID: 365
# Longitude: -66.116667
# Latitude: 43.833333
# Slope: 37.3 cm/century
time,elevation,elevationResidual
1984-09-17 16:50:22,2,-0.04591
1984-10-16 11:30:00,3, 0.04315
1984-11-15 23:30:00,3, 0.10065
1984-12-16 11:30:00,3,-0.01945
1985-01-16 11:30:00,3, 0.07503
1985-02-14 23:30:00,3,-0.00661
1985-03-16 11:30:00,2,-0.02199
1985-04-15 23:30:00,2,-0.04296
1985-05-16 11:30:00,3, 0.00665
1985-06-15 23:30:00,3, 0.00547
1985-07-16 11:30:00,2,-0.05256
1985-08-16 11:30:00,2,-0.03877
1985-09-15 23:30:00,3, 0.01269
1985-10-16 11:30:00,3, 0.01817
1985-11-15 23:30:00,3, 0.03238
1985-12-16 02:00:00,3, 0.12901
1986-01-16 13:30:00,3, 0.00725
1986-02-14 23:30:00,3, 0.01309
1986-03-16 11:30:00,2,-0.05664
1986-04-15 23:30:00,3, 0.02591
1986-05-16 11:30:00,3, 0.02054
1986-06-15 23:30:00,3,-0.00900
1986-07-16 11:30:00,3, 0.02304
1986-08-16 11:30:00,3, 0.00087
1986-09-15 23:30:00,3,-0.00006
1986-10-16 11:30:00,3, 0.09977
1986-11-15 23:30:00,3, 0.01687
1986-12-16 11:30:00,3,-0.01113
1987-01-16 11:30:00,3, 0.11503
1987-02-14 23:30:00,3, 0.01375
1987-03-16 15:08:28,3, 0.05018
1987-04-15 23:30:00,3, 0.01053
1987-05-16 11:30:00,3, 0.09862
1987-06-15 23:30:00,3, 0.05609
1987-07-16 11:30:00,3, 0.03027
1987-08-16 11:30:00,3, 0.01855
1987-09-15 23:30:00,3, 0.13500
1987-10-16 11:30:00,3, 0.05805
1987-11-15 23:30:00,3,-0.01578
1987-12-16 11:30:00,3, 0.14986
1988-01-16 15:15:12,3,-0.02255
1988-02-15 11:30:00,2,-0.11149
1988-03-16 11:30:00,2,-0.11050
1988-04-15 23:30:00,2,-0.05491
1988-05-16 11:30:00,3,-0.01162
1988-06-15 23:30:00,3, 0.04254
1988-07-12 04:39:27,3, 0.01048
1988-08-16 11:30:00,2,-0.05135
1988-09-15 23:30:00,3, 0.02072
1988-10-11 14:30:00,3, 0.03948
1988-11-13 23:30:00,2,-0.04187
1988-12-17 08:00:00,3, 0.06662
1989-01-16 22:49:48,3,-0.00282
1989-02-14 23:30:00,2,-0.06436
1989-03-16 13:03:58,2,-0.10379
1989-04-15 23:30:00,2,-0.07823
1989-05-16 11:30:00,2,-0.08305
1989-06-15 23:30:00,2,-0.05391
1989-07-16 11:30:00,2,-0.06049
1989-08-16 11:30:00,3, 0.03167
1989-09-15 23:30:00,3,-0.02245
1989-10-16 11:30:00,3, 0.04910
1989-11-15 23:30:00,3, 0.07960
1989-12-18 09:59:05,3, 0.01220
1990-01-21 03:46:36,2,-0.06853
1990-02-14 23:30:00,2,-0.05915
1990-03-16 11:30:00,2,-0.12120
1990-04-15 23:30:00,2,-0.11644
1990-05-16 11:30:00,3,-0.04077
1990-06-15 23:30:00,3,-0.03858
1990-07-16 11:30:00,2,-0.04910
1990-08-16 11:30:00,3,-0.01183
1990-09-15 23:30:00,3, 0.03524
1990-10-16 11:30:00,3, 0.04017
1990-11-15 22:43:13,3, 0.07086
1990-12-16 11:30:00,3,-0.04315
1991-01-16 11:30:00,3, 0.00477
1991-02-14 23:30:00,3,-0.02545
1991-03-16 11:30:00,3, 0.07149
1991-04-15 23:30:00,3,-0.02582
1991-05-17 11:30:32,3,-0.01242
1991-06-15 23:30:00,3, 0.01008
1991-07-16 11:30:00,3,-0.01008
1991-08-16 11:30:00,3,-0.03209
1991-09-15 23:30:00,2,-0.05282
1991-10-16 11:30:00,3,-0.00941
1991-11-15 23:30:00,3, 0.02955
1991-12-16 11:30:00,3, 0.01582
1992-01-16 02:36:48,3, 0.06347
1992-02-15 11:30:00,3, 0.05293
1992-03-16 11:30:00,3, 0.02163
1992-04-15 23:30:00,3,-0.01806
1992-05-16 11:30:00,2,-0.07601
1992-06-16 07:46:37,3, 0.00857
1992-07-16 11:30:00,3,-0.01228
1992-08-16 11:30:00,2,-0.05562
1992-09-09 00:03:02,2,-0.10279
1992-10-16 11:30:00,3,-0.00836
1992-11-15 23:30:00,3,-0.01326
1992-12-16 11:30:00,3, 0.02080
1993-01-16 11:30:00,3,-0.02226
1993-03-16 11:30:00,3,-0.04692
1993-04-15 23:30:00,3, 0.03933
1993-05-10 03:30:00,3,-0.02341
1993-06-23 20:30:00,3,-0.02832
1993-07-16 11:30:00,3,-0.00438
1993-08-16 11:30:00,3,-0.01722
1993-09-15 23:30:00,3,-0.02842
1993-10-16 11:30:00,2,-0.06267
1993-11-18 00:38:17,3,-0.05263
1993-12-16 11:30:00,3, 0.04464
1994-01-14 09:36:06,2,-0.07525
1994-02-14 23:30:00,2,-0.05736
1994-03-16 11:30:00,3,-0.01866
1994-04-15 23:30:00,2,-0.10050
1994-05-16 11:30:00,3,-0.00119
1994-06-14 20:00:29,2,-0.07951
1994-07-12 09:57:57,3,-0.04751
1994-11-15 23:30:00,3,-0.00864
1994-12-16 11:30:00,3,-0.01185
1995-01-16 11:30:00,3, 0.01751
1995-02-14 23:30:00,3, 0.02666
1995-03-16 11:30:00,3,-0.04139
1995-04-15 23:30:00,3,-0.04811
1995-05-16 11:30:00,3,-0.00131
1995-06-15 23:30:00,2,-0.06827
1995-07-16 11:30:00,3,-0.04888
1995-08-16 11:30:00,3,-0.01988
1995-09-14 09:00:00,3,-0.02660
1995-10-17 01:30:00,3, 0.02959
1995-11-15 23:30:00,3, 0.02605
1995-12-16 02:00:00,3, 0.10390
1996-01-16 14:47:20,3, 0.05961
1996-02-15 15:38:06,3,-0.02870
1996-03-16 11:30:00,3,-0.01926
1996-04-15 23:30:00,3, 0.05162
1996-05-16 11:30:00,3, 0.00368
1996-06-15 23:30:00,3,-0.02818
1996-07-16 11:30:00,3,-0.00162
1996-08-16 11:30:00,3,-0.01915
1996-09-15 23:30:00,3, 0.11547
1996-10-16 11:30:00,3, 0.06440
1996-11-15 23:30:00,3, 0.07352
1996-12-16 11:30:00,3, 0.06884
1997-01-16 11:30:00,3, 0.04611
1997-02-14 23:30:00,3,-0.00983
1997-03-16 11:30:00,3, 0.01799
1997-04-15 23:30:00,3, 0.08217
1997-05-16 11:30:00,3, 0.01525
1997-06-15 23:30:00,3, 0.01735
1997-07-16 11:30:00,3,-0.03217
1997-08-16 11:30:00,3,-0.02731
1997-09-15 23:30:00,3, 0.00117
1997-10-16 11:30:00,3, 0.03606
1997-11-15 23:30:00,3, 0.08601
1997-12-16 11:30:00,3, 0.10902
1998-01-12 20:11:05,3, 0.07493
1998-02-15 10:30:00,3, 0.12042
1998-03-16 11:30:00,3, 0.01390
1998-04-18 19:04:51,3, 0.01174
1998-05-16 11:30:00,3, 0.02050
1998-06-15 23:30:00,3, 0.00756
1998-07-16 11:30:00,3, 0.00583
1998-08-16 11:30:00,3,-0.05427
1998-09-15 23:30:00,3, 0.00981
1998-10-16 11:30:00,3,-0.01369
1998-11-15 23:30:00,3,-0.00698
1998-12-16 11:30:00,3,-0.01821
1999-01-16 11:30:00,3,-0.06748
1999-02-14 23:30:00,3, 0.03050
1999-03-16 11:30:00,3, 0.00297
1999-04-15 23:30:00,3, 0.03292
1999-05-16 11:30:00,3,-0.04667
1999-06-15 23:30:00,3,-0.06965
1999-07-16 11:30:00,3,-0.01770
1999-08-16 11:30:00,3,-0.01778
1999-09-15 23:30:00,3,-0.03458
1999-10-16 11:30:00,3,-0.03234
1999-11-15 23:30:00,3,-0.02431
1999-12-16 11:30:00,3, 0.01506
2000-01-16 08:00:19,3,-0.02698
2000-02-15 09:25:57,3,-0.07673
2000-03-16 11:30:00,3, 0.01423
2000-04-15 23:37:36,3,-0.03297
2000-05-16 11:30:00,3, 0.00302
2000-06-15 23:30:00,3,-0.03994
2000-07-16 11:30:00,3,-0.02141
2000-08-16 11:30:00,3,-0.04113
2000-09-15 23:30:00,3,-0.04294
2000-10-16 11:30:00,3,-0.02740
2000-11-15 23:30:00,3, 0.11477
2000-12-16 11:30:00,3, 0.00330
2001-01-16 11:30:00,3, 0.04606
2001-02-14 20:47:04,3,-0.04779
2001-03-16 19:13:12,3,-0.01737
2001-04-15 23:30:00,3,-0.04039
2001-05-16 11:30:00,3,-0.02261
2001-06-15 23:30:00,3,-0.04420
2001-07-16 12:29:52,3,-0.03419
2001-08-16 11:30:00,3,-0.04743
2001-09-15 23:30:00,3,-0.01564
2001-10-16 11:30:00,3, 0.00320
2001-11-15 23:30:00,3,-0.03509
2001-12-16 11:30:00,3, 0.04861
2002-01-16 11:30:00,3, 0.03490
2002-02-14 23:30:00,3, 0.06859
2002-03-16 11:30:00,3,-0.08777
2002-04-15 23:30:00,3,-0.05600
2002-05-16 11:30:00,3,-0.04925
2002-06-15 23:20:26,3,-0.04320
2002-07-16 11:30:00,3,-0.03630
2002-08-16 11:59:40,3,-0.05813
2002-09-15 23:30:00,3,-0.02973
2002-10-16 11:30:00,3,-0.03080
2002-11-15 23:30:00,3, 0.01089
2002-12-16 11:30:00,3, 0.05448
2003-01-08 12:29:20,3, 0.13396
2003-02-16 18:00:00,3,-0.07064
2003-03-16 11:30:00,3, 0.01315
2003-04-15 23:06:11,3,-0.02424
2003-05-16 17:27:48,3,-0.02918
2003-07-20 18:03:08,3,-0.05294
2003-08-16 13:12:59,3,-0.03015
2003-09-15 23:30:00,3,-0.04148
2003-10-16 11:30:00,3,-0.01288
2003-11-14 12:59:54,3,-0.00918
2003-12-21 09:30:00,3, 0.03226
2004-01-16 11:30:00,3, 0.02207
2004-02-15 11:30:00,3,-0.03059
2004-03-16 11:30:00,3,-0.03484
2004-04-15 23:30:00,3,-0.03993
2004-05-16 11:30:00,3,-0.05526
2004-06-15 23:30:00,3,-0.01802
2004-07-16 11:30:00,3,-0.04630
2004-08-16 11:30:00,3,-0.05801
2004-09-15 23:30:00,3,-0.06512
2004-10-16 11:30:00,3, 0.12143
2004-11-15 23:30:00,3, 0.11834
2004-12-16 11:30:00,3, 0.08143
2005-01-11 23:30:00,3, 0.04078
2005-02-14 01:18:02,3, 0.05822
2005-03-16 11:30:00,3, 0.06761
2005-04-15 23:30:00,3, 0.02671
2005-05-09 13:30:00,3, 0.10534
2005-08-16 11:30:00,3,-0.07788
2005-09-15 23:18:46,3,-0.05185
2005-10-16 11:30:00,3,-0.07317
2005-11-15 23:30:00,3,-0.06827
2005-12-16 02:00:00,2,-0.23103
2006-01-16 13:00:48,3,-0.08550
2006-02-14 23:30:00,3,-0.09895
2006-03-16 11:30:00,3,-0.09574
2006-04-15 23:30:00,2,-0.11295
2006-05-16 11:30:00,3, 0.06334
2006-09-15 23:59:34,3, 0.05133
2006-12-19 09:59:48,3,-0.01761
2007-01-16 11:31:06,3, 0.01589
2007-02-14 23:28:32,3, 0.00364
2007-03-16 11:30:00,3,-0.05911
2007-04-15 23:30:00,3, 0.02748
2007-05-16 10:09:14,3,-0.06079
2007-06-17 04:41:22,3, 0.02989
2007-07-16 12:52:23,3,-0.00539
2007-08-16 11:30:00,3,-0.03499
2007-09-15 23:30:00,3,-0.05272
2007-10-16 11:30:00,3, 0.03216
2007-11-15 23:30:00,3,-0.01165
2007-12-12 09:00:00,3,-0.04915
2008-01-20 13:54:50,3, 0.01084
2008-02-15 11:30:00,3,-0.03042
2008-03-17 00:00:50,3,-0.02952
2008-04-15 23:30:00,3,-0.05046
2008-05-16 11:30:00,3, 0.06753
2008-06-16 01:22:56,3,-0.00464
2008-07-17 22:37:27,3,-0.02799
2008-08-14 07:00:00,3, 0.00532
2008-09-16 20:00:00,3,-0.03304
2008-10-16 11:29:28,3, 0.04113
2008-11-15 22:41:59,3, 0.01980
2008-12-16 11:30:00,3,-0.04536
2009-01-16 11:23:10,3, 0.00665
2009-02-14 23:30:00,3, 0.06758
2009-03-16 18:57:35,3, 0.00772
2009-04-17 01:25:30,3, 0.00392
2009-05-17 00:41:58,3,-0.05652
2009-06-15 16:21:36,3, 0.03507
2009-07-16 11:30:00,3, 0.03060
2009-08-16 11:21:03,3,-0.04620
2009-09-17 06:30:46,3, 0.00682
2009-10-15 23:04:14,3, 0.07259
2009-11-16 11:14:19,3, 0.11434
2009-12-16 11:30:00,3, 0.08277
2010-01-16 11:30:00,3, 0.15074
2010-02-14 23:30:00,3, 0.17412
2010-03-16 11:46:00,3, 0.12253
2010-04-15 23:08:26,3, 0.06178
2010-05-16 11:30:00,3,-0.00390
2010-06-15 23:30:00,3, 0.02504
2010-07-16 11:30:00,3,-0.01354
2010-08-16 11:30:00,3,-0.01622
2010-09-15 22:27:19,3, 0.02464
2010-10-16 23:40:03,3, 0.06487
2010-11-15 23:30:00,3, 0.08906
2010-12-16 11:30:00,3, 0.17777
2011-01-16 11:30:00,3, 0.10665
2011-02-14 23:30:00,3, 0.08331
2011-03-16 11:58:47,3,-0.00017
2011-04-16 04:01:59,3,-0.00323
2011-05-16 11:30:00,3, 0.02740
2011-06-15 23:30:00,3, 0.06200
2011-07-16 03:55:27,3, 0.04369
2011-08-15 17:12:15,3, 0.04104
2011-09-15 23:30:00,3,-0.02754
2011-10-16 03:25:01,3, 0.06956
2011-11-16 14:12:39,3, 0.00948
2011-12-16 17:17:40,3,-0.01249
2012-01-16 11:30:00,3,-0.02776
2012-02-15 11:30:00,3, 0.00155
2012-03-16 11:30:00,3, 0.00040
2012-04-15 23:30:00,3, 0.06182
2012-05-16 11:30:00,3,-0.04006
2012-06-15 23:30:00,3, 0.05798
2012-07-16 11:30:00,3, 0.00440
2012-08-16 11:30:00,3,-0.01987
2012-09-15 23:30:00,3,-0.04662
2012-10-16 11:30:00,3, 0.03255
2012-11-15 23:30:00,3, 0.05146
2012-12-16 11:30:00,3, 0.09457
2013-01-16 11:30:00,3, 0.01724
2013-02-14 23:30:00,3, 0.02653
2013-03-16 11:30:00,3, 0.13327
2013-04-15 23:30:00,3,-0.02462
2013-05-16 11:30:00,3,-0.05918
2013-06-15 23:30:00,3,-0.00647
2013-07-15 12:25:14,3,-0.01278
2013-08-16 11:30:00,3,-0.01621
2013-09-15 23:30:00,3,-0.00792
2013-10-18 06:45:52,3, 0.04281
2013-11-15 23:30:00,3,-0.01904
2013-12-16 07:08:29,3,-0.00067
2014-01-16 11:30:00,3, 0.03726
2014-02-14 23:30:00,3,-0.02875
2014-03-16 11:30:00,3,-0.03162
2014-04-15 23:30:00,3,-0.00756
2014-05-16 11:30:00,3, 0.00233
2014-06-16 02:11:50,3, 0.00903
2014-07-16 11:30:00,3,-0.02213
2014-08-16 11:30:00,3,-0.02494
2014-09-15 23:30:00,3,-0.03399
2014-10-16 11:30:00,3, 0.08097
2014-11-15 23:30:00,3, 0.03986
2014-12-16 11:30:00,3, 0.02414
2015-01-16 11:30:00,3,-0.00248
2015-02-14 23:30:00,3,-0.00918
2015-03-16 06:11:04,3,-0.05517
2015-04-15 23:30:00,3,-0.01389
2015-05-16 06:31:58,3,-0.08921
2015-06-15 23:30:00,3,-0.03629
2015-07-16 11:30:00,3, 0.00635
2015-08-16 11:30:00,3,-0.01846
2015-09-15 23:30:00,3,-0.02936
2015-10-16 11:30:00,3, 0.01945
2015-11-15 23:30:00,3,-0.02083
2015-12-16 02:00:00,3, 0.01253
2016-01-16 13:30:00,3, 0.10393
2016-02-15 11:30:00,3, 0.02972
2016-03-16 11:30:00,3, 0.00560
2016-04-15 23:30:00,3, 0.00373
2016-05-16 11:30:00,3,-0.01244
2016-06-15 23:30:00,3, 0.00904
2016-07-16 11:30:00,3,-0.00533
2016-08-16 11:30:00,3,-0.04359
2016-09-15 23:30:00,3,-0.03705
2016-10-16 11:30:00,3, 0.06215
2016-11-15 23:36:38,3, 0.07506
2016-12-16 11:30:00,3, 0.07994
2017-01-16 11:50:46,3, 0.03615
2017-02-14 23:30:00,3, 0.06537
2017-03-16 11:30:00,3,-0.03430
2017-04-15 23:30:00,3, 0.01748
2017-05-16 11:30:00,3, 0.05834
2017-06-15 23:30:00,3, 0.03051
2017-07-16 11:30:00,3,-0.00906
2017-08-16 11:32:25,3,-0.03081
2017-09-15 23:30:00,3, 0.00407
2017-10-16 11:30:00,3,-0.00031
2017-11-15 23:30:00,3, 0.00817
2017-12-16 11:30:00,3,-0.05161
2018-01-16 21:52:11,3,-0.06603
2018-02-14 23:30:00,3,-0.07257
2018-03-16 11:30:00,3, 0.15778
2018-04-15 23:30:00,3,-0.00488
2018-05-16 10:49:18,3,-0.03802
2018-06-15 23:30:00,3, 0.03803
2018-07-16 11:30:00,3,-0.04940
2018-08-16 11:30:00,3,-0.00887
2018-09-15 23:30:00,3,-0.00417
2018-10-16 11:30:00,3, 0.03451
2018-11-15 23:30:00,3, 0.01998
2018-12-16 11:30:00,3, 0.05662
2019-01-16 11:30:00,3, 0.07890
2019-02-14 23:30:00,3,-0.04140
2019-03-16 11:30:00,3,-0.01812
2019-04-15 23:30:00,3,-0.02299
2019-05-16 11:30:00,3, 0.02510
2019-06-15 23:30:00,3, 0.03483
2019-07-16 11:30:00,3, 0.02605
2019-08-16 10:21:45,3,-0.00182
2019-09-15 23:30:00,3,-0.00100
2019-10-16 13:40:22,3, 0.06662
2019-11-15 23:30:00,3, 0.07344
